tipnames	virus.subtype	collection.date	collection.datedecimal	collection.datemonth	collection.region.name	collection.country.name	collection.country.code	collection.country.lat	collection.country.long	collection.subdiv1.name	collection.subdiv1.code	collection.subdiv1.lat	collection.subdiv1.long	collection.original	collection.tipdate	cluster.number	host.order	tiplocation_lon	tiplocation_lat
H5N1.NA.EPI_ISL_16831325.galliformes.japan.NA.2022-04-08	H5N1	2022-04-08	2022.27	2022-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2022-04-08	profile001	galliformes	137.574137168765	37.3996665395305
H5N1.NA.EPI_ISL_16618960.galliformes.russia.NA.2022-10-12	H5N1	2022-10-12	2022.78	2022-10-01	eastern asia	russia	rus	66.0376616061812	95.7970903417469	magadan	ru.mg	62.6868529209353	153.842446406978	NA	2022-10-12	profile001	galliformes	153.842446406978	62.6868529209353
H5N1.2344b.EPI_ISL_china_20230849.anseriformes.china.19.2021-11-26	H5N1	2021-11-26	2021.9	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	Asia / China / Henan / NA / NA	2021-11-26	profile001	anseriformes	113.614527263456	33.8761853651454
H5N1.2344b.EPI_ISL_12572662.anseriformes.china.19.2022-01-05	H5N1	2022-01-05	2022.01	2022-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	Asia / China / Hunan / NA / NA	2022-01-05	profile001	anseriformes	111.713471439142	27.5978523947888
H5N1.2344b.EPI_ISL_11633614.anseriformes.china.19.2021-12-20	H5N1	2021-12-20	2021.97	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei Province / NA / NA	2021-12-20	profile001	anseriformes	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_china_20230844.anseriformes.china.19.2021-11-25	H5N1	2021-11-25	2021.9	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	nei mongol	cn.nm	44.083329648604	113.188484632426	Asia / China / Inner_Mongolia / _Mongolia / _Mongolia	2021-11-25	profile001	anseriformes	113.188484632426	44.083329648604
H5N1.2344b.EPI_ISL_china_39.anseriformes.china.19.2022-06-18	H5N1	2022-06-18	2022.46	2022-06-01	eastern asia	china	chn	36.6848135465548	103.513718494908	qinghai	cn.qh	35.7553973024078	96.0028538289268	Asia / China / Qinghai / NA / NA	2022-06-18	profile001	anseriformes	96.0028538289268	35.7553973024078
H5N1.2344b.EPI_ISL_15647837.anseriformes.south_korea.19.2022-02-05	H5N1	2022-02-05	2022.1	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	Asia / Korea / NA / NA / NA	2022-02-05	profile001	anseriformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_17606863.anseriformes.south_korea.19.2022-03-02	H5N1	2022-03-02	2022.16	2022-03-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2022-03-02	profile001	anseriformes	126.897223705092	34.8733358026855
H5N1.2344b.EPI_ISL_17606861.anseriformes.south_korea.19.2022-02-18	H5N1	2022-02-18	2022.13	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2022-02-18	profile001	anseriformes	126.847825775926	36.5298116066164
H5N1.NA.EPI_ISL_13352718.anseriformes.china.NA.2021-12-17	H5N1	2021-12-17	2021.96	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	NA	2021-12-17	profile001	anseriformes	113.614527263456	33.8761853651454
H5N1.NA.EPI_ISL_13352702.anseriformes.china.NA.2021-12-17	H5N1	2021-12-17	2021.96	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shanxi	cn.sx	37.5496375119255	112.274268590565	NA	2021-12-17	profile001	anseriformes	112.274268590565	37.5496375119255
H5N1.NA.EPI_ISL_18373244.anseriformes.south_korea.NA.2022-02-16	H5N1	2022-02-16	2022.13	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2022-02-16	profile001	anseriformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_china_45.charadriiformes.china.19.2022-07-22	H5N1	2022-07-22	2022.55	2022-07-01	eastern asia	china	chn	36.6848135465548	103.513718494908	qinghai	cn.qh	35.7553973024078	96.0028538289268	Asia / China / Qinghai / NA / NA	2022-07-22	profile001	charadriiformes	96.0028538289268	35.7553973024078
H5N1.2344b.EPI_ISL_china_20230854.suliformes.china.19.2021-12-01	H5N1	2021-12-01	2021.92	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	anhui	cn.ah	31.8128943962267	117.235219497068	Asia / China / Anhui / NA / NA	2021-12-01	profile001	suliformes	117.235219497068	31.8128943962267
H5N1.2344b.EPI_ISL_17606854.galliformes.south_korea.19.2022-02-07	H5N1	2022-02-07	2022.1	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2022-02-07	profile001	galliformes	127.140659781938	35.7159281817874
H5N1.2344b.EPI_ISL_17606851.galliformes.south_korea.19.2022-02-06	H5N1	2022-02-06	2022.1	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2022-02-06	profile001	galliformes	126.847825775926	36.5298116066164
H5N1.NA.EPI_ISL_8769018.galliformes.russia.NA.2021-10-12	H5N1	2021-10-12	2021.78	2021-10-01	central asia	russia	rus	66.0376616061812	95.7970903417469	tyumen'	ru.ty	57.6472366156513	69.1218349161945	NA	2021-10-12	profile001	galliformes	69.1218349161945	57.6472366156513
H5N1.2344b.EPI_ISL_china_40.podicipediformes.china.19.2022-07-21	H5N1	2022-07-21	2022.55	2022-07-01	eastern asia	china	chn	36.6848135465548	103.513718494908	qinghai	cn.qh	35.7553973024078	96.0028538289268	Asia / China / Qinghai / NA / NA	2022-07-21	profile001	podicipediformes	96.0028538289268	35.7553973024078
H5N1.NA.EPI_ISL_18373252.na.south_korea.NA.2022-03-03	H5N1	2022-03-03	2022.17	2022-03-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2022-03-03	profile001	na	127.784630688405	36.341057964317
H5N8.2344b.EPI_ISL_14823812.anseriformes.china.1.2020-11-09	H5N8	2020-11-09	2020.86	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	Asia / China / Henan Province / NA / NA	2020-11-09	profile001	anseriformes	113.614527263456	33.8761853651454
H5N1.2344b.EPI_ISL_15732766.anseriformes.japan.22.2022-10-23	H5N1	2022-10-23	2022.81	2022-10-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / the Komuke Lake / NA	2022-10-23	profile001	anseriformes	142.542521870972	43.3824165431654
H5N6.2344b.EPI_ISL_8517997.environment.china.73.2021-12-23	H5N6	2021-12-23	2021.98	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang / NA / NA	2021-12-23	profile001	environment	120.086382279697	29.1745873279179
H5N6.2344b.EPI_ISL_8517999.environment.china.73.2021-12-23	H5N6	2021-12-23	2021.98	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang / NA / NA	2021-12-23	profile001	environment	120.086382279697	29.1745873279179
H5N1.2344b.EPI_ISL_12572658.anseriformes.china.110.2022-01-10	H5N1	2022-01-10	2022.02	2022-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei / NA / NA	2022-01-10	profile001	anseriformes	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_12572660.anseriformes.china.110.2021-12-08	H5N1	2021-12-08	2021.93	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangxi	cn.jx	27.6016362656629	115.709570895796	Asia / China / Jiangxi / NA / NA	2021-12-08	profile001	anseriformes	115.709570895796	27.6016362656629
H5N1.2344b.EPI_ISL_12572663.columbiformes.china.110.2021-12-08	H5N1	2021-12-08	2021.93	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangxi	cn.jx	27.6016362656629	115.709570895796	Asia / China / Jiangxi / NA / NA	2021-12-08	profile001	columbiformes	115.709570895796	27.6016362656629
H5N1.2344b.EPI_ISL_12572652.galliformes.china.110.2022-03-03	H5N1	2022-03-03	2022.17	2022-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	anhui	cn.ah	31.8128943962267	117.235219497068	Asia / China / Anhui / NA / NA	2022-03-03	profile001	galliformes	117.235219497068	31.8128943962267
H5N1.2344b.EPI_ISL_12572653.galliformes.china.110.2021-12-07	H5N1	2021-12-07	2021.93	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangxi	cn.jx	27.6016362656629	115.709570895796	Asia / China / Jiangxi / NA / NA	2021-12-07	profile001	galliformes	115.709570895796	27.6016362656629
H5N1.2344b.EPI_ISL_12572656.anseriformes.china.22.2022-02-22	H5N1	2022-02-22	2022.14	2022-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guizhou	cn.gz	26.8128279303549	106.867407716617	Asia / China / Guizhou / NA / NA	2022-02-22	profile030	anseriformes	106.867407716617	26.8128279303549
H5N1.2344b.EPI_ISL_15647834.anseriformes.south_korea.19.2022-10-17	H5N1	2022-10-17	2022.79	2022-10-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	Asia / Korea / NA / NA / NA	2022-10-17	profile001	anseriformes	127.784630688405	36.341057964317
H5N1.NA.EPI_ISL_18284464.galliformes.japan.NA.2022-11-04	H5N1	2022-11-04	2022.84	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	ibaraki	jp.ib	36.3027610877484	140.318971903473	NA	2022-11-04	profile001	galliformes	140.318971903473	36.3027610877484
H5N1.2344b.EPI_ISL_17964942.accipitriformes.united_states.9.2023-04-11	H5N1	2023-04-11	2023.27	2023-04-01	northern america	united states	usa	44.75294654392	-103.651025114044	south dakota	us.sd	44.4440561554676	-100.227146799835	North America / United States / South Dakota / Minnehaha County / NA	2023-04-11	profile001	accipitriformes	-100.227146799835	44.4440561554676
H5N1.NA.EPI_ISL_17051368.accipitriformes.canada.NA.2022-06-17	H5N1	2022-06-17	2022.46	2022-06-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	NA	2022-06-17	profile001	accipitriformes	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_16183656.anseriformes.canada.9.2022-04-27	H5N1	2022-04-27	2022.32	2022-04-01	northern america	canada	can	60.4247452861293	-96.5129185126773	alberta	ca.ab	54.9859148218572	-114.405475342745	North America / North America / NA / NA / NA	2022-04-27	profile001	anseriformes	-114.405475342745	54.9859148218572
H5N1.2344b.EPI_ISL_17051426.anseriformes.canada.9.2022-11-21	H5N1	2022-11-21	2022.89	2022-11-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	North America / Canada / British Columbia / NA / NA	2022-11-21	profile001	anseriformes	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_15647835.anseriformes.south_korea.9.2022-10-19	H5N1	2022-10-19	2022.8	2022-10-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	Asia / Korea / NA / NA / NA	2022-10-19	profile001	anseriformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_16243926.anseriformes.united_states.9.2022-05-16	H5N1	2022-05-16	2022.37	2022-05-01	northern america	united states	usa	44.75294654392	-103.651025114044	idaho	us.id	44.3508979602385	-114.612704502938	North America / United States / Idaho / Canyon County / NA	2022-05-16	profile001	anseriformes	-114.612704502938	44.3508979602385
H5N1.2344b.EPI_ISL_16297332.anseriformes.united_states.9.2022-10-14	H5N1	2022-10-14	2022.78	2022-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	louisiana	us.la	31.0706065513525	-91.9998874220998	North America / United States / Louisiana / Ouachita Parish / NA	2022-10-14	profile001	anseriformes	-91.9998874220998	31.0706065513525
H5N1.NA.EPI_ISL_17051351.anseriformes.canada.NA.2022-05-31	H5N1	2022-05-31	2022.41	2022-05-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	NA	2022-05-31	profile001	anseriformes	-124.37263203826	54.5586208852996
H5N1.NA.EPI_ISL_18132572.anseriformes.united_states.NA.2022-04-27	H5N1	2022-04-27	2022.32	2022-04-01	northern america	united states	usa	44.75294654392	-103.651025114044	alaska	us.ak	63.9513927980493	-152.396756538795	NA	2022-04-27	profile001	anseriformes	-152.396756538795	63.9513927980493
H5N1.2344b.EPI_ISL_17964926.passeriformes.united_states.9.2023-03-28	H5N1	2023-03-28	2023.24	2023-03-01	northern america	united states	usa	44.75294654392	-103.651025114044	idaho	us.id	44.3508979602385	-114.612704502938	North America / United States / Idaho / Ada County / NA	2023-03-28	profile001	passeriformes	-114.612704502938	44.3508979602385
H5N1.2344b.EPI_ISL_16023374.carnivora.canada.9.2022-07-19	H5N1	2022-07-19	2022.55	2022-07-01	northern america	canada	can	60.4247452861293	-96.5129185126773	alberta	ca.ab	54.9859148218572	-114.405475342745	North America / Canada / Alberta / NA / NA	2022-07-19	profile001	carnivora	-114.405475342745	54.9859148218572
H5N1.2344b.EPI_ISL_17260689.carnivora.united_states.9.2022-07-22	H5N1	2022-07-22	2022.55	2022-07-01	northern america	united states	usa	44.75294654392	-103.651025114044	idaho	us.id	44.3508979602385	-114.612704502938	North America / United States / Idaho / Ada County / NA	2022-07-22	profile001	carnivora	-114.612704502938	44.3508979602385
H5N1.2344b.EPI_ISL_17260682.carnivora.united_states.9.2022-06-07	H5N1	2022-06-07	2022.43	2022-06-01	northern america	united states	usa	44.75294654392	-103.651025114044	washington	us.wa	47.3842770612086	-120.446939948668	North America / United States / Washington / Whitman County / NA	2022-06-07	profile001	carnivora	-120.446939948668	47.3842770612086
H5N1.2344b.EPI_ISL_17051393.pelecaniformes.canada.9.2022-08-12	H5N1	2022-08-12	2022.61	2022-08-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	North America / Canada / British Columbia / NA / NA	2022-08-12	profile001	pelecaniformes	-124.37263203826	54.5586208852996
H5N1.NA.EPI_ISL_17051343.pelecaniformes.canada.NA.2022-06-02	H5N1	2022-06-02	2022.42	2022-06-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	NA	2022-06-02	profile001	pelecaniformes	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_16183504.galliformes.canada.9.2022-05-16	H5N1	2022-05-16	2022.37	2022-05-01	northern america	canada	can	60.4247452861293	-96.5129185126773	alberta	ca.ab	54.9859148218572	-114.405475342745	North America / Canada / Alberta / NA / NA	2022-05-16	profile001	galliformes	-114.405475342745	54.9859148218572
H5N1.2344b.EPI_ISL_17051363.galliformes.canada.9.2022-06-15	H5N1	2022-06-15	2022.45	2022-06-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	North America / Canada / British Columbia / NA / NA	2022-06-15	profile001	galliformes	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_16297365.galliformes.united_states.9.2022-10-10	H5N1	2022-10-10	2022.77	2022-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	colorado	us.co	38.9977049752839	-105.547739783632	North America / United States / Colorado / Weld County / NA	2022-10-10	profile001	galliformes	-105.547739783632	38.9977049752839
H5N1.2344b.EPI_ISL_16244005.galliformes.united_states.9.2022-05-17	H5N1	2022-05-17	2022.37	2022-05-01	northern america	united states	usa	44.75294654392	-103.651025114044	idaho	us.id	44.3508979602385	-114.612704502938	North America / United States / Idaho / Ada County / NA	2022-05-17	profile001	galliformes	-114.612704502938	44.3508979602385
H5N1.2344b.EPI_ISL_16297342.galliformes.united_states.9.2022-10-17	H5N1	2022-10-17	2022.79	2022-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	texas	us.tx	31.4721370523578	-99.3297472206491	North America / United States / Texas / Rockwall County / NA	2022-10-17	profile001	galliformes	-99.3297472206491	31.4721370523578
H5N1.2344b.EPI_ISL_16297368.galliformes.united_states.9.2022-10-10	H5N1	2022-10-10	2022.77	2022-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	wyoming	us.wy	42.9963520424722	-107.550931583206	North America / United States / Wyoming / Fremont County / NA	2022-10-10	profile001	galliformes	-107.550931583206	42.9963520424722
H5N1.2344b.EPI_ISL_16189912.strigiformes.canada.9.2022-04-28	H5N1	2022-04-28	2022.32	2022-04-01	northern america	canada	can	60.4247452861293	-96.5129185126773	alberta	ca.ab	54.9859148218572	-114.405475342745	North America / Canada / Alberta / NA / NA	2022-04-28	profile001	strigiformes	-114.405475342745	54.9859148218572
H5N1.2344b.EPI_ISL_17964927.strigiformes.united_states.9.2023-03-28	H5N1	2023-03-28	2023.24	2023-03-01	northern america	united states	usa	44.75294654392	-103.651025114044	idaho	us.id	44.3508979602385	-114.612704502938	North America / United States / Idaho / Ada County / NA	2023-03-28	profile001	strigiformes	-114.612704502938	44.3508979602385
H5N1.NA.EPI_ISL_18066455.accipitriformes.japan.NA.2023-01-07	H5N1	2023-01-07	2023.02	2023-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	shizuoka	jp.sz	35.0217368950931	138.336873302	NA	2023-01-07	profile001	accipitriformes	138.336873302	35.0217368950931
H5N1.NA.EPI_ISL_17309165.accipitriformes.japan.NA.2023-01-18	H5N1	2023-01-18	2023.05	2023-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	NA	2023-01-18	profile001	accipitriformes	139.818920628006	36.6894768729176
H5N1.2344b.EPI_ISL_16388458.anseriformes.japan.80.2022-11-23	H5N1	2022-11-23	2022.89	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	akita	jp.ak	39.7462736711545	140.408009328053	Asia / Japan / Akita / Odate city / NA	2022-11-23	profile001	anseriformes	140.408009328053	39.7462736711545
H5N1.2344b.EPI_ISL_17949987.anseriformes.japan.80.2022-11-26	H5N1	2022-11-26	2022.9	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	toyama	jp.ty	36.6374969915777	137.269020761504	Asia / Japan / Toyama / Imizu / NA	2022-11-26	profile001	anseriformes	137.269020761504	36.6374969915777
H5N1.2344b.EPI_ISL_15647836.anseriformes.south_korea.80.2022-10-10	H5N1	2022-10-10	2022.77	2022-10-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	Asia / Korea / NA / NA / NA	2022-10-10	profile001	anseriformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_15944663.anseriformes.south_korea.128.2022-11-17	H5N1	2022-11-17	2022.88	2022-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	Asia / Korea / NA / NA / NA	2022-11-17	profile001	anseriformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_15943002.anseriformes.south_korea.128.2022-11-17	H5N1	2022-11-17	2022.88	2022-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / Chungcheongnam-do / NA / NA	2022-11-17	profile001	anseriformes	126.847825775926	36.5298116066164
H5N1.NA.EPI_ISL_18284472.anseriformes.japan.NA.2022-11-26	H5N1	2022-11-26	2022.9	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	NA	2022-11-26	profile001	anseriformes	140.198261340312	35.5094511865639
H5N1.NA.EPI_ISL_16955797.anseriformes.japan.NA.2022-12-31	H5N1	2022-12-31	2023	2022-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	gunma	jp.gm	36.5040911228973	138.985357345329	NA	2022-12-31	profile001	anseriformes	138.985357345329	36.5040911228973
H5N1.NA.EPI_ISL_16955770.anseriformes.japan.NA.2022-12-07	H5N1	2022-12-07	2022.93	2022-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	ibaraki	jp.ib	36.3027610877484	140.318971903473	NA	2022-12-07	profile001	anseriformes	140.318971903473	36.3027610877484
H5N1.NA.EPI_ISL_18066452.anseriformes.japan.NA.2023-02-17	H5N1	2023-02-17	2023.13	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyagi	jp.mg	38.446036231103	140.92583944453	NA	2023-02-17	profile001	anseriformes	140.92583944453	38.446036231103
H5N1.NA.EPI_ISL_18284474.anseriformes.japan.NA.2022-12-20	H5N1	2022-12-20	2022.97	2022-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	okayama	jp.oy	34.8921234580739	133.826171708594	NA	2022-12-20	profile001	anseriformes	133.826171708594	34.8921234580739
H5N1.NA.EPI_ISL_16955766.anseriformes.japan.NA.2022-12-26	H5N1	2022-12-26	2022.98	2022-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	shizuoka	jp.sz	35.0217368950931	138.336873302	NA	2022-12-26	profile001	anseriformes	138.336873302	35.0217368950931
H5N1.NA.EPI_ISL_18284467.anseriformes.japan.NA.2022-11-11	H5N1	2022-11-11	2022.86	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	wakayama	jp.wk	33.9113994398813	135.506030353599	NA	2022-11-11	profile001	anseriformes	135.506030353599	33.9113994398813
H5N1.2344b.EPI_ISL_17949986.passeriformes.japan.80.2023-02-07	H5N1	2023-02-07	2023.1	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	niigata	jp.ni	37.5201743528051	138.914818034069	Asia / Japan / Niigata / Shibata / NA	2023-02-07	profile001	passeriformes	138.914818034069	37.5201743528051
H5N1.NA.EPI_ISL_18007231.passeriformes.japan.NA.2023-03-15	H5N1	2023-03-15	2023.2	2023-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	akita	jp.ak	39.7462736711545	140.408009328053	NA	2023-03-15	profile001	passeriformes	140.408009328053	39.7462736711545
H5N1.NA.EPI_ISL_18066450.passeriformes.japan.NA.2023-01-06	H5N1	2023-01-06	2023.01	2023-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	NA	2023-01-06	profile001	passeriformes	131.298614512671	32.1919114758892
H5N1.NA.EPI_ISL_18007232.passeriformes.japan.NA.2023-03-24	H5N1	2023-03-24	2023.22	2023-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	niigata	jp.ni	37.5201743528051	138.914818034069	NA	2023-03-24	profile001	passeriformes	138.914818034069	37.5201743528051
H5N1.NA.EPI_ISL_18066456.passeriformes.japan.NA.2023-02-20	H5N1	2023-02-20	2023.14	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	NA	2023-02-20	profile001	passeriformes	139.818920628006	36.6894768729176
H5N1.NA.EPI_ISL_17309163.passeriformes.japan.NA.2023-01-19	H5N1	2023-01-19	2023.05	2023-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	yamagata	jp.yt	38.4469554798704	140.101779436562	NA	2023-01-19	profile001	passeriformes	140.101779436562	38.4469554798704
H5N1.NA.EPI_ISL_17527103.passeriformes.japan.NA.2023-01-28	H5N1	2023-01-28	2023.07	2023-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2023-01-28	profile001	passeriformes	137.574137168765	37.3996665395305
H5N1.NA.EPI_ISL_17414669.falconiformes.china.NA.2022-10-09	H5N1	2022-10-09	2022.77	2022-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	beijing	cn.bj	40.1838367941588	116.40878248942	NA	2022-10-09	profile001	falconiformes	116.40878248942	40.1838367941588
H5N1.NA.EPI_ISL_16955796.falconiformes.japan.NA.2022-12-14	H5N1	2022-12-14	2022.95	2022-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyagi	jp.mg	38.446036231103	140.92583944453	NA	2022-12-14	profile001	falconiformes	140.92583944453	38.446036231103
H5N1.NA.EPI_ISL_18102700.carnivora.south_korea.NA.2023-07-04	H5N1	2023-07-04	2023.5	2023-07-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2023-07-04	profile001	carnivora	127.784630688405	36.341057964317
H5N1.NA.EPI_ISL_18066454.gruiformes.japan.NA.2023-02-23	H5N1	2023-02-23	2023.15	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tokyo	jp.tk	35.1841142139823	139.539494434755	NA	2023-02-23	profileNA	gruiformes	139.539494434755	35.1841142139823
H5N1.2344b.EPI_ISL_17638141.galliformes.japan.80.2023-03-27	H5N1	2023-03-27	2023.23	2023-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Chitose / NA	2023-03-27	profile001	galliformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_18284465.galliformes.japan.NA.2022-11-01	H5N1	2022-11-01	2022.83	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagawa	jp.kg	34.217379070784	133.968927545016	NA	2022-11-01	profileNA	galliformes	133.968927545016	34.217379070784
H5N1.NA.EPI_ISL_18284475.galliformes.japan.NA.2022-12-21	H5N1	2022-12-21	2022.97	2022-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	NA	2022-12-21	profile001	galliformes	131.298614512671	32.1919114758892
H5N1.2344b.EPI_ISL_china_19.na.china.80.2023-01-02	H5N1	2023-01-02	2023	2023-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang / NA / NA	2023-01-02	profile001	na	120.086382279697	29.1745873279179
H5N1.2344b.EPI_ISL_15943015.na.south_korea.128.2022-11-07	H5N1	2022-11-07	2022.85	2022-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / Chungcheongnam-do / NA / NA	2022-11-07	profile001	na	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_13295077.anseriformes.cambodia.81.2021-09-16	H5N8	2021-09-16	2021.71	2021-09-01	south-eastern asia	cambodia	khm	12.7097809911859	104.914484966688	phnom penh	kh.pp	11.5628991220328	104.865149801284	Asia / Cambodia / Phnom Penh / NA / NA	2021-09-16	profile001	anseriformes	104.865149801284	11.5628991220328
H5N8.2344b.EPI_ISL_16209048.anseriformes.cambodia.81.2021-09-16	H5N8	2021-09-16	2021.71	2021-09-01	south-eastern asia	cambodia	khm	12.7097809911859	104.914484966688	NA	NA	NA	NA	Asia / Cambodia / NA / NA / NA	2021-09-16	profile001	anseriformes	104.914484966688	12.7097809911859
