tipnames,virus.subtype,isolate.id,isolate.name,collection.date,collection.datedecimal,collection.datemonth,host.class,host.order,host.family,host.sciname,host.commonname,host.isbird,host.isdomestic,collection.region.name,collection.country.name,collection.country.code,collection.country.lat,collection.country.long,collection.subdiv1.name,collection.subdiv1.code,collection.subdiv1.lat,collection.subdiv1.long,virus.species,week.date,...1,clade,collection.original,profile,profile.lab,genome,collection.tipdate,segment,cluster.segment,cluster.number
H5N8.2.3.4.4b.EPI_ISL_525445.galliformes.poland.10.2020-01-25,H5N8,EPI_ISL_525445,a/turkey/poland/079/2020,2020-01-25,2020.07,2020-01,galliformes_domestic,galliformes,Phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,a,2020-04,3831,2.3.4.4b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-01-25,mp,mp,profile001
H5N8.2.3.4.4b.EPI_ISL_525446.galliformes.poland.10.2020-01-27,H5N8,EPI_ISL_525446,a/laying_hen/poland/095/2020,2020-01-27,2020.07,2020-01,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,a,2020-05,3831,2.3.4.4b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-01-27,mp,mp,profile001
H5N8.2.3.4.4b.EPI_ISL_525447.galliformes.poland.10.2020-01-28,H5N8,EPI_ISL_525447,a/turkey/poland/096/2020,2020-01-28,2020.07,2020-01,galliformes_domestic,galliformes,Phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,a,2020-05,3831,2.3.4.4b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-01-28,mp,mp,profile001
H5N8.2.3.4.4b.EPI_ISL_525448.galliformes.poland.10.2020-02-07,H5N8,EPI_ISL_525448,a/turkey/poland/182/2020,2020-02-07,2020.1,2020-02,galliformes_domestic,galliformes,Phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,a,2020-06,3831,2.3.4.4b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-02-07,mp,mp,profile001
H5N8.2.3.4.4b.EPI_ISL_525449.anseriformes.poland.10.2020-02-20,H5N8,EPI_ISL_525449,a/domestic_duck/poland/219/2020,2020-02-20,2020.14,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,a,2020-08,3831,2.3.4.4b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-02-20,mp,mp,profile001
H5N8.2.3.4.4b.EPI_ISL_525450.anseriformes.poland.10.2020-02-20,H5N8,EPI_ISL_525450,a/domestic_duck/poland/221/2020,2020-02-20,2020.14,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,a,2020-08,3831,2.3.4.4b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-02-20,mp,mp,profile001
H5N8.2.3.4.4b.EPI_ISL_525451.anseriformes.poland.10.2020-02-21,H5N8,EPI_ISL_525451,a/domestic_duck/poland/222/2020,2020-02-21,2020.14,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,a,2020-08,3831,2.3.4.4b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-02-21,mp,mp,profile001
H5N8.2.3.4.4b.EPI_ISL_525452.anseriformes.poland.10.2020-02-21,H5N8,EPI_ISL_525452,a/domestic_duck/poland/223/2020,2020-02-21,2020.14,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,a,2020-08,3831,2.3.4.4b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-02-21,mp,mp,profile001
H5N8.2.3.4.4b.EPI_ISL_525453.anseriformes.poland.10.2020-02-22,H5N8,EPI_ISL_525453,a/domestic_duck/poland/229/2020,2020-02-22,2020.14,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,a,2020-08,3831,2.3.4.4b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-02-22,mp,mp,profile001
H5N8.2.3.4.4b.EPI_ISL_525454.anseriformes.poland.10.2020-02-22,H5N8,EPI_ISL_525454,a/domestic_duck/poland/230/2020,2020-02-22,2020.14,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,a,2020-08,3831,2.3.4.4b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-02-22,mp,mp,profile001
H5N8.2.3.4.4b.EPI_ISL_525455.anseriformes.poland.10.2020-02-24,H5N8,EPI_ISL_525455,a/domestic_duck/poland/237/2020,2020-02-24,2020.15,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,a,2020-09,3831,2.3.4.4b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-02-24,mp,mp,profile001
H5N8.2.3.4.4b.EPI_ISL_525461.galliformes.poland.10.2020-03-23,H5N8,EPI_ISL_525461,a/turkey/poland/366/2020,2020-03-23,2020.22,2020-03,galliformes_domestic,galliformes,Phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,a,2020-13,3831,2.3.4.4b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-03-23,mp,mp,profile001
H5N8.2.3.4.4b.EPI_ISL_525462.anseriformes.poland.10.2020-03-01,H5N8,EPI_ISL_525462,a/domestic_goose/poland/274/2020,2020-03-01,2020.16,2020-03,anseriformes_domestic,anseriformes,Anatidae,anser sp. (domestic type),domestic goose sp. (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,a,2020-09,3831,2.3.4.4b,Europe / Poland / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-03-01,mp,mp,profile001
