tipnames,virus.subtype,isolate.id,isolate.name,collection.date,collection.datedecimal,collection.datemonth,host.class,host.order,host.family,host.sciname,host.commonname,host.isbird,host.isdomestic,collection.region.name,collection.country.name,collection.country.code,collection.country.lat,collection.country.long,collection.subdiv1.name,collection.subdiv1.code,collection.subdiv1.lat,collection.subdiv1.long,virus.species,week.date,...1,clade,collection.original,profile,profile.lab,genome,collection.tipdate,segment,cluster.segment,cluster.number
H12N5.NA.EPI_ISL_337402.anseriformes.russia.NA.2018-09-29,H12N5,EPI_ISL_337402,A/mallard/Novosibirsk_region/962k/2018,2018-09-29,2018.74,2018-09,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,central asia,russia,rus,66.0376616061812,95.7970903417469,novosibirsk,ru.ns,55.2762232202593,79.7845914423443,A,2018-39,2696,NA,NA,NA,NA,NA,2018-09-29,n5,n5,profileNA
H12N5.NA.EPI_ISL_395082.anseriformes.russia.NA.2018-10-01,H12N5,EPI_ISL_395082,A/mallard/Novosibirsk_region/999k/2018,2018-10-01,2018.75,2018-10,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,central asia,russia,rus,66.0376616061812,95.7970903417469,novosibirsk,ru.ns,55.2762232202593,79.7845914423443,A,2018-40,2696,NA,NA,NA,NA,NA,2018-10-01,n5,n5,profileNA
H12N5.NA.EPI_ISL_337571.anseriformes.russia.NA.2018-10-01,H12N5,EPI_ISL_337571,A/shoveler/Novosibirsk_region/999k/2018,2018-10-01,2018.75,2018-10,anseriformes_wild,anseriformes,Anatidae,spatula clypeata,northern shoveler,bird,wild,central asia,russia,rus,66.0376616061812,95.7970903417469,novosibirsk,ru.ns,55.2762232202593,79.7845914423443,A,2018-40,2696,NA,NA,NA,NA,NA,2018-10-01,n5,n5,profileNA
H12N5.NA.EPI_ISL_400270.anseriformes.russia.NA.2019-09-07,H12N5,EPI_ISL_400270,A/Common_Teal/Chany_Lake/40/2019,2019-09-07,2019.68,2019-09,anseriformes_wild,anseriformes,Anatidae,anas crecca,green-winged teal,bird,wild,central asia,russia,rus,66.0376616061812,95.7970903417469,novosibirsk,ru.ns,55.2762232202593,79.7845914423443,A,2019-36,2696,NA,NA,NA,NA,NA,2019-09-07,n5,n5,profileNA
H10N5.NA.EPI_ISL_15620318.environment.bangladesh.NA.2022-01-29,H10N5,EPI_ISL_15620318,A/environment/Bangladesh/52158/2022,2022-01-29,2022.08,2022-01,unknown,environment,environment,environment,environment,other,wild,southern asia,bangladesh,bgd,23.8299093538119,90.2865403636969,NA,NA,NA,NA,A,2022-04,3676,NA,NA,NA,NA,NA,2022-01-29,n5,n5,profileNA
H10N5.NA.EPI_ISL_15620315.environment.bangladesh.NA.2022-01-29,H10N5,EPI_ISL_15620315,A/environment/Bangladesh/52157/2022,2022-01-29,2022.08,2022-01,unknown,environment,environment,environment,environment,other,wild,southern asia,bangladesh,bgd,23.8299093538119,90.2865403636969,NA,NA,NA,NA,A,2022-04,3676,NA,NA,NA,NA,NA,2022-01-29,n5,n5,profileNA
H6N5.NA.EPI_ISL_18514067.anseriformes.norway.NA.2023-10-08,H6N5,EPI_ISL_18514067,A/Eurasian_teal/Norway/2023-07-2933-4/NA,2023-10-08,2023.77,2023-10,anseriformes_wild,anseriformes,Anatidae,anas crecca,green-winged teal,bird,wild,northern europe,norway,nor,63.9836330810339,12.3044196327525,NA,NA,NA,NA,A,2023-40,3819,NA,NA,NA,NA,NA,2023-10-08,n5,n5,profileNA
H12N5.NA.EPI_ISL_400280.anseriformes.russia.NA.2019-10-13,H12N5,EPI_ISL_400280,A/Gadwall/Buryatia/2252/2019,2019-10-13,2019.78,2019-10,anseriformes_wild,anseriformes,Anatidae,mareca strepera,gadwall,bird,wild,eastern asia,russia,rus,66.0376616061812,95.7970903417469,buryat,ru.bu,53.5593936765214,109.267398204686,A,2019-41,2655,NA,NA,NA,NA,NA,2019-10-13,n5,n5,profileNA
H9N5.NA.EPI_ISL_203617.anseriformes.singapore.NA.2015-09-09,H9N5,EPI_ISL_203617,A/common_redshank/Singapore/F83-2/2015,2015-09-09,2015.69,2015-09,anseriformes_wild,anseriformes,Anatidae,anas crecca,green-winged teal,bird,wild,south-eastern asia,singapore,sgp,1.35345915155552,103.815058460924,NA,NA,NA,NA,A,2015-37,3846,NA,NA,NA,NA,NA,2015-09-09,n5,n5,profileNA
H9N5.NA.EPI_ISL_203616.anseriformes.singapore.NA.2015-09-09,H9N5,EPI_ISL_203616,A/common_redshank/Singapore/F83-1/2015,2015-09-09,2015.69,2015-09,anseriformes_wild,anseriformes,Anatidae,anas crecca,green-winged teal,bird,wild,south-eastern asia,singapore,sgp,1.35345915155552,103.815058460924,NA,NA,NA,NA,A,2015-37,3846,NA,NA,NA,NA,NA,2015-09-09,n5,n5,profileNA
H9N5.NA.EPI_ISL_203129.anseriformes.singapore.NA.2015-09-09,H9N5,EPI_ISL_203129,A/common_redshank/Singapore/F83-2/2015,2015-09-09,2015.69,2015-09,anseriformes_wild,anseriformes,Anatidae,anas crecca,green-winged teal,bird,wild,south-eastern asia,singapore,sgp,1.35345915155552,103.815058460924,NA,NA,NA,NA,A,2015-37,3846,NA,NA,NA,NA,NA,2015-09-09,n5,n5,profileNA
H9N5.NA.EPI_ISL_203128.anseriformes.singapore.NA.2015-09-09,H9N5,EPI_ISL_203128,A/common_redshank/Singapore/F83-1/2015,2015-09-09,2015.69,2015-09,anseriformes_wild,anseriformes,Anatidae,anas crecca,green-winged teal,bird,wild,south-eastern asia,singapore,sgp,1.35345915155552,103.815058460924,NA,NA,NA,NA,A,2015-37,3846,NA,NA,NA,NA,NA,2015-09-09,n5,n5,profileNA
H12N5.NA.EPI_ISL_400287.anseriformes.russia.NA.2019-09-07,H12N5,EPI_ISL_400287,A/Shoveler/Chany_Lake/68/2019,2019-09-07,2019.68,2019-09,anseriformes_wild,anseriformes,Anatidae,spatula clypeata,northern shoveler,bird,wild,central asia,russia,rus,66.0376616061812,95.7970903417469,novosibirsk,ru.ns,55.2762232202593,79.7845914423443,A,2019-36,2696,NA,NA,NA,NA,NA,2019-09-07,n5,n5,profileNA
H12N5.NA.EPI_ISL_400284.anseriformes.russia.NA.2019-09-01,H12N5,EPI_ISL_400284,A/Garganey/Omsk_Region/118/2019,2019-09-01,2019.67,2019-09,anseriformes_wild,anseriformes,Anatidae,spatula querquedula,garganey,bird,wild,central asia,russia,rus,66.0376616061812,95.7970903417469,omsk,ru.om,56.0596108837778,73.3669499849514,A,2019-35,2697,NA,NA,NA,NA,NA,2019-09-01,n5,n5,profileNA
H12N5.NA.EPI_ISL_400276.anseriformes.russia.NA.2019-10-12,H12N5,EPI_ISL_400276,A/Gadwall/Buryatia/2206/2019,2019-10-12,2019.78,2019-10,anseriformes_wild,anseriformes,Anatidae,mareca strepera,gadwall,bird,wild,eastern asia,russia,rus,66.0376616061812,95.7970903417469,buryat,ru.bu,53.5593936765214,109.267398204686,A,2019-41,2655,NA,NA,NA,NA,NA,2019-10-12,n5,n5,profileNA
H6N5.NA.EPI_ISL_237150.anseriformes.japan.NA.2014-10-01,H6N5,EPI_ISL_237150,A/duck/Kyoto/261007/2014,2014-10-01,2014.75,2014-10,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kyoto,jp.ky,35.2533627737984,135.444748136549,A,2014-40,1445,NA,NA,NA,NA,NA,2014-10-01,n5,n5,profileNA
H6N5.NA.EPI_ISL_237141.anseriformes.japan.NA.2014-11-01,H6N5,EPI_ISL_237141,A/duck/Shimane/321112/2014,2014-11-01,2014.83,2014-11,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,shimane,jp.sm,35.0694619009051,132.550118774326,A,2014-44,1460,NA,NA,NA,NA,NA,2014-11-01,n5,n5,profileNA
H6N5.NA.EPI_ISL_212380.anseriformes.china.NA.2014-12-02,H6N5,EPI_ISL_212380,A/Bean_Goose/Hubei/chenhu_I34/H6N5/NA,2014-12-02,2014.92,2014-12,anseriformes_wild,anseriformes,Anatidae,anser fabalis/serrirostris,taiga/tundra bean-goose,bird,wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,A,2014-49,502,NA,NA,NA,NA,NA,2014-12-02,n5,n5,profileNA
H5N5.NA.EPI_ISL_436696.galliformes.germany.NA.2017-01-23,H5N5,EPI_ISL_436696,A/turkey/Germany-SH/AR494-L03296/2017,2017-01-23,2017.06,2017-01,galliformes_domestic,galliformes,Phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),bird,domestic,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,A,2017-04,715,NA,NA,NA,NA,NA,2017-01-23,n5,n5,profileNA
H5N5.NA.EPI_ISL_255189.anseriformes.italy.NA.2017-01-10,H5N5,EPI_ISL_255189,A/gadwall/Italy/17VIR133-2/2017,2017-01-10,2017.02,2017-01,anseriformes_wild,anseriformes,Anatidae,mareca strepera,gadwall,bird,wild,southern europe,italy,ita,42.7080607219025,12.208345049127,NA,NA,NA,NA,A,2017-02,3764,NA,NA,NA,NA,NA,2017-01-10,n5,n5,profileNA
