Taxon	Longitude
H5N1|2344b|EPI_ISL_14761462|galliformes|italy|2_1_1_1_1_1_1_1|2022-02-22	12.208345049127
H5N1|2344b|EPI_ISL_14761485|galliformes|italy|2_1_1_1_1_1_1_1|2022-02-22	12.208345049127
H5N1|2344b|EPI_ISL_14761507|galliformes|italy|2_1_1_1_1_1_1_1|2022-02-23	12.208345049127
H5N1|2344b|EPI_ISL_14769966|galliformes|lesotho|2_1_1_1_1_1_1_1|2021-05-29	28.2484329985868
H5N1|2344b|EPI_ISL_14810369|cetacea|sweden|2_1_1_1_1_1_1_1|2022-06-29	16.2835241791686
H5N1|2344b|EPI_ISL_14811896|suliformes|sweden|2_1_1_1_1_1_1_1|2022-06-20	16.2835241791686
H5N1|2344b|EPI_ISL_14811929|suliformes|sweden|2_1_1_1_1_1_1_1|2022-06-15	16.2835241791686
H5N1|2344b|EPI_ISL_14864642|carnivora|united_kingdom|2_1_1_1_1_1_1_1|2022-01-01	-2.78687513666638
H5N1|2344b|EPI_ISL_14871337|galliformes|benin|2_1_1_1_1_1_1_1|2021-09-01	2.33970693359707
H5N1|2344b|EPI_ISL_14918030|struthioniformes|south_africa|2_1_1_1_1_1_1_1|2021-06-14	25.1981253246192
H5N1|2344b|EPI_ISL_14918217|galliformes|south_africa|2_1_1_1_1_1_1_1|2021-06-20	25.1981253246192
H5N1|2344b|EPI_ISL_14918305|struthioniformes|south_africa|2_1_1_1_1_1_1_1|2021-06-21	25.1981253246192
H5N1|2344b|EPI_ISL_14918605|galliformes|south_africa|2_1_1_1_1_1_1_1|2021-06-24	25.1981253246192
H5N1|2344b|EPI_ISL_14933722|struthioniformes|south_africa|2_1_1_1_1_1_1_1|2021-07-28	25.1981253246192
H5N1|2344b|EPI_ISL_14934607|galliformes|south_africa|2_1_1_1_1_1_1_1|2021-08-27	25.1981253246192
H5N1|2344b|EPI_ISL_14973864|suliformes|south_africa|2_1_1_1_1_1_1_1|2021-10-07	25.1981253246192
H5N1|2344b|EPI_ISL_15004372|psittaciformes|united_states|2_1_1_1_1_1_1_1|2022-04-04	-103.651025114044
H5N1|2344b|EPI_ISL_15022831|anseriformes|lithuania|2_1_1_1_1_1_1_1|2022-02-09	23.9147651507013
H5N1|2344b|EPI_ISL_15038820|galliformes|united_kingdom|2_1_1_1_1_1_1_1|2022-09-05	-2.78687513666638
H5N1|2344b|EPI_ISL_15063669|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-03-07	-103.651025114044
H5N1|2344b|EPI_ISL_15072538|galliformes|japan|2_1_1_1_1_1_1_1|2022-04-16	137.574137168765
H5N1|2344b|EPI_ISL_15214835|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-06-23	-103.651025114044
H5N1|2344b|EPI_ISL_15214841|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-06-23	-103.651025114044
H5N1|2344b|EPI_ISL_15214846|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-06	-103.651025114044
H5N1|2344b|EPI_ISL_15215193|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-06-12	-103.651025114044
H5N1|2344b|EPI_ISL_15267026|suliformes|netherlands|2_1_1_1_1_1_1_1|2022-06-26	5.56251311224367
H5N1|2344b|EPI_ISL_15350905|galliformes|ghana|2_1_1_1_1_1_1_1|2021-06-08	-1.20832086013494
H5N1|2344b|EPI_ISL_15518263|galliformes|finland|2_1_1_1_1_1_1_1|2021-09-01	26.1623842060791
H5N1|2344b|EPI_ISL_15518264|galliformes|finland|2_1_1_1_1_1_1_1|2021-09-01	26.1623842060791
H5N1|2344b|EPI_ISL_15518265|galliformes|finland|2_1_1_1_1_1_1_1|2021-09-01	26.1623842060791
H5N1|2344b|EPI_ISL_15518270|carnivora|finland|2_1_1_1_1_1_1_1|2021-09-01	26.1623842060791
H5N1|2344b|EPI_ISL_15518271|carnivora|finland|2_1_1_1_1_1_1_1|2021-11-01	26.1623842060791
H5N1|2344b|EPI_ISL_15576616|anseriformes|japan|2_1_1_1_1_1_1_1|2022-10-04	137.574137168765
H5N1|2344b|EPI_ISL_15585888|galliformes|united_kingdom|2_1_1_1_1_1_1_1|2022-08-30	-2.78687513666638
H5N1|2344b|EPI_ISL_15585890|galliformes|united_kingdom|2_1_1_1_1_1_1_1|2022-09-04	-2.78687513666638
H5N1|2344b|EPI_ISL_15614803|pelecaniformes|egypt|2_1_1_1_1_1_1_1|2022-06-17	29.7934978487062
H5N1|2344b|EPI_ISL_15614805|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-01-23	-103.651025114044
H5N1|2344b|EPI_ISL_15837655|galliformes|south_africa|2_1_1_1_1_1_1_1|2022-10-10	25.1981253246192
H5N1|2344b|EPI_ISL_15839840|sphenisciformes|south_africa|2_1_1_1_1_1_1_1|2021-10-26	25.1981253246192
H5N1|2344b|EPI_ISL_15843373|accipitriformes|canada|2_1_1_1_1_1_1_1|2022-02-03	-96.5129185126773
H5N1|2344b|EPI_ISL_15852552|charadriiformes|south_africa|2_1_1_1_1_1_1_1|2022-01-07	25.1981253246192
H5N1|2344b|EPI_ISL_15852757|galliformes|south_africa|2_1_1_1_1_1_1_1|2022-01-28	25.1981253246192
H5N1|2344b|EPI_ISL_15853343|anseriformes|south_africa|2_1_1_1_1_1_1_1|2022-02-15	25.1981253246192
H5N1|2344b|EPI_ISL_15853610|charadriiformes|south_africa|2_1_1_1_1_1_1_1|2022-03-22	25.1981253246192
H5N1|2344b|EPI_ISL_15853701|suliformes|south_africa|2_1_1_1_1_1_1_1|2022-03-23	25.1981253246192
H5N1|2344b|EPI_ISL_15853933|sphenisciformes|south_africa|2_1_1_1_1_1_1_1|2022-07-27	25.1981253246192
H5N1|2344b|EPI_ISL_15853934|charadriiformes|south_africa|2_1_1_1_1_1_1_1|2022-08-01	25.1981253246192
H5N1|2344b|EPI_ISL_16020772|carnivora|canada|2_1_1_1_1_1_1_1|2022-05-24	-96.5129185126773
H5N1|2344b|EPI_ISL_16021587|carnivora|canada|2_1_1_1_1_1_1_1|2022-05-24	-96.5129185126773
H5N1|2344b|EPI_ISL_16021788|carnivora|canada|2_1_1_1_1_1_1_1|2022-05-19	-96.5129185126773
H5N1|2344b|EPI_ISL_16021854|carnivora|canada|2_1_1_1_1_1_1_1|2022-06-28	-96.5129185126773
H5N1|2344b|EPI_ISL_16096042|charadriiformes|germany|2_1_1_1_1_1_1_1|2022-02-07	10.373650933319
H5N1|2344b|EPI_ISL_16102280|galliformes|united_states|2_1_1_1_1_1_1_1|2022-04-18	-103.651025114044
H5N1|2344b|EPI_ISL_16122154|suliformes|germany|2_1_1_1_1_1_1_1|2022-07-08	10.373650933319
H5N1|2344b|EPI_ISL_16173526|accipitriformes|canada|2_1_1_1_1_1_1_1|2022-03-03	-96.5129185126773
H5N1|2344b|EPI_ISL_16189979|anseriformes|canada|2_1_1_1_1_1_1_1|2022-04-27	-96.5129185126773
H5N1|2344b|EPI_ISL_16190849|charadriiformes|canada|2_1_1_1_1_1_1_1|2021-11-04	-96.5129185126773
H5N1|2344b|EPI_ISL_16240423|galliformes|united_states|2_1_1_1_1_1_1_1|2022-05-04	-103.651025114044
H5N1|2344b|EPI_ISL_16240445|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-05-08	-103.651025114044
H5N1|2344b|EPI_ISL_16243241|galliformes|united_states|2_1_1_1_1_1_1_1|2022-05-13	-103.651025114044
H5N1|2344b|EPI_ISL_16244009|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-05-16	-103.651025114044
H5N1|2344b|EPI_ISL_16297073|galliformes|united_states|2_1_1_1_1_1_1_1|2022-10-31	-103.651025114044
H5N1|2344b|EPI_ISL_16297074|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-10-31	-103.651025114044
H5N1|2344b|EPI_ISL_16524596|suliformes|france|2_1_1_1_1_1_1_1|2022-08-30	2.5780749353201
H5N1|2344b|EPI_ISL_16632499|falconiformes|united_states|2_1_1_1_1_1_1_1|2022-03-24	-103.651025114044
H5N1|2344b|EPI_ISL_16632511|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-06-29	-103.651025114044
H5N1|2344b|EPI_ISL_16632513|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-07-08	-103.651025114044
H5N1|2344b|EPI_ISL_16632515|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-06-29	-103.651025114044
H5N1|2344b|EPI_ISL_16632517|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-07-08	-103.651025114044
H5N1|2344b|EPI_ISL_16632518|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-07-07	-103.651025114044
H5N1|2344b|EPI_ISL_16632519|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-06-30	-103.651025114044
H5N1|2344b|EPI_ISL_16632537|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-07-03	-103.651025114044
H5N1|2344b|EPI_ISL_16632539|carnivora|united_states|2_1_1_1_1_1_1_1|2022-07-08	-103.651025114044
H5N1|2344b|EPI_ISL_16641768|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-03-06	-103.651025114044
H5N1|2344b|EPI_ISL_16641774|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-03-18	-103.651025114044
H5N1|2344b|EPI_ISL_16641775|passeriformes|united_states|2_1_1_1_1_1_1_1|2022-03-09	-103.651025114044
H5N1|2344b|EPI_ISL_16641776|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-03-04	-103.651025114044
H5N1|2344b|EPI_ISL_16641778|strigiformes|united_states|2_1_1_1_1_1_1_1|2022-03-03	-103.651025114044
H5N1|2344b|EPI_ISL_16641779|suliformes|united_states|2_1_1_1_1_1_1_1|2022-06-12	-103.651025114044
H5N1|2344b|EPI_ISL_16641783|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-06-25	-103.651025114044
H5N1|2344b|EPI_ISL_16641785|charadriiformes|france|2_1_1_1_1_1_1_1|2022-06-14	2.5780749353201
H5N1|2344b|EPI_ISL_16641790|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-06-25	-103.651025114044
H5N1|2344b|EPI_ISL_16641794|passeriformes|united_states|2_1_1_1_1_1_1_1|2022-03-22	-103.651025114044
H5N1|2344b|EPI_ISL_16641796|strigiformes|united_states|2_1_1_1_1_1_1_1|2022-02-07	-103.651025114044
H5N1|2344b|EPI_ISL_16675872|struthioniformes|south_africa|2_1_1_1_1_1_1_1|2022-11-21	25.1981253246192
H5N1|2344b|EPI_ISL_16676447|charadriiformes|south_africa|2_1_1_1_1_1_1_1|2022-06-17	25.1981253246192
H5N1|2344b|EPI_ISL_16676477|anseriformes|belgium|2_1_1_1_1_1_1_1|2022-01-17	4.66939027974939
H5N1|2344b|EPI_ISL_16698477|galliformes|japan|2_1_1_1_1_1_1_1|2023-01-11	137.574137168765
H5N1|2344b|EPI_ISL_16698546|accipitriformes|japan|2_1_1_1_1_1_1_1|2022-10-21	137.574137168765
H5N1|2344b|EPI_ISL_16698576|gruiformes|japan|2_1_1_1_1_1_1_1|2022-11-20	137.574137168765
H5N1|2344b|EPI_ISL_16698579|charadriiformes|japan|2_1_1_1_1_1_1_1|2022-11-06	137.574137168765
H5N1|2344b|EPI_ISL_16810069|suliformes|belgium|2_1_1_1_1_1_1_1|2022-09-10	4.66939027974939
H5N1|2344b|EPI_ISL_16810105|charadriiformes|belgium|2_1_1_1_1_1_1_1|2022-09-07	4.66939027974939
H5N1|2344b|EPI_ISL_16838578|anseriformes|russia|2_1_1_1_1_1_1_1|2021-08-08	95.7970903417469
H5N1|2344b|EPI_ISL_16838579|pelecaniformes|russia|2_1_1_1_1_1_1_1|2021-07-16	95.7970903417469
H5N1|2344b|EPI_ISL_16839065|suliformes|namibia|2_1_1_1_1_1_1_1|2022-01-27	17.2076847589786
H5N1|2344b|EPI_ISL_16955798|charadriiformes|japan|2_1_1_1_1_1_1_1|2022-11-16	137.574137168765
H5N1|2344b|EPI_ISL_16955829|accipitriformes|japan|2_1_1_1_1_1_1_1|2022-11-23	137.574137168765
H5N1|2344b|EPI_ISL_17051483|anseriformes|canada|2_1_1_1_1_1_1_1|2023-01-16	-96.5129185126773
H5N1|2344b|EPI_ISL_17260669|carnivora|united_states|2_1_1_1_1_1_1_1|2022-05-10	-103.651025114044
H5N1|2344b|EPI_ISL_17414582|NA|nigeria|2_1_1_1_1_1_1_1|2022-01-04	8.08769036750384
H5N1|2344b|EPI_ISL_17414583|NA|nigeria|2_1_1_1_1_1_1_1|2022-01-07	8.08769036750384
H5N1|2344b|EPI_ISL_17414587|NA|nigeria|2_1_1_1_1_1_1_1|2021-10-16	8.08769036750384
H5N1|2344b|EPI_ISL_17414588|NA|nigeria|2_1_1_1_1_1_1_1|2021-10-28	8.08769036750384
H5N1|2344b|EPI_ISL_17414590|NA|nigeria|2_1_1_1_1_1_1_1|2021-11-19	8.08769036750384
H5N1|2344b|EPI_ISL_17414592|NA|nigeria|2_1_1_1_1_1_1_1|2021-12-15	8.08769036750384
H5N1|2344b|EPI_ISL_17414595|NA|nigeria|2_1_1_1_1_1_1_1|2021-12-24	8.08769036750384
H5N1|2344b|EPI_ISL_17414598|NA|nigeria|2_1_1_1_1_1_1_1|2021-12-28	8.08769036750384
H5N1|2344b|EPI_ISL_17414599|NA|nigeria|2_1_1_1_1_1_1_1|2021-12-29	8.08769036750384
H5N1|2344b|EPI_ISL_17414601|NA|nigeria|2_1_1_1_1_1_1_1|2021-01-22	8.08769036750384
H5N1|2344b|EPI_ISL_17414608|NA|nigeria|2_1_1_1_1_1_1_1|2021-03-12	8.08769036750384
H5N1|2344b|EPI_ISL_17414609|NA|nigeria|2_1_1_1_1_1_1_1|2021-03-21	8.08769036750384
H5N1|2344b|EPI_ISL_17414610|NA|nigeria|2_1_1_1_1_1_1_1|2021-03-23	8.08769036750384
H5N1|2344b|EPI_ISL_17414612|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-05	8.08769036750384
H5N1|2344b|EPI_ISL_17414613|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-07	8.08769036750384
H5N1|2344b|EPI_ISL_17414614|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-07	8.08769036750384
H5N1|2344b|EPI_ISL_17414616|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-07	8.08769036750384
H5N1|2344b|EPI_ISL_17414620|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-12	8.08769036750384
H5N1|2344b|EPI_ISL_17414622|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-13	8.08769036750384
H5N1|2344b|EPI_ISL_17414624|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-17	8.08769036750384
H5N1|2344b|EPI_ISL_17414625|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-17	8.08769036750384
H5N1|2344b|EPI_ISL_17414626|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-21	8.08769036750384
H5N1|2344b|EPI_ISL_17414630|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-26	8.08769036750384
H5N1|2344b|EPI_ISL_17414631|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-26	8.08769036750384
H5N1|2344b|EPI_ISL_17414632|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-28	8.08769036750384
H5N1|2344b|EPI_ISL_17414633|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-30	8.08769036750384
H5N1|2344b|EPI_ISL_17414634|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-02-01	8.08769036750384
H5N1|2344b|EPI_ISL_17414635|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-02-01	8.08769036750384
H5N1|2344b|EPI_ISL_17414636|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-02-02	8.08769036750384
H5N1|2344b|EPI_ISL_17414637|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-02-03	8.08769036750384
H5N1|2344b|EPI_ISL_17414638|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-02-04	8.08769036750384
H5N1|2344b|EPI_ISL_17414639|galliformes|nigeria|2_1_1_1_1_1_1_1|2021-10-05	8.08769036750384
H5N1|2344b|EPI_ISL_17414641|galliformes|nigeria|2_1_1_1_1_1_1_1|2021-10-26	8.08769036750384
H5N1|2344b|EPI_ISL_17414643|galliformes|nigeria|2_1_1_1_1_1_1_1|2021-11-05	8.08769036750384
H5N1|2344b|EPI_ISL_17414644|galliformes|nigeria|2_1_1_1_1_1_1_1|2021-12-20	8.08769036750384
H5N1|2344b|EPI_ISL_17414646|galliformes|nigeria|2_1_1_1_1_1_1_1|2021-11-30	8.08769036750384
H5N1|2344b|EPI_ISL_17414648|galliformes|nigeria|2_1_1_1_1_1_1_1|2021-12-16	8.08769036750384
H5N1|2344b|EPI_ISL_17414652|galliformes|nigeria|2_1_1_1_1_1_1_1|2021-12-23	8.08769036750384
H5N1|2344b|EPI_ISL_17414653|galliformes|nigeria|2_1_1_1_1_1_1_1|2021-12-29	8.08769036750384
H5N1|2344b|EPI_ISL_17414656|galliformes|nigeria|2_1_1_1_1_1_1_1|2021-06-25	8.08769036750384
H5N1|2344b|EPI_ISL_17414657|galliformes|nigeria|2_1_1_1_1_1_1_1|2021-06-30	8.08769036750384
H5N1|2344b|EPI_ISL_17414662|anseriformes|nigeria|2_1_1_1_1_1_1_1|2021-05-28	8.08769036750384
H5N1|2344b|EPI_ISL_17414664|galliformes|nigeria|2_1_1_1_1_1_1_1|2021-03-10	8.08769036750384
H5N1|2344b|EPI_ISL_17414665|galliformes|nigeria|2_1_1_1_1_1_1_1|2021-04-12	8.08769036750384
H5N1|2344b|EPI_ISL_17414666|galliformes|nigeria|2_1_1_1_1_1_1_1|2021-04-14	8.08769036750384
H5N1|2344b|EPI_ISL_17414668|galliformes|nigeria|2_1_1_1_1_1_1_1|2021-03-21	8.08769036750384
H5N1|2344b|EPI_ISL_17415170|NA|nigeria|2_1_1_1_1_1_1_1|2021-01-01	8.08769036750384
H5N1|2344b|EPI_ISL_17424622|carnivora|united_states|2_1_1_1_1_1_1_1|2022-07-02	-103.651025114044
H5N1|2344b|EPI_ISL_17424626|carnivora|united_states|2_1_1_1_1_1_1_1|2022-06-24	-103.651025114044
H5N1|2344b|EPI_ISL_17424627|carnivora|united_states|2_1_1_1_1_1_1_1|2022-07-07	-103.651025114044
H5N1|2344b|EPI_ISL_17447412|carnivora|denmark|2_1_1_1_1_1_1_1|2022-01-17	10.0707816763207
H5N1|2344b|EPI_ISL_17465835|carnivora|united_kingdom|2_1_1_1_1_1_1_1|2022-06-19	-2.78687513666638
H5N1|2344b|EPI_ISL_17471579|pelecaniformes|united_states|2_1_1_1_1_1_1_1|2022-12-20	-103.651025114044
H5N1|2344b|EPI_ISL_17471581|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-12-06	-103.651025114044
H5N1|2344b|EPI_ISL_17478584|carnivora|canada|2_1_1_1_1_1_1_1|2022-06-24	-96.5129185126773
H5N1|2344b|EPI_ISL_17494318|carnivora|canada|2_1_1_1_1_1_1_1|2023-01-31	-96.5129185126773
H5N1|2344b|EPI_ISL_17494319|passeriformes|canada|2_1_1_1_1_1_1_1|2022-12-26	-96.5129185126773
H5N1|2344b|EPI_ISL_17693350|charadriiformes|germany|2_1_1_1_1_1_1_1|2022-10-13	10.373650933319
H5N1|2344b|EPI_ISL_17785725|galliformes|austria|2_1_1_1_1_1_1_1|2021-11-25	14.1261824377155
H5N1|2344b|EPI_ISL_17785726|anseriformes|austria|2_1_1_1_1_1_1_1|2022-01-14	14.1261824377155
H5N1|2344b|EPI_ISL_17785727|galliformes|austria|2_1_1_1_1_1_1_1|2022-01-19	14.1261824377155
H5N1|2344b|EPI_ISL_17785729|anseriformes|austria|2_1_1_1_1_1_1_1|2021-12-14	14.1261824377155
H5N1|2344b|EPI_ISL_17785731|anseriformes|austria|2_1_1_1_1_1_1_1|2022-01-03	14.1261824377155
H5N1|2344b|EPI_ISL_17785732|anseriformes|austria|2_1_1_1_1_1_1_1|2022-01-24	14.1261824377155
H5N1|2344b|EPI_ISL_17785733|anseriformes|austria|2_1_1_1_1_1_1_1|2022-03-11	14.1261824377155
H5N1|2344b|EPI_ISL_17791407|galliformes|netherlands|2_1_1_1_1_1_1_1|2020-12-14	5.56251311224367
H5N1|2344b|EPI_ISL_17880904|carnivora|germany|2_1_1_1_1_1_1_1|2023-01-09	10.373650933319
H5N1|2344b|EPI_ISL_17885992|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-06-23	-103.651025114044
H5N1|2344b|EPI_ISL_17885998|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-06-23	-103.651025114044
H5N1|2344b|EPI_ISL_17950087|passeriformes|japan|2_1_1_1_1_1_1_1|2023-03-30	137.574137168765
H5N1|2344b|EPI_ISL_17964855|accipitriformes|united_states|2_1_1_1_1_1_1_1|2023-02-09	-103.651025114044
H5N1|2344b|EPI_ISL_17964877|accipitriformes|united_states|2_1_1_1_1_1_1_1|2023-02-14	-103.651025114044
H5N1|2344b|EPI_ISL_17964921|charadriiformes|united_states|2_1_1_1_1_1_1_1|2023-03-21	-103.651025114044
H5N1|2344b|EPI_ISL_17964930|charadriiformes|united_states|2_1_1_1_1_1_1_1|2023-03-30	-103.651025114044
H5N1|2344b|EPI_ISL_17964935|charadriiformes|united_states|2_1_1_1_1_1_1_1|2023-04-07	-103.651025114044
H5N1|2344b|EPI_ISL_17964937|suliformes|united_states|2_1_1_1_1_1_1_1|2023-04-07	-103.651025114044
H5N1|2344b|EPI_ISL_17964940|charadriiformes|united_states|2_1_1_1_1_1_1_1|2023-04-13	-103.651025114044
H5N1|2344b|EPI_ISL_17964979|galliformes|united_states|2_1_1_1_1_1_1_1|2023-05-24	-103.651025114044
H5N1|2344b|EPI_ISL_17999470|falconiformes|japan|2_1_1_1_1_1_1_1|2022-10-16	137.574137168765
H5N1|2344b|EPI_ISL_18001810|galliformes|iceland|2_1_1_1_1_1_1_1|2022-04-15	-18.587320734043
H5N1|2344b|EPI_ISL_18001846|charadriiformes|iceland|2_1_1_1_1_1_1_1|2022-09-22	-18.587320734043
H5N1|2344b|EPI_ISL_18001861|accipitriformes|iceland|2_1_1_1_1_1_1_1|2022-10-16	-18.587320734043
H5N1|2344b|EPI_ISL_18071580|anseriformes|russia|2_1_1_1_1_1_1_1|2022-10-09	95.7970903417469
H5N1|2344b|EPI_ISL_18074199|passeriformes|russia|2_1_1_1_1_1_1_1|2022-04-15	95.7970903417469
H5N1|2344b|EPI_ISL_18107026|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-01-24	-103.651025114044
H5N1|2344b|EPI_ISL_18107046|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-01-25	-103.651025114044
H5N1|2344b|EPI_ISL_18132162|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-22	-103.651025114044
H5N1|2344b|EPI_ISL_18132177|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-02-08	-103.651025114044
H5N1|2344b|EPI_ISL_18132202|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-23	-103.651025114044
H5N1|2344b|EPI_ISL_18132216|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-04-11	-103.651025114044
H5N1|2344b|EPI_ISL_18132217|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-21	-103.651025114044
H5N1|2344b|EPI_ISL_18132220|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-01-21	-103.651025114044
H5N1|2344b|EPI_ISL_18132225|galliformes|united_states|2_1_1_1_1_1_1_1|2022-02-21	-103.651025114044
H5N1|2344b|EPI_ISL_18132226|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-01	-103.651025114044
H5N1|2344b|EPI_ISL_18132249|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-18	-103.651025114044
H5N1|2344b|EPI_ISL_18132253|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-18	-103.651025114044
H5N1|2344b|EPI_ISL_18132264|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-02-22	-103.651025114044
H5N1|2344b|EPI_ISL_18132268|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-02-22	-103.651025114044
H5N1|2344b|EPI_ISL_18132269|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-18	-103.651025114044
H5N1|2344b|EPI_ISL_18132280|strigiformes|united_states|2_1_1_1_1_1_1_1|2022-03-16	-103.651025114044
H5N1|2344b|EPI_ISL_18132286|strigiformes|united_states|2_1_1_1_1_1_1_1|2022-03-22	-103.651025114044
H5N1|2344b|EPI_ISL_18132288|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-09	-103.651025114044
H5N1|2344b|EPI_ISL_18132345|galliformes|united_states|2_1_1_1_1_1_1_1|2022-03-29	-103.651025114044
H5N1|2344b|EPI_ISL_18132358|strigiformes|united_states|2_1_1_1_1_1_1_1|2022-04-26	-103.651025114044
H5N1|2344b|EPI_ISL_18132364|accipitriformes|united_states|2_1_1_1_1_1_1_1|2022-02-10	-103.651025114044
H5N1|2344b|EPI_ISL_18132391|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-03-17	-103.651025114044
H5N1|2344b|EPI_ISL_18132395|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-03-21	-103.651025114044
H5N1|2344b|EPI_ISL_18132414|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-02-22	-103.651025114044
H5N1|2344b|EPI_ISL_18132434|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-15	-103.651025114044
H5N1|2344b|EPI_ISL_18132437|galliformes|united_states|2_1_1_1_1_1_1_1|2022-03-07	-103.651025114044
H5N1|2344b|EPI_ISL_18132445|galliformes|united_states|2_1_1_1_1_1_1_1|2022-04-28	-103.651025114044
H5N1|2344b|EPI_ISL_18132446|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-06	-103.651025114044
H5N1|2344b|EPI_ISL_18132454|galliformes|united_states|2_1_1_1_1_1_1_1|2022-04-26	-103.651025114044
H5N1|2344b|EPI_ISL_18132459|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-02-28	-103.651025114044
H5N1|2344b|EPI_ISL_18132470|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-15	-103.651025114044
H5N1|2344b|EPI_ISL_18132478|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-01-29	-103.651025114044
H5N1|2344b|EPI_ISL_18132497|galliformes|united_states|2_1_1_1_1_1_1_1|2022-03-16	-103.651025114044
H5N1|2344b|EPI_ISL_18132499|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-18	-103.651025114044
H5N1|2344b|EPI_ISL_18132515|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-02-21	-103.651025114044
H5N1|2344b|EPI_ISL_18132553|galliformes|united_states|2_1_1_1_1_1_1_1|2022-03-10	-103.651025114044
H5N1|2344b|EPI_ISL_18132556|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-15	-103.651025114044
H5N1|2344b|EPI_ISL_18132592|galliformes|united_states|2_1_1_1_1_1_1_1|2022-04-21	-103.651025114044
H5N1|2344b|EPI_ISL_18132595|galliformes|united_states|2_1_1_1_1_1_1_1|2022-04-14	-103.651025114044
H5N1|2344b|EPI_ISL_18132616|galliformes|united_states|2_1_1_1_1_1_1_1|2022-04-19	-103.651025114044
H5N1|2344b|EPI_ISL_18132683|galliformes|united_states|2_1_1_1_1_1_1_1|2022-03-03	-103.651025114044
H5N1|2344b|EPI_ISL_18132715|galliformes|united_states|2_1_1_1_1_1_1_1|2022-04-09	-103.651025114044
