cluster_profile,tmrca,host_simplifiedhost
11414114,2022-01-18,charadriiformes-wild
11414114,2021-10-12,charadriiformes-wild
11414114,2021-09-15,charadriiformes-wild
11414114,2021-12-28,charadriiformes-wild
11414114,2021-11-13,charadriiformes-wild
11414114,2021-07-11,charadriiformes-wild
11414114,2021-12-15,charadriiformes-wild
11414114,2021-12-09,charadriiformes-wild
11414114,2021-11-12,charadriiformes-wild
11414114,2021-09-30,charadriiformes-wild
11414114,2021-09-17,charadriiformes-wild
11414114,2022-01-16,charadriiformes-wild
11414114,2021-10-26,charadriiformes-wild
11414114,2021-10-16,other-bird
11414114,2021-12-05,charadriiformes-wild
11414114,2020-12-27,charadriiformes-wild
11414114,2021-11-27,charadriiformes-wild
11414114,2021-11-30,charadriiformes-wild
11414114,2021-09-01,charadriiformes-wild
11414114,2021-07-30,charadriiformes-wild
11414114,2021-01-21,other-bird
11414114,2021-12-15,charadriiformes-wild
11414114,2021-09-20,charadriiformes-wild
11414114,2021-08-29,charadriiformes-wild
11414114,2021-11-08,charadriiformes-wild
11414114,2022-01-29,charadriiformes-wild
11414114,2021-12-02,charadriiformes-wild
11414114,2022-02-05,charadriiformes-wild
11414114,2021-12-13,charadriiformes-wild
11414114,2021-12-14,charadriiformes-wild
11414114,2022-02-12,charadriiformes-wild
11414114,2022-01-31,charadriiformes-wild
11414114,2022-02-06,charadriiformes-wild
11414114,2021-09-05,charadriiformes-wild
11414114,2022-03-11,charadriiformes-wild
11414114,2021-12-13,charadriiformes-wild
11414114,2021-10-29,charadriiformes-wild
11414114,2022-01-17,charadriiformes-wild
11414114,2022-02-03,charadriiformes-wild
11414114,2021-11-01,charadriiformes-wild
11414114,2021-11-12,charadriiformes-wild
11414114,2021-09-19,charadriiformes-wild
11414114,2022-01-31,charadriiformes-wild
11414114,2021-12-26,charadriiformes-wild
11414114,2021-12-06,charadriiformes-wild
11414114,2022-01-11,charadriiformes-wild
11414114,2022-02-24,charadriiformes-wild
11414114,2022-02-03,charadriiformes-wild
11414114,2022-02-27,charadriiformes-wild
11414114,2022-02-16,charadriiformes-wild
11414114,2022-01-10,charadriiformes-wild
11414114,2022-01-09,charadriiformes-wild
11414114,2022-01-15,charadriiformes-wild
11414114,2021-10-15,charadriiformes-wild
11414114,2021-08-29,charadriiformes-wild
11414114,2021-11-29,charadriiformes-wild
11414114,2022-01-12,charadriiformes-wild
11414114,2022-02-03,charadriiformes-wild
11414114,2021-12-05,charadriiformes-wild
11414114,2021-11-03,charadriiformes-wild
11414114,2022-01-01,charadriiformes-wild
11414114,2021-11-22,charadriiformes-wild
11414114,2022-01-08,charadriiformes-wild
11414114,2022-01-07,charadriiformes-wild
11414114,2021-11-19,charadriiformes-wild
11414114,2021-12-15,charadriiformes-wild
11414114,2021-12-22,charadriiformes-wild
11414114,2022-01-20,charadriiformes-wild
11414114,2021-10-27,charadriiformes-wild
11414114,2021-12-23,charadriiformes-wild
11414114,2021-12-28,charadriiformes-wild
11414114,2022-02-01,charadriiformes-wild
11414114,2021-12-05,charadriiformes-wild
11414114,2021-11-19,charadriiformes-wild
11414114,2021-12-15,charadriiformes-wild
11414114,2021-11-01,charadriiformes-wild
11414114,2022-01-09,charadriiformes-wild
11414114,2021-12-23,charadriiformes-wild
11414114,2022-01-27,charadriiformes-wild
11414114,2021-12-08,charadriiformes-wild
11414114,2021-11-17,charadriiformes-wild
11414114,2021-10-15,charadriiformes-wild
11414114,2022-01-29,charadriiformes-wild
11414114,2022-01-05,charadriiformes-wild
11414114,2021-11-20,charadriiformes-wild
11414114,2021-12-02,charadriiformes-wild
11414114,2021-10-20,charadriiformes-wild
11414114,2021-11-21,other-bird
11414114,2021-11-26,charadriiformes-wild
11414114,2022-02-02,charadriiformes-wild
11414114,2021-11-13,charadriiformes-wild
11414114,2021-12-17,charadriiformes-wild
11414114,2021-10-28,charadriiformes-wild
11414114,2021-09-20,charadriiformes-wild
11414114,2021-11-29,charadriiformes-wild
11414114,2021-09-30,charadriiformes-wild
11414114,2022-03-09,charadriiformes-wild
11414114,2021-12-14,charadriiformes-wild
11414114,2022-03-09,charadriiformes-wild
11414114,2021-11-06,charadriiformes-wild
11414114,2021-11-03,charadriiformes-wild
11414114,2021-08-26,mammal
11414114,2021-12-16,charadriiformes-wild
11414114,2021-11-09,charadriiformes-wild
11414114,2021-10-29,charadriiformes-wild
11414114,2021-11-23,charadriiformes-wild
11414114,2022-02-02,charadriiformes-wild
11414114,2021-10-22,charadriiformes-wild
11414114,2021-12-18,charadriiformes-wild
11414114,2021-06-29,charadriiformes-wild
11414114,2021-07-19,charadriiformes-wild
11414114,2022-01-18,charadriiformes-wild
11414114,2021-01-23,other-bird
11414114,2021-07-10,charadriiformes-wild
11414114,2021-10-06,charadriiformes-wild
11414114,2021-12-16,charadriiformes-wild
11414114,2021-11-11,charadriiformes-wild
11414114,2022-01-06,charadriiformes-wild
11414114,2022-02-22,charadriiformes-wild
11414114,2022-01-31,charadriiformes-wild
11414114,2022-01-09,charadriiformes-wild
11414114,2021-12-07,charadriiformes-wild
11414114,2021-10-22,galliformes-domestic
11414114,2021-01-23,galliformes-domestic
11414114,2021-11-09,charadriiformes-wild
11414114,2022-03-05,charadriiformes-wild
11414114,2022-02-16,charadriiformes-wild
11414114,2021-12-20,charadriiformes-wild
11414114,2021-11-22,charadriiformes-wild
11414114,2022-01-20,charadriiformes-wild
11414114,2021-11-25,charadriiformes-wild
11414114,2021-08-22,charadriiformes-wild
11414114,2021-12-25,charadriiformes-wild
11414114,2021-07-04,charadriiformes-wild
11414114,2021-09-17,charadriiformes-wild
11414114,2022-01-16,charadriiformes-wild
11414114,2021-11-14,charadriiformes-wild
11414114,2021-12-04,charadriiformes-wild
11414114,2021-10-29,charadriiformes-wild
11414114,2021-10-25,charadriiformes-wild
11414114,2022-02-27,charadriiformes-wild
11414114,2021-09-20,charadriiformes-wild
11414114,2021-11-25,charadriiformes-wild
11414114,2021-10-27,charadriiformes-wild
11414114,2021-09-18,charadriiformes-wild
11414114,2022-02-15,charadriiformes-wild
11414114,2021-11-17,other-bird
11414114,2021-11-08,charadriiformes-wild
11414114,2021-11-26,charadriiformes-wild
11414114,2021-10-09,charadriiformes-wild
11414114,2022-02-28,charadriiformes-wild
11414114,2022-02-21,charadriiformes-wild
11414114,2022-01-09,charadriiformes-wild
11414114,2022-01-03,charadriiformes-wild
11414114,2021-10-01,charadriiformes-wild
11414114,2021-07-16,charadriiformes-wild
11414114,2021-10-11,charadriiformes-wild
11414114,2021-09-25,charadriiformes-wild
11414114,2022-01-13,charadriiformes-wild
11414114,2022-01-13,charadriiformes-wild
11414114,2021-07-11,charadriiformes-wild
11414114,2022-01-09,charadriiformes-wild
11414114,2022-01-23,charadriiformes-wild
11414114,2021-10-23,charadriiformes-wild
11414114,2022-01-31,charadriiformes-wild
11414114,2021-11-18,charadriiformes-wild
11414114,2021-09-26,charadriiformes-wild
11414114,2022-01-06,charadriiformes-wild
11414114,2021-10-11,charadriiformes-wild
11414114,2021-11-19,charadriiformes-wild
11414114,2021-09-05,charadriiformes-wild
11414114,2021-11-26,charadriiformes-wild
11414114,2022-01-16,charadriiformes-wild
11414114,2021-10-03,charadriiformes-wild
11414114,2021-10-09,charadriiformes-wild
11414114,2022-01-06,charadriiformes-wild
11414114,2022-01-06,charadriiformes-wild
11414114,2022-01-04,charadriiformes-wild
11414114,2021-10-28,charadriiformes-wild
11414114,2021-12-13,charadriiformes-wild
11414114,2022-01-08,charadriiformes-wild
11414114,2021-09-24,charadriiformes-wild
11414114,2022-01-13,charadriiformes-wild
11414114,2022-01-06,charadriiformes-wild
11414114,2021-10-10,charadriiformes-wild
11414114,2021-12-17,charadriiformes-wild
11414114,2021-09-05,charadriiformes-wild
11414114,2022-01-09,charadriiformes-wild
11414114,2021-11-04,charadriiformes-wild
11414114,2021-10-20,charadriiformes-wild
11414114,2022-01-01,charadriiformes-wild
11414114,2021-12-04,charadriiformes-wild
11414114,2022-01-14,charadriiformes-wild
11414114,2021-11-21,charadriiformes-wild
11414114,2021-04-25,charadriiformes-wild
11414114,2021-12-09,charadriiformes-wild
11414114,2021-11-12,charadriiformes-wild
11414114,2021-09-28,charadriiformes-wild
11414114,2022-02-22,charadriiformes-wild
11414114,2021-12-05,charadriiformes-wild
11414114,2021-11-21,charadriiformes-wild
11414114,2021-11-07,charadriiformes-wild
11414114,2021-07-20,galliformes-wild
11414114,2022-02-10,charadriiformes-wild
11414114,2021-12-02,charadriiformes-wild
11414114,2021-06-18,charadriiformes-wild
11414114,2021-10-22,charadriiformes-wild
11414114,2021-12-31,charadriiformes-wild
11414114,2021-08-21,charadriiformes-wild
11414114,2021-11-16,charadriiformes-wild
11414114,2022-01-15,charadriiformes-wild
11414114,2021-10-22,charadriiformes-wild
11414114,2021-09-13,charadriiformes-wild
11414114,2021-09-13,charadriiformes-wild
11414114,2021-10-07,charadriiformes-wild
11414114,2021-11-24,charadriiformes-wild
11414114,2022-01-16,charadriiformes-wild
11414114,2022-01-02,charadriiformes-wild
11414114,2022-01-09,charadriiformes-wild
11414114,2022-01-27,charadriiformes-wild
11414114,2021-12-25,charadriiformes-wild
11414114,2021-07-19,charadriiformes-wild
11414114,2021-03-28,charadriiformes-wild
11414114,2021-07-24,charadriiformes-wild
11414114,2021-12-11,charadriiformes-wild
11414114,2022-01-11,charadriiformes-wild
11414114,2022-01-07,charadriiformes-wild
11414114,2021-12-16,charadriiformes-wild
11414114,2021-12-15,charadriiformes-wild
11414114,2021-11-05,charadriiformes-wild
11414114,2022-01-13,charadriiformes-wild
11414114,2021-10-31,charadriiformes-wild
11414114,2022-02-10,charadriiformes-wild
11414114,2021-08-29,galliformes-domestic
11414114,2021-09-03,charadriiformes-wild
11414114,2021-10-20,charadriiformes-wild
11414114,2021-11-15,charadriiformes-wild
11414114,2021-11-15,charadriiformes-wild
11414114,2021-09-26,other-bird
11414114,2021-07-30,charadriiformes-wild
11414114,2021-11-18,charadriiformes-wild
11414114,2022-01-22,charadriiformes-wild
11414114,2021-07-26,charadriiformes-wild
11414114,2021-10-23,charadriiformes-wild
11414114,2021-08-30,charadriiformes-wild
11414114,2021-12-14,charadriiformes-wild
11414114,2022-01-16,charadriiformes-wild
11414114,2021-11-29,charadriiformes-wild
11414114,2021-09-17,charadriiformes-wild
11414114,2021-11-06,charadriiformes-wild
11414114,2021-09-17,charadriiformes-wild
11414114,2022-01-04,charadriiformes-wild
11414114,2022-01-10,charadriiformes-wild
11414114,2021-11-09,charadriiformes-wild
11414114,2021-11-10,charadriiformes-wild
11414114,2021-12-12,charadriiformes-wild
11414114,2022-01-06,charadriiformes-wild
11414114,2021-11-28,charadriiformes-wild
11414114,2021-12-28,charadriiformes-wild
11414114,2021-09-05,charadriiformes-wild
11414114,2021-07-10,charadriiformes-wild
11414114,2021-12-20,charadriiformes-wild
11414114,2021-09-26,charadriiformes-wild
11414114,2021-09-03,charadriiformes-wild
11414114,2021-11-06,charadriiformes-wild
11414114,2022-02-11,charadriiformes-wild
11414114,2021-11-05,charadriiformes-wild
11414114,2021-07-24,anseriformes-domestic
11414114,2021-12-12,charadriiformes-wild
11414114,2021-11-01,charadriiformes-wild
11414114,2021-06-30,charadriiformes-wild
11414114,2022-03-09,charadriiformes-wild
11414114,2022-01-14,charadriiformes-wild
11414114,2021-10-06,charadriiformes-wild
11414114,2021-12-13,charadriiformes-wild
11414114,2022-01-03,charadriiformes-wild
11414114,2021-07-14,charadriiformes-wild
11414114,2021-10-10,charadriiformes-wild
11414114,2021-12-05,charadriiformes-wild
11414114,2021-10-27,charadriiformes-wild
11414114,2021-12-08,charadriiformes-wild
11414114,2021-12-25,charadriiformes-wild
11414114,2022-01-10,charadriiformes-wild
11414114,2022-01-12,charadriiformes-wild
11414114,2022-02-17,charadriiformes-wild
11414114,2021-11-21,charadriiformes-wild
11414114,2022-01-12,charadriiformes-wild
11414114,2021-09-27,charadriiformes-wild
11414114,2021-12-26,charadriiformes-wild
11414114,2021-11-23,charadriiformes-wild
11414114,2021-11-28,charadriiformes-wild
11414114,2021-12-31,charadriiformes-wild
11414114,2022-01-05,charadriiformes-wild
11414114,2021-10-27,charadriiformes-wild
11414114,2021-12-13,charadriiformes-wild
11414114,2021-12-26,charadriiformes-wild
11414114,2022-01-08,charadriiformes-wild
11414114,2021-09-23,charadriiformes-wild
11414114,2022-02-11,anseriformes-wild
11414114,2021-11-14,charadriiformes-wild
11414114,2021-11-09,charadriiformes-wild
11414114,2021-11-12,charadriiformes-wild
11414114,2022-01-30,charadriiformes-wild
11414114,2022-01-09,charadriiformes-wild
11414114,2021-11-15,charadriiformes-wild
11414114,2021-11-26,charadriiformes-wild
11414114,2021-10-19,charadriiformes-wild
11414114,2021-11-28,charadriiformes-wild
11414114,2021-08-22,charadriiformes-wild
11414114,2021-10-09,charadriiformes-wild
11414114,2021-10-06,charadriiformes-wild
11414114,2021-07-31,charadriiformes-wild
11414114,2022-02-12,charadriiformes-wild
11414114,2021-12-17,charadriiformes-wild
11414114,2022-02-21,charadriiformes-wild
11414114,2021-12-05,charadriiformes-wild
11414114,2022-01-28,charadriiformes-wild
11414114,2021-12-22,charadriiformes-wild
11414114,2022-01-16,charadriiformes-wild
11414114,2021-11-26,charadriiformes-wild
11414114,2022-01-03,charadriiformes-wild
11414114,2021-08-30,charadriiformes-wild
11414114,2022-02-19,charadriiformes-wild
11414114,2021-12-29,charadriiformes-wild
11414114,2021-11-14,charadriiformes-wild
11414114,2022-01-02,charadriiformes-wild
11414114,2021-12-25,charadriiformes-wild
11414114,2022-02-06,charadriiformes-wild
11414114,2021-05-10,charadriiformes-wild
11414114,2021-12-26,charadriiformes-wild
11414114,2021-11-21,charadriiformes-wild
11414114,2022-02-28,charadriiformes-wild
11414114,2021-12-16,charadriiformes-wild
11414114,2022-01-30,charadriiformes-wild
11414114,2021-05-23,charadriiformes-wild
11414114,2022-03-13,charadriiformes-wild
11414114,2021-12-08,charadriiformes-wild
11414114,2021-09-07,charadriiformes-wild
11414114,2022-02-03,charadriiformes-wild
11414114,2021-10-20,charadriiformes-wild
11414114,2021-10-09,charadriiformes-wild
11414114,2021-11-13,charadriiformes-wild
11414114,2021-10-06,galliformes-domestic
11414114,2021-09-19,charadriiformes-wild
11414114,2022-01-15,charadriiformes-wild
11414114,2022-02-13,charadriiformes-wild
11414114,2021-12-29,charadriiformes-wild
11414114,2021-11-06,charadriiformes-wild
11414114,2021-12-06,charadriiformes-wild
11414114,2022-01-10,charadriiformes-wild
11414114,2022-01-28,charadriiformes-wild
11414114,2021-08-26,charadriiformes-wild
11414114,2022-01-09,charadriiformes-wild
11414114,2021-12-31,charadriiformes-wild
11414114,2022-01-30,charadriiformes-wild
11414114,2022-01-18,charadriiformes-wild
11414114,2021-08-30,charadriiformes-wild
11414114,2021-12-27,charadriiformes-wild
11414114,2021-09-26,charadriiformes-wild
11414114,2021-12-14,charadriiformes-wild
11414114,2021-10-02,charadriiformes-wild
11414114,2021-11-01,charadriiformes-wild
11414114,2021-11-24,charadriiformes-wild
11414114,2021-12-18,charadriiformes-wild
11414114,2021-10-08,charadriiformes-wild
11414114,2021-12-31,charadriiformes-wild
11414114,2021-12-29,charadriiformes-wild
11414114,2021-12-11,charadriiformes-wild
11414114,2021-11-15,charadriiformes-wild
11414114,2021-10-04,charadriiformes-wild
11414114,2021-09-13,charadriiformes-wild
11414114,2021-08-05,charadriiformes-wild
11414114,2021-12-11,charadriiformes-wild
11414114,2021-12-12,charadriiformes-wild
11414114,2021-11-12,charadriiformes-wild
11414114,2021-08-22,charadriiformes-wild
11414114,2021-08-11,charadriiformes-wild
11414114,2021-10-11,charadriiformes-wild
11414114,2021-11-15,charadriiformes-wild
11414114,2021-10-06,charadriiformes-wild
11414114,2022-01-31,charadriiformes-wild
11414114,2022-02-16,charadriiformes-wild
11414114,2021-10-20,charadriiformes-wild
11414114,2021-12-16,charadriiformes-wild
11414114,2021-10-04,charadriiformes-wild
11414114,2021-10-27,other-bird
11414114,2021-10-24,charadriiformes-wild
11414114,2022-02-03,charadriiformes-wild
11414114,2021-12-13,charadriiformes-wild
11414114,2021-10-30,charadriiformes-wild
11414114,2022-02-20,charadriiformes-wild
11414114,2021-11-09,charadriiformes-wild
11414114,2022-01-29,charadriiformes-wild
11414114,2021-11-12,charadriiformes-wild
11414114,2022-01-16,charadriiformes-wild
11414114,2022-01-01,charadriiformes-wild
11414114,2021-09-09,charadriiformes-wild
11414114,2021-08-07,charadriiformes-wild
11414114,2021-11-28,charadriiformes-wild
11414114,2021-11-26,charadriiformes-wild
11414114,2022-01-27,charadriiformes-wild
11414114,2021-12-27,charadriiformes-wild
11414114,2021-10-17,charadriiformes-wild
11414114,2022-01-02,charadriiformes-wild
11414114,2022-01-03,charadriiformes-wild
11414114,2021-10-29,charadriiformes-wild
11414114,2021-12-21,charadriiformes-wild
11414114,2020-12-27,charadriiformes-wild
11414114,2021-11-22,charadriiformes-wild
11414114,2021-12-15,charadriiformes-wild
11414114,2021-12-20,charadriiformes-wild
11414114,2021-12-10,charadriiformes-wild
11414114,2021-10-16,charadriiformes-wild
11414114,2022-01-25,charadriiformes-wild
11414114,2021-10-10,charadriiformes-wild
11414114,2022-01-23,charadriiformes-wild
11414114,2022-01-19,charadriiformes-wild
11414114,2021-08-05,charadriiformes-wild
11414114,2021-11-23,charadriiformes-wild
11414114,2021-05-31,anseriformes-wild
11414114,2022-01-22,charadriiformes-wild
11414114,2022-03-06,charadriiformes-wild
11414114,2021-11-25,charadriiformes-wild
11414114,2022-01-30,charadriiformes-wild
11414114,2022-02-13,charadriiformes-wild
11414114,2022-01-09,charadriiformes-wild
11414114,2022-02-11,charadriiformes-wild
11414114,2021-12-31,charadriiformes-wild
11414114,2021-08-16,charadriiformes-wild
11414114,2021-08-30,charadriiformes-wild
11414114,2022-01-27,charadriiformes-wild
11414114,2021-10-25,charadriiformes-wild
11414114,2021-11-27,charadriiformes-wild
11414114,2021-11-12,charadriiformes-wild
11414114,2022-01-25,charadriiformes-wild
11414114,2021-10-27,charadriiformes-wild
11414114,2021-09-10,charadriiformes-wild
11414114,2021-12-29,charadriiformes-wild
11414114,2021-12-21,charadriiformes-wild
11414114,2022-01-10,charadriiformes-wild
11414114,2021-10-27,charadriiformes-wild
11414114,2021-11-09,charadriiformes-wild
11414114,2022-01-03,charadriiformes-wild
11414114,2022-01-16,charadriiformes-wild
11414114,2022-01-06,charadriiformes-wild
11414114,2021-12-13,charadriiformes-wild
11414114,2021-09-28,charadriiformes-wild
11414114,2021-11-27,charadriiformes-wild
11414114,2021-12-22,charadriiformes-wild
11414114,2021-09-30,charadriiformes-wild
11414114,2021-11-12,charadriiformes-wild
11414114,2021-08-25,charadriiformes-wild
11414114,2021-12-04,charadriiformes-wild
11414114,2021-09-06,charadriiformes-wild
11414114,2021-10-31,charadriiformes-wild
11414114,2022-01-27,charadriiformes-wild
11414114,2021-11-29,charadriiformes-wild
11414114,2021-07-15,charadriiformes-wild
11414114,2022-01-30,charadriiformes-wild
11414114,2021-08-28,charadriiformes-wild
11414114,2021-12-25,charadriiformes-wild
11414114,2021-10-09,charadriiformes-wild
11414114,2021-09-29,charadriiformes-wild
11414114,2021-12-15,charadriiformes-wild
11414114,2021-10-20,charadriiformes-wild
11414114,2021-11-24,charadriiformes-wild
16211111,2012-11-13,anseriformes-wild
16211111,2016-04-24,anseriformes-wild
16211111,2020-01-26,anseriformes-wild
16211111,2013-10-31,galliformes-domestic
16211111,2015-10-04,other-bird
16211111,2009-10-22,galliformes-wild
16211111,2017-11-26,anseriformes-wild
16211111,2017-08-20,other-bird
16211111,1988-10-29,galliformes-wild
16211111,2015-10-28,galliformes-wild
16211111,2018-10-18,other-bird
16211111,2010-12-02,anseriformes-wild
16211111,2017-11-26,anseriformes-wild
16211111,1995-05-26,galliformes-domestic
16211111,2023-02-14,other-bird
16211111,2022-08-27,charadriiformes-wild
16211111,2016-06-13,anseriformes-domestic
16211111,2009-07-02,galliformes-wild
16211111,2009-10-17,galliformes-wild
16211111,2014-09-20,anseriformes-domestic
16211111,2014-07-30,charadriiformes-wild
16211111,2014-08-02,anseriformes-domestic
16211111,2023-03-07,other-bird
16211111,2017-03-16,galliformes-domestic
16211111,1998-08-25,galliformes-wild
16211111,2021-04-11,charadriiformes-wild
16211111,2014-06-05,galliformes-domestic
16211111,2017-07-13,charadriiformes-wild
16211111,2021-08-06,galliformes-wild
16211111,2014-04-12,other-bird
16211111,2009-06-16,other-bird
16211111,2017-03-02,anseriformes-domestic
16211111,2005-01-01,other-bird
16211111,2020-12-25,other-bird
16211111,2021-10-23,galliformes-wild
16211111,2017-03-02,anseriformes-wild
16211111,2020-02-06,galliformes-wild
16211111,2021-02-02,other-bird
16211111,2019-11-07,galliformes-wild
16211111,1975-12-13,charadriiformes-wild
16211111,1994-10-07,charadriiformes-wild
16211111,2022-12-21,anseriformes-wild
16211111,2014-11-27,anseriformes-wild
16211111,2021-08-11,other-bird
16211111,2010-04-12,galliformes-domestic
16211111,2016-04-24,anseriformes-wild
16211111,2016-10-24,other-bird
16211111,2015-06-06,galliformes-domestic
16211111,2012-12-03,anseriformes-domestic
16211111,2009-06-16,galliformes-domestic
16211111,2016-03-23,charadriiformes-wild
16211111,2004-04-14,other-bird
16211111,2011-01-15,galliformes-wild
16211111,2013-05-09,anseriformes-wild
16211111,2022-11-24,anseriformes-wild
16211111,2021-01-07,charadriiformes-wild
16211111,2014-09-12,anseriformes-domestic
16211111,2021-07-16,other-bird
16211111,2010-09-13,anseriformes-wild
16211111,1995-05-26,charadriiformes-wild
16211111,2018-12-17,other-bird
16211111,2019-09-29,other-bird
16211111,2021-12-15,galliformes-domestic
16211111,2019-09-08,galliformes-wild
16211111,1986-12-15,charadriiformes-wild
16211111,2011-09-26,anseriformes-wild
16211111,2023-03-04,anseriformes-wild
16211111,2021-08-06,anseriformes-wild
16211111,1988-12-09,anseriformes-domestic
16211111,2016-09-26,anseriformes-wild
16211111,2017-03-31,other-bird
16211111,2022-02-10,galliformes-domestic
16211111,2020-09-02,galliformes-domestic
16211111,2009-10-22,galliformes-wild
16211111,2007-06-04,charadriiformes-wild
16211111,2020-01-26,anseriformes-wild
16211111,2011-01-15,anseriformes-domestic
16211111,2016-10-01,galliformes-wild
16211111,2008-07-23,galliformes-domestic
16211111,2022-08-21,anseriformes-wild
16211111,2011-11-04,galliformes-wild
16211111,2020-12-25,anseriformes-wild
16211111,2013-07-07,other-bird
16211111,2015-12-03,galliformes-domestic
16211111,2019-05-01,galliformes-domestic
16211111,2014-03-03,galliformes-domestic
16211111,2016-06-12,galliformes-wild
16211111,2013-12-18,galliformes-wild
16211111,2020-06-02,charadriiformes-wild
16211111,2019-05-03,galliformes-wild
16211111,2004-04-14,anseriformes-domestic
16211111,2021-07-07,galliformes-domestic
16211111,2007-01-28,anseriformes-wild
16211111,2016-03-16,anseriformes-wild
16211111,1941-03-08,anseriformes-domestic
16211111,2017-03-21,galliformes-domestic
16211111,2023-02-23,other-bird
16211111,2011-01-29,galliformes-domestic
16211111,2020-11-26,other-bird
16211111,1998-08-25,other-bird
16211111,2021-07-07,anseriformes-wild
16211111,2017-06-23,charadriiformes-wild
16211111,2006-05-05,anseriformes-wild
16211111,2012-10-23,galliformes-wild
16211111,2016-09-26,galliformes-domestic
16211111,2022-08-08,galliformes-domestic
16211111,2017-04-23,anseriformes-wild
16211111,2015-11-16,galliformes-domestic
16211111,2007-03-07,galliformes-wild
16211111,2011-05-11,charadriiformes-wild
16211111,2011-02-16,galliformes-domestic
16211111,2014-08-22,anseriformes-domestic
16211111,2016-06-12,anseriformes-wild
16211111,2018-08-03,other-bird
16211111,2016-10-08,charadriiformes-wild
16211111,1983-01-29,galliformes-wild
16211111,2015-06-21,galliformes-domestic
16211111,2023-03-04,other-bird
16211111,2015-08-30,other-bird
16211111,2023-01-06,other-bird
16211111,2015-10-04,galliformes-domestic
16211111,2015-05-28,charadriiformes-wild
16211111,2011-06-23,anseriformes-domestic
16211111,2014-10-26,anseriformes-wild
16211111,2018-11-17,anseriformes-domestic
16211111,2017-12-09,other-bird
16211111,2013-01-23,other-bird
16211111,2008-01-23,galliformes-domestic
16211111,2018-09-25,galliformes-wild
16211111,2016-04-26,other-bird
16211111,1983-01-29,galliformes-domestic
16211111,2015-11-16,anseriformes-domestic
16211111,2005-03-21,charadriiformes-wild
16211111,2018-04-06,anseriformes-wild
16211111,2008-11-10,galliformes-wild
16211111,2020-02-01,galliformes-domestic
16211111,2015-04-07,galliformes-domestic
16211111,2021-07-30,galliformes-wild
16211111,2018-05-11,anseriformes-wild
16211111,2012-01-07,galliformes-wild
16211111,2018-01-18,anseriformes-domestic
16211111,2022-02-28,other-bird
16211111,2018-10-18,anseriformes-domestic
16211111,2016-10-28,other-bird
16211111,2018-04-25,other-bird
16211111,2019-07-25,anseriformes-wild
16211111,2021-02-20,other-bird
16211111,2019-06-14,other-bird
16211111,2018-09-30,galliformes-domestic
16211111,2014-05-20,anseriformes-wild
16211111,2011-09-06,galliformes-wild
16211111,2018-09-24,other-bird
16211111,2021-02-02,anseriformes-wild
16211111,2017-12-09,galliformes-domestic
16211111,2017-08-28,anseriformes-wild
16211111,2019-05-01,anseriformes-domestic
16211111,2015-11-25,charadriiformes-wild
16211111,2022-11-29,other-bird
16211111,2016-01-30,anseriformes-wild
16211111,2020-10-25,galliformes-domestic
16211111,2009-12-15,galliformes-wild
16211111,2022-10-17,other-bird
16211111,2019-09-08,galliformes-domestic
16211111,2021-12-31,galliformes-wild
16211111,2013-11-29,other-bird
16211111,2018-07-17,galliformes-wild
16211111,2021-12-18,galliformes-domestic
16211111,2018-05-12,charadriiformes-wild
16211111,2017-04-02,other-bird
16211111,2015-12-03,anseriformes-wild
16211111,1998-11-23,galliformes-domestic
16211111,2009-07-02,anseriformes-wild
16211111,1994-10-07,anseriformes-domestic
16211111,2004-09-01,anseriformes-wild
16211111,2004-12-12,anseriformes-wild
16211111,2019-09-08,galliformes-wild
16211111,2011-03-23,anseriformes-wild
16211111,2015-12-07,anseriformes-wild
16211111,2023-02-08,other-bird
16211111,1924-05-08,anseriformes-domestic
16211111,1986-03-25,galliformes-wild
16211111,2020-08-26,galliformes-domestic
16211111,2020-03-14,anseriformes-wild
16211111,2016-10-21,other-bird
16211111,2019-06-22,other-bird
16211111,2013-10-21,anseriformes-wild
16211111,2019-06-22,galliformes-domestic
16211111,2016-10-01,anseriformes-domestic
16211111,2021-08-11,charadriiformes-wild
16211111,2012-01-25,anseriformes-domestic
16211111,2020-08-26,anseriformes-wild
16211111,2015-07-19,charadriiformes-wild
16211111,2008-10-26,galliformes-domestic
16211111,2018-01-02,charadriiformes-wild
16211111,2008-02-27,galliformes-wild
16211111,2011-05-07,anseriformes-wild
16211111,2018-05-11,anseriformes-wild
16211111,2018-09-23,galliformes-wild
16211111,2015-06-06,anseriformes-wild
16211111,2012-06-24,galliformes-domestic
16211111,2017-08-20,anseriformes-domestic
16211111,2013-10-08,anseriformes-domestic
16211111,2015-07-11,anseriformes-domestic
16211111,2020-03-28,anseriformes-wild
16211111,2016-04-24,other-bird
16211111,2020-03-14,galliformes-wild
16211111,2015-07-11,anseriformes-wild
16211111,2013-10-31,other-bird
16211111,2018-09-13,anseriformes-wild
16211111,2016-09-05,other-bird
16211111,2011-09-06,anseriformes-domestic
16211111,2013-02-01,charadriiformes-wild
16211111,2016-10-28,anseriformes-wild
16211111,2016-09-05,galliformes-wild
16211111,1974-12-02,charadriiformes-wild
16211111,2014-07-24,other-bird
16211111,2010-10-02,galliformes-wild
16211111,2023-01-03,other-bird
16211111,2022-11-24,charadriiformes-wild
16211111,2019-07-12,galliformes-wild
