cluster_profile,tmrca,host_simplifiedhost
21211111,2019-02-05,anseriformes-wild
21211111,2020-10-25,anseriformes-wild
21211111,2021-04-25,anseriformes-wild
21211111,2017-03-15,charadriiformes-wild
21211111,2020-06-11,anseriformes-wild
21211111,2021-05-28,anseriformes-wild
21211111,2020-09-04,anseriformes-wild
21211111,2018-07-08,galliformes-wild
21211111,2020-09-29,anseriformes-wild
21211111,2020-01-31,other-bird
21211111,2021-05-04,anseriformes-wild
21211111,2018-10-06,charadriiformes-wild
21211111,2020-03-01,charadriiformes-wild
21211111,2020-05-30,galliformes-domestic
21211111,2020-08-19,anseriformes-wild
21211111,2020-06-04,anseriformes-wild
21211111,2019-10-04,anseriformes-wild
21211111,2020-06-03,anseriformes-wild
21211111,2020-06-26,anseriformes-wild
21211111,2020-11-30,anseriformes-wild
21211111,2020-03-08,anseriformes-wild
21211111,2020-11-02,anseriformes-wild
21211111,2016-12-20,anseriformes-wild
21211111,2018-10-20,galliformes-wild
21211111,2020-10-28,anseriformes-wild
21211111,2020-09-04,anseriformes-wild
21211111,2019-01-08,anseriformes-wild
21211111,2019-06-17,anseriformes-wild
21211111,2015-12-17,galliformes-wild
21211111,2020-12-08,galliformes-domestic
21211111,2020-08-17,galliformes-domestic
21211111,2020-09-13,anseriformes-wild
21211111,2020-09-30,anseriformes-wild
21211111,2020-02-07,galliformes-wild
21211111,2020-11-06,anseriformes-wild
21211111,2021-06-16,anseriformes-wild
21211111,2021-03-18,anseriformes-wild
21211111,2020-10-03,anseriformes-wild
21211111,2020-07-13,anseriformes-wild
21211111,2020-08-13,anseriformes-wild
21211111,2020-06-05,anseriformes-wild
21211111,2020-07-21,anseriformes-wild
21211111,2019-06-09,anseriformes-wild
21211111,2019-07-10,anseriformes-wild
21211111,2020-05-16,anseriformes-wild
21211111,2012-11-14,galliformes-domestic
21211111,2019-07-04,other-bird
21211111,2021-02-28,anseriformes-wild
21211111,2020-07-04,anseriformes-wild
21211111,2019-03-19,other-bird
21211111,2020-05-18,anseriformes-wild
21211111,2014-03-13,anseriformes-wild
21211111,2020-05-09,anseriformes-wild
21211111,2019-06-09,anseriformes-wild
21211111,2021-02-14,anseriformes-wild
21211111,2020-07-05,anseriformes-wild
21211111,2019-08-27,anseriformes-wild
21211111,2021-02-16,anseriformes-wild
21211111,2021-04-03,other-bird
21211111,2020-10-23,anseriformes-wild
21211111,2019-12-20,anseriformes-wild
21211111,2021-06-08,anseriformes-wild
21211111,1954-08-17,other-bird
21211111,2020-03-30,other-bird
21211111,2019-06-20,anseriformes-wild
21211111,2019-05-06,anseriformes-wild
21211111,2019-05-30,other-bird
21211111,2019-06-02,anseriformes-wild
21211111,2021-07-17,anseriformes-wild
21211111,2017-05-07,galliformes-wild
21211111,2021-03-30,anseriformes-wild
21211111,2020-10-14,anseriformes-wild
21211111,2021-05-14,anseriformes-wild
21211111,2018-02-12,galliformes-wild
21211111,2020-07-27,anseriformes-wild
21211111,2017-08-21,galliformes-wild
21211111,2021-02-26,anseriformes-wild
21211111,2021-06-26,anseriformes-wild
21211111,2019-06-21,other-bird
21211111,2020-07-14,anseriformes-wild
21211111,2016-12-20,anseriformes-wild
21211111,2017-07-30,anseriformes-wild
21211111,2018-12-01,anseriformes-wild
21211111,2014-12-09,other-bird
21211111,2017-03-16,anseriformes-wild
21211111,2020-11-14,galliformes-domestic
21211111,2018-02-27,other-bird
21211111,2020-05-26,galliformes-domestic
21211111,2021-06-22,anseriformes-wild
21211111,2020-07-11,anseriformes-wild
21211111,2018-01-06,anseriformes-wild
21211111,2021-03-22,anseriformes-wild
21211111,2021-03-31,other-bird
21211111,2020-06-26,anseriformes-wild
21211111,2019-12-15,anseriformes-wild
21211111,2018-09-11,charadriiformes-wild
21211111,2020-12-05,anseriformes-wild
21211111,2020-06-24,anseriformes-wild
21211111,2018-10-30,anseriformes-wild
21211111,2019-04-07,anseriformes-wild
21211111,2020-07-14,anseriformes-wild
21211111,2019-10-25,other-bird
21211111,2014-12-09,anseriformes-wild
21211111,2020-08-14,anseriformes-wild
21211111,2017-12-11,anseriformes-wild
21211111,2019-08-06,galliformes-domestic
21211111,2020-10-20,anseriformes-wild
21211111,2020-12-03,anseriformes-wild
21211111,2020-06-29,anseriformes-wild
21211111,2018-12-07,galliformes-wild
21211111,2019-04-07,galliformes-domestic
21211111,2020-05-26,anseriformes-wild
21211111,2017-06-06,anseriformes-wild
21211111,2016-08-19,galliformes-domestic
21211111,2020-12-03,anseriformes-wild
21211111,2021-05-04,anseriformes-wild
21211111,2020-04-09,anseriformes-wild
21211111,2020-03-22,anseriformes-wild
21211111,2020-05-21,other-bird
21211111,2020-04-28,anseriformes-wild
21211111,2019-07-14,anseriformes-wild
21211111,2021-03-18,anseriformes-wild
21211111,2020-05-25,anseriformes-wild
21211111,2020-07-13,anseriformes-wild
21211111,2016-02-15,galliformes-domestic
21211111,2020-09-28,anseriformes-wild
21211111,2018-10-15,anseriformes-wild
21211111,2020-12-19,galliformes-wild
21211111,2016-08-15,anseriformes-wild
21211111,2020-05-22,anseriformes-wild
21211111,2019-05-03,anseriformes-wild
21211111,2017-12-09,anseriformes-wild
21211111,2020-12-13,anseriformes-wild
21211111,2020-12-08,anseriformes-wild
21211111,2020-05-14,anseriformes-wild
21211111,2018-11-01,other-bird
21211111,2020-07-11,anseriformes-wild
21211111,2019-02-24,other-bird
21211111,2021-02-07,other-bird
21211111,2019-03-20,anseriformes-wild
21211111,2020-06-20,anseriformes-wild
21211111,2020-11-20,galliformes-domestic
21211111,2020-06-26,other-bird
21211111,2018-05-01,anseriformes-wild
21211111,2020-10-06,anseriformes-wild
21211111,2019-10-14,anseriformes-wild
21211111,2016-02-15,anseriformes-wild
21211111,2021-06-04,anseriformes-wild
21211111,2020-04-03,anseriformes-wild
21211111,2019-10-26,anseriformes-wild
21211111,2019-03-22,anseriformes-wild
21211111,2016-09-29,other-bird
21211111,2020-07-04,anseriformes-wild
21211111,2020-01-04,anseriformes-wild
21211111,2021-04-21,anseriformes-wild
21211111,2019-11-06,anseriformes-wild
21211111,2020-04-14,anseriformes-wild
21211111,2020-05-30,anseriformes-wild
21211111,2021-02-24,anseriformes-wild
21211111,2019-07-10,anseriformes-wild
21211111,2020-08-05,anseriformes-wild
21211111,2018-12-07,anseriformes-wild
21211111,2021-01-08,anseriformes-wild
21211111,2020-03-19,anseriformes-wild
21211111,2016-02-14,charadriiformes-wild
21211111,2020-06-05,anseriformes-wild
21211111,2020-12-19,anseriformes-wild
21211111,2019-05-02,other-bird
21211111,2020-10-14,anseriformes-wild
21211111,2021-03-19,anseriformes-wild
21211111,2020-04-23,anseriformes-wild
21211111,2021-01-28,anseriformes-wild
21211111,2020-07-13,anseriformes-wild
21211111,2020-07-29,anseriformes-wild
21211111,2020-10-12,anseriformes-wild
21211111,2020-09-06,anseriformes-wild
21211111,1954-08-17,galliformes-wild
21211111,2017-02-20,anseriformes-wild
21211111,2020-10-19,anseriformes-wild
21211111,2017-10-19,charadriiformes-wild
21211111,2020-03-26,anseriformes-wild
21211111,2021-06-26,anseriformes-wild
21211111,2021-04-23,anseriformes-wild
21211111,2020-04-21,anseriformes-wild
21211111,2016-01-06,charadriiformes-wild
21211111,2021-01-14,anseriformes-wild
21211111,2017-03-20,anseriformes-wild
21211111,2021-05-01,anseriformes-wild
21211111,2020-05-09,anseriformes-wild
21211111,2014-05-29,anseriformes-wild
21211111,2019-08-06,galliformes-wild
21211111,2021-05-24,anseriformes-wild
21211111,2020-06-30,anseriformes-wild
21211111,2020-05-18,anseriformes-wild
21211111,2019-09-20,charadriiformes-wild
21211111,2017-08-21,anseriformes-wild
21211111,2018-12-04,anseriformes-wild
21211111,2020-04-28,anseriformes-wild
21211111,2020-08-26,anseriformes-wild
21211111,2020-07-13,anseriformes-wild
21211111,2018-02-27,anseriformes-wild
21211111,2018-10-06,charadriiformes-wild
21211111,2021-07-27,anseriformes-wild
21211111,2018-09-11,anseriformes-wild
21211111,2017-12-25,anseriformes-wild
21211111,2019-12-10,galliformes-domestic
21211111,2019-11-24,anseriformes-wild
21211111,2021-04-17,anseriformes-wild
21211111,2021-02-02,anseriformes-wild
21211111,2019-06-08,anseriformes-wild
21211111,2020-08-30,anseriformes-wild
21211111,2016-10-18,anseriformes-wild
21211111,2020-07-12,anseriformes-wild
21211111,2021-02-09,anseriformes-wild
21211111,2019-02-10,anseriformes-wild
21211111,2021-02-06,other-bird
21211111,2017-03-11,anseriformes-wild
21211111,2019-06-03,anseriformes-wild
21211111,2016-03-08,galliformes-domestic
21211111,2005-01-07,galliformes-wild
21211111,2021-02-11,anseriformes-wild
21211111,2020-12-09,anseriformes-wild
21211111,2017-03-15,anseriformes-wild
21211111,2020-02-12,anseriformes-wild
21211111,2013-09-06,anseriformes-wild
21211111,2020-09-10,anseriformes-wild
21211111,2019-02-11,anseriformes-wild
21211111,2020-01-28,other-bird
21211111,2021-02-06,anseriformes-wild
21211111,2020-05-18,anseriformes-wild
21211111,2016-02-20,anseriformes-wild
21211111,2017-09-29,anseriformes-wild
21211111,2020-11-18,anseriformes-wild
21211111,2020-06-03,anseriformes-wild
21211111,2020-07-05,anseriformes-wild
21211111,2017-03-03,anseriformes-wild
21211111,2010-12-26,charadriiformes-wild
21211111,2019-06-21,galliformes-wild
21211111,2021-01-29,anseriformes-wild
21211111,2017-10-27,other-bird
21211111,2020-10-23,charadriiformes-wild
21211111,2020-06-02,anseriformes-wild
21211111,2021-08-21,anseriformes-wild
21211111,2018-01-12,galliformes-domestic
21211111,2018-12-01,anseriformes-wild
21211111,2020-01-04,anseriformes-wild
21211111,2014-10-16,anseriformes-wild
21211111,2016-11-24,anseriformes-wild
21211111,2020-10-12,other-bird
21211111,2018-05-04,anseriformes-wild
21211111,2014-06-25,galliformes-domestic
21211111,2020-02-16,anseriformes-wild
21211111,2020-01-02,anseriformes-wild
21211111,2020-04-07,anseriformes-wild
21211111,2020-08-03,anseriformes-wild
21211111,2019-11-11,anseriformes-wild
21211111,2020-01-27,galliformes-wild
21211111,2000-03-07,charadriiformes-wild
21211111,2020-03-16,anseriformes-wild
21211111,2021-05-07,anseriformes-wild
21211111,2020-02-18,anseriformes-wild
21211111,2019-06-09,anseriformes-wild
21211111,2016-10-30,galliformes-wild
21211111,2020-08-21,anseriformes-wild
21211111,2017-10-10,other-bird
21211111,2020-11-23,anseriformes-wild
21211111,2020-06-07,anseriformes-wild
21211111,2019-06-02,other-bird
21211111,2017-10-19,anseriformes-wild
21211111,2016-02-26,anseriformes-wild
21211111,2020-10-23,anseriformes-wild
21211111,2018-10-15,anseriformes-wild
21211111,2020-10-17,anseriformes-wild
21211111,2015-03-03,galliformes-wild
21211111,2020-05-23,anseriformes-wild
21211111,2020-09-16,anseriformes-wild
21211111,2019-12-05,anseriformes-wild
21211111,2020-11-18,anseriformes-wild
21211111,2020-10-27,anseriformes-wild
21211111,2020-11-18,anseriformes-wild
21211111,2018-07-31,other-bird
21211111,2020-11-17,galliformes-wild
21211111,2021-04-03,anseriformes-wild
21211111,2021-01-26,anseriformes-wild
21211111,2019-09-23,anseriformes-wild
21211111,2019-09-30,anseriformes-wild
21211111,2008-05-29,galliformes-domestic
21211111,2014-11-05,other-bird
21211111,2021-07-27,anseriformes-wild
21211111,2019-02-05,anseriformes-wild
21211111,2021-01-11,anseriformes-wild
21211111,2020-01-11,anseriformes-wild
21211111,2019-08-12,anseriformes-wild
21211111,2020-04-29,galliformes-domestic
21211111,2019-02-05,anseriformes-wild
21211111,2020-01-09,galliformes-domestic
21211111,2021-05-10,anseriformes-wild
21211111,2017-03-16,charadriiformes-wild
21211111,2020-04-21,anseriformes-wild
21211111,2021-04-24,anseriformes-wild
21211111,2021-07-12,anseriformes-wild
21211111,2020-01-29,anseriformes-wild
21211111,2020-06-30,galliformes-domestic
21211111,2020-08-23,anseriformes-wild
21211111,2019-12-15,galliformes-domestic
21211111,2019-07-04,anseriformes-wild
21211111,2020-04-21,other-bird
21211111,2018-10-06,galliformes-domestic
21211111,2018-08-22,anseriformes-wild
21211111,2020-05-17,anseriformes-wild
21211111,2015-05-02,galliformes-domestic
21211111,2020-09-25,galliformes-domestic
21211111,2020-07-22,anseriformes-wild
21211111,2010-03-15,anseriformes-wild
21211111,2021-01-26,anseriformes-wild
21211111,2007-09-16,other-bird
21211111,2020-08-10,anseriformes-wild
21211111,2020-09-04,anseriformes-wild
21211111,2019-01-30,anseriformes-wild
21211111,2020-08-28,other-bird
21211111,2016-08-24,charadriiformes-wild
21211111,2021-03-19,anseriformes-wild
21211111,2019-08-31,anseriformes-wild
21211111,2020-01-15,anseriformes-wild
21211111,2018-10-03,other-bird
21211111,2006-10-11,galliformes-wild
21211111,2019-03-19,anseriformes-wild
21211111,2020-12-22,anseriformes-wild
21211111,2019-08-01,anseriformes-wild
21211111,2021-05-04,anseriformes-wild
21211111,2019-07-23,anseriformes-wild
21211111,2020-05-09,other-bird
21211111,2020-10-11,anseriformes-wild
21211111,2019-06-08,anseriformes-wild
21211111,2020-06-10,galliformes-wild
21211111,2020-07-18,other-bird
21211111,2021-01-12,anseriformes-wild
21211111,2019-04-07,galliformes-wild
21211111,2018-05-31,other-bird
21211111,2021-06-10,anseriformes-wild
21211111,2020-02-18,anseriformes-wild
21211111,2021-04-01,other-bird
21211111,2021-02-17,anseriformes-wild
21211111,2018-05-31,anseriformes-wild
21211111,2005-01-07,other-bird
21211111,2020-04-28,anseriformes-wild
21211111,2020-10-14,anseriformes-wild
21211111,2020-09-09,anseriformes-wild
21211111,2021-06-21,anseriformes-wild
21211111,2014-11-14,galliformes-wild
21211111,2020-06-24,anseriformes-wild
21211111,2021-04-21,anseriformes-wild
21211111,2017-07-30,anseriformes-wild
21211111,2020-12-08,anseriformes-wild
21211111,2020-12-11,anseriformes-wild
21211111,2021-01-24,anseriformes-wild
21211111,2019-05-12,anseriformes-wild
21211111,2017-07-05,anseriformes-wild
21211111,2019-10-29,charadriiformes-wild
21211111,2021-02-19,anseriformes-wild
21211111,2021-03-23,anseriformes-wild
21211111,2019-05-13,anseriformes-wild
21211111,2020-07-27,anseriformes-wild
21211111,2020-09-16,anseriformes-wild
21211111,2020-09-06,charadriiformes-wild
21611411,2020-09-17,anseriformes-wild
21611411,2020-03-25,anseriformes-wild
21611411,2020-01-17,charadriiformes-wild
21611411,2020-05-29,anseriformes-wild
21611411,2020-03-01,charadriiformes-wild
21611411,2020-06-03,anseriformes-wild
21611411,2020-03-01,other-bird
21611411,2020-07-01,anseriformes-wild
21611411,2020-07-01,anseriformes-wild
21611411,2020-04-21,anseriformes-wild
21611411,2020-03-24,other-bird
21611411,2020-09-16,anseriformes-wild
21611411,2020-06-09,anseriformes-wild
21611411,2020-05-15,anseriformes-wild
21611411,2020-09-23,anseriformes-wild
21611411,2020-06-23,anseriformes-wild
21611411,2020-08-07,anseriformes-wild
21611411,2019-11-13,anseriformes-wild
21611411,2020-04-01,charadriiformes-wild
21611411,2020-07-03,anseriformes-wild
21611411,2019-12-15,anseriformes-wild
21611411,2020-05-18,anseriformes-wild
21611411,2019-09-02,other-bird
21611411,2020-08-17,charadriiformes-wild
21611411,2020-10-03,anseriformes-wild
21611411,2020-07-12,other-bird
21611411,2019-09-30,anseriformes-wild
21611411,2020-09-20,anseriformes-wild
21611411,2020-05-15,other-bird
21611411,2020-01-13,anseriformes-wild
21611411,2020-10-03,anseriformes-wild
21611411,2019-09-08,charadriiformes-wild
21611411,2020-08-23,anseriformes-wild
21611411,2020-03-15,anseriformes-wild
21611411,2020-05-15,anseriformes-wild
21611411,2018-04-13,other-bird
21611411,2019-10-19,anseriformes-wild
21611411,2020-05-31,other-bird
21611411,2020-04-19,anseriformes-wild
21611411,2020-09-11,anseriformes-wild
21611411,2020-05-09,anseriformes-wild
21611411,2020-07-02,anseriformes-wild
21611411,2020-07-09,anseriformes-wild
21611411,2019-08-16,anseriformes-wild
21611411,2020-08-19,anseriformes-wild
21611411,2019-09-26,anseriformes-wild
21611411,2020-03-09,anseriformes-wild
21611411,2020-03-22,anseriformes-wild
21611411,2020-10-01,anseriformes-wild
21611411,2020-09-29,charadriiformes-wild
21611411,2019-09-29,anseriformes-wild
21611411,2020-07-01,anseriformes-wild
21611411,2019-08-14,anseriformes-wild
21611411,2020-07-10,anseriformes-wild
21611411,2020-04-12,anseriformes-wild
21611411,2019-11-11,charadriiformes-wild
21611411,2019-09-26,charadriiformes-wild
21611411,2019-11-09,anseriformes-wild
21611411,2020-07-13,anseriformes-wild
21611411,2020-05-21,other-bird
21611411,2020-10-13,anseriformes-wild
21611411,2020-10-19,anseriformes-wild
21611411,2020-07-05,anseriformes-wild
21611411,2020-03-16,charadriiformes-wild
21611411,2020-09-23,anseriformes-wild
21611411,2020-07-16,anseriformes-wild
21611411,2020-02-06,anseriformes-wild
21611411,2020-09-14,other-bird
21611411,2020-08-07,anseriformes-wild
21611411,2019-12-05,anseriformes-wild
21611411,2020-07-29,anseriformes-wild
21611411,2020-07-20,anseriformes-wild
21611411,2020-10-18,other-bird
21611411,2020-04-15,anseriformes-wild
21611411,2020-08-17,other-bird
21611411,2020-02-23,anseriformes-wild
21611411,2020-06-17,charadriiformes-wild
21611411,2020-09-02,anseriformes-wild
21611411,2020-06-16,anseriformes-wild
21611411,2020-01-29,charadriiformes-wild
21611411,2020-01-05,anseriformes-wild
21611411,2020-10-01,anseriformes-wild
21611411,2020-02-08,anseriformes-wild
21611411,2020-08-19,other-bird
21611411,2020-01-29,other-bird
21611411,2020-04-07,anseriformes-wild
21611411,2020-04-19,anseriformes-wild
21611411,2020-04-17,anseriformes-wild
21611411,2020-03-29,anseriformes-wild
21611411,2020-02-23,other-bird
21611411,2020-03-27,anseriformes-wild
21611411,2020-06-23,anseriformes-wild
21611411,2020-08-18,anseriformes-wild
21611411,2020-07-15,anseriformes-wild
21611411,2020-07-13,anseriformes-wild
21611411,2020-08-17,anseriformes-wild
21611411,2019-09-26,anseriformes-wild
21611411,2020-04-21,anseriformes-wild
21611411,2020-07-08,other-bird
21611411,2020-08-13,anseriformes-wild
21611411,2020-06-16,other-bird
21611411,2020-03-30,anseriformes-wild
21611411,2020-08-05,anseriformes-wild
21611411,2020-06-30,other-bird
21611411,2019-10-01,anseriformes-wild
21611411,2019-06-18,other-bird
21611411,2020-06-25,anseriformes-wild
21611411,2020-04-09,other-bird
21611411,2020-06-23,anseriformes-wild
21611411,2020-10-05,other-bird
21611411,2020-08-22,anseriformes-wild
21611411,2020-08-28,anseriformes-wild
21611411,2018-09-28,other-bird
21611411,2020-06-23,anseriformes-wild
21611411,2020-04-01,anseriformes-wild
21611411,2020-11-05,anseriformes-wild
21611411,2020-02-21,anseriformes-wild
21611411,2020-09-01,other-bird
21611411,2020-07-11,anseriformes-wild
21611411,2020-10-09,anseriformes-wild
21611411,2020-10-03,anseriformes-wild
21611411,2020-10-23,anseriformes-wild
21611411,2020-03-21,anseriformes-wild
21611411,2019-12-07,anseriformes-wild
21611411,2020-02-26,anseriformes-wild
21611411,2020-10-30,anseriformes-wild
21611411,2020-06-09,anseriformes-wild
21611411,2020-02-27,charadriiformes-wild
21611411,2020-04-11,charadriiformes-wild
21611411,2020-01-05,anseriformes-wild
21611411,2020-08-28,anseriformes-wild
21611411,2020-01-08,charadriiformes-wild
21611411,2020-03-01,anseriformes-wild
21611411,2020-06-15,anseriformes-wild
21611411,2020-06-14,anseriformes-wild
21611411,2020-04-25,anseriformes-wild
21611411,2020-05-08,charadriiformes-wild
21611411,2019-08-23,charadriiformes-wild
21611411,2020-08-18,anseriformes-wild
21611411,2020-07-17,anseriformes-wild
21611411,2020-06-23,charadriiformes-wild
21611411,2019-09-01,anseriformes-wild
21611411,2020-08-13,other-bird
21611411,2020-10-14,anseriformes-wild
21611411,2020-01-28,other-bird
21611411,2020-07-17,anseriformes-wild
21611411,2020-08-19,other-bird
21611411,2020-09-16,anseriformes-wild
21611411,2020-06-19,anseriformes-wild
21611411,2020-03-21,charadriiformes-wild
21611411,2020-05-06,anseriformes-wild
21611411,2020-07-20,anseriformes-wild
21611411,2020-06-10,anseriformes-wild
21611411,2020-07-09,anseriformes-wild
21611411,2020-08-17,anseriformes-wild
21611411,2020-05-26,charadriiformes-wild
21611411,2020-06-05,anseriformes-wild
21611411,2019-11-13,other-bird
21611411,2020-07-06,anseriformes-wild
21611411,2020-08-28,anseriformes-wild
21611411,2020-08-18,anseriformes-wild
21611411,2020-10-07,anseriformes-wild
21611411,2019-07-24,anseriformes-wild
21611411,2020-07-18,other-bird
21611411,2019-11-03,other-bird
21611411,2020-10-12,anseriformes-wild
21611411,2020-08-20,anseriformes-wild
21611411,2020-06-18,anseriformes-wild
21611411,2019-11-24,anseriformes-wild
21611411,2020-07-08,anseriformes-wild
21611411,2020-06-14,anseriformes-wild
21611411,2020-08-15,other-bird
21611411,2019-09-18,anseriformes-wild
21611411,2020-07-20,anseriformes-wild
21611411,2020-02-07,anseriformes-wild
21611411,2019-09-08,anseriformes-wild
21611411,2020-09-20,anseriformes-wild
21611411,2020-01-23,anseriformes-wild
21611411,2019-07-25,anseriformes-wild
21611411,2020-01-02,anseriformes-wild
21611411,2020-05-14,anseriformes-wild
21611411,2020-09-01,anseriformes-wild
21611411,2020-07-15,anseriformes-wild
21611411,2020-08-29,other-bird
21611411,2020-09-30,anseriformes-wild
21611411,2020-08-13,anseriformes-wild
21611411,2020-05-15,charadriiformes-wild
21611411,2020-02-04,anseriformes-wild
21611411,2020-03-17,anseriformes-wild
21611411,2018-12-17,anseriformes-wild
21611411,2020-08-18,anseriformes-wild
21611411,2020-09-16,anseriformes-wild
21611411,2020-08-20,anseriformes-wild
21611411,2020-09-01,anseriformes-wild
21611411,2020-04-29,anseriformes-wild
21611411,2020-09-01,anseriformes-wild
21611411,2019-10-24,other-bird
21611411,2020-05-06,anseriformes-wild
21611411,2020-04-19,charadriiformes-wild
21611411,2020-08-05,anseriformes-wild
21611411,2020-05-13,anseriformes-wild
21611411,2019-12-13,other-bird
21611411,2020-08-17,anseriformes-wild
21611411,2019-07-01,anseriformes-wild
21611411,2020-07-18,anseriformes-wild
21611411,2020-03-15,anseriformes-wild
21611411,2019-11-27,anseriformes-wild
21611411,2020-01-23,anseriformes-wild
21611411,2020-05-12,charadriiformes-wild
21611411,2020-04-09,anseriformes-wild
21611411,2020-07-20,charadriiformes-wild
21611411,2020-07-02,anseriformes-wild
21611411,2020-07-09,anseriformes-wild
21611411,2020-05-30,anseriformes-wild
21611411,2019-10-24,charadriiformes-wild
21611411,2020-07-29,anseriformes-wild
21611411,2020-02-29,anseriformes-wild
21611411,2020-05-31,anseriformes-wild
21611411,2020-08-30,anseriformes-wild
21611411,2020-03-10,other-bird
21611411,2019-12-21,other-bird
21611411,2020-08-13,anseriformes-wild
21611411,2020-06-26,anseriformes-wild
21611411,2020-03-20,other-bird
21611411,2020-08-17,other-bird
21611411,2020-02-09,charadriiformes-wild
21611411,2020-05-14,anseriformes-wild
21611411,2020-05-15,other-bird
21611411,2020-04-21,anseriformes-wild
21611411,2020-06-05,anseriformes-wild
21611411,2019-12-30,other-bird
21611411,2018-07-13,anseriformes-wild
21611411,2020-03-21,charadriiformes-wild
21611411,2020-06-30,anseriformes-wild
21611411,2020-03-23,charadriiformes-wild
21611411,2019-01-20,other-bird
21611411,2020-08-04,other-bird
21611411,2019-10-23,anseriformes-wild
21611411,2020-07-17,anseriformes-wild
21611411,2020-06-19,anseriformes-wild
21611411,2020-01-15,anseriformes-wild
21611411,2020-08-15,anseriformes-wild
21611411,2020-02-16,anseriformes-wild
21611411,2020-06-30,anseriformes-wild
21611411,2020-07-01,anseriformes-wild
21611411,2020-03-02,anseriformes-wild
21611411,2020-08-04,other-bird
21611411,2020-06-07,anseriformes-wild
21611411,2020-06-07,anseriformes-wild
21611411,2020-06-16,anseriformes-wild
21611411,2020-08-21,anseriformes-wild
21611411,2020-10-14,anseriformes-wild
21611411,2020-08-18,anseriformes-wild
21611411,2019-02-24,anseriformes-wild
21611411,2020-06-22,anseriformes-wild
21611411,2020-10-03,charadriiformes-wild
21611411,2020-10-07,other-bird
21611411,2020-05-03,anseriformes-wild
21611411,2019-12-07,anseriformes-wild
21611411,2019-10-16,anseriformes-wild
21611411,2020-04-05,other-bird
21611411,2020-07-16,anseriformes-wild
21611411,2020-07-29,charadriiformes-wild
21611411,2020-08-01,anseriformes-wild
21611411,2020-09-02,anseriformes-wild
21611411,2020-02-08,anseriformes-wild
21611411,2020-05-24,charadriiformes-wild
21611411,2020-08-07,anseriformes-wild
21611411,2020-07-10,anseriformes-wild
21611411,2020-09-22,anseriformes-wild
21611411,2020-09-11,anseriformes-wild
21611411,2019-09-30,other-bird
21611411,2020-07-02,other-bird
21611411,2020-01-23,other-bird
21611411,2020-10-07,anseriformes-wild
21611411,2020-02-25,other-bird
21611411,2020-09-08,anseriformes-wild
21611411,2020-01-29,other-bird
21611411,2020-08-17,anseriformes-wild
21611411,2020-06-16,anseriformes-wild
21611411,2020-08-07,anseriformes-wild
21611411,2019-08-24,other-bird
21611411,2020-10-05,anseriformes-wild
21611411,2020-08-05,other-bird
21611411,2020-02-26,anseriformes-wild
21611411,2019-12-31,anseriformes-wild
21611411,2020-07-09,anseriformes-wild
21611411,2020-08-10,anseriformes-wild
21611411,2020-03-12,anseriformes-wild
21611411,2020-04-13,anseriformes-wild
21611411,2020-06-22,anseriformes-wild
21611411,2020-03-30,anseriformes-wild
21611411,2020-07-09,anseriformes-wild
21611411,2017-12-29,charadriiformes-wild
21611411,2020-04-26,charadriiformes-wild
21611411,2020-07-17,charadriiformes-wild
21611411,2020-05-14,charadriiformes-wild
21611411,2020-04-03,other-bird
21611411,2020-08-27,anseriformes-wild
21611411,2020-08-17,anseriformes-wild
21611411,2020-09-10,anseriformes-wild
21611411,2020-05-22,anseriformes-wild
21611411,2020-09-28,anseriformes-wild
21611411,2020-05-25,anseriformes-wild
21611411,2020-02-24,charadriiformes-wild
21611411,2020-10-11,anseriformes-wild
21611411,2019-12-07,anseriformes-wild
21611411,2020-05-02,other-bird
21611411,2020-04-19,other-bird
21611411,2020-07-16,anseriformes-wild
21611411,2020-08-14,anseriformes-wild
21611411,2020-05-18,anseriformes-wild
21611411,2020-08-02,anseriformes-wild
21611411,2018-12-14,other-bird
21611411,2020-02-10,anseriformes-wild
21611411,2020-08-04,other-bird
21611411,2020-02-22,anseriformes-wild
21611411,2020-07-22,anseriformes-wild
21611411,2020-06-01,anseriformes-wild
21611411,2020-07-23,anseriformes-wild
21611411,2020-06-19,other-bird
21611411,2020-10-04,anseriformes-wild
21611411,2019-11-09,anseriformes-wild
21611411,2019-12-15,anseriformes-wild
21611411,2019-06-30,charadriiformes-wild
21611411,2020-10-25,other-bird
21611411,2019-12-14,other-bird
21611411,2020-06-25,anseriformes-wild
21611411,2018-12-14,other-bird
21611411,2019-12-29,anseriformes-wild
21611411,2020-03-14,other-bird
21611411,2020-05-18,anseriformes-wild
21611411,2020-04-19,anseriformes-wild
21611411,2020-09-22,other-bird
21611411,2020-06-21,charadriiformes-wild
21611411,2020-07-25,anseriformes-wild
21611411,2020-01-20,anseriformes-wild
21611411,2020-11-14,anseriformes-wild
21611411,2020-01-18,anseriformes-wild
21611411,2020-03-21,other-bird
21611411,2020-08-23,other-bird
21611411,2019-12-06,anseriformes-wild
21611411,2020-03-31,other-bird
21611411,2020-04-15,anseriformes-wild
21611411,2020-03-23,charadriiformes-wild
21611411,2020-06-22,charadriiformes-wild
21611411,2020-09-17,anseriformes-wild
21611411,2020-07-01,anseriformes-wild
21611411,2020-10-11,anseriformes-wild
21611411,2020-09-15,anseriformes-wild
21611411,2020-05-30,charadriiformes-wild
21611411,2019-08-31,other-bird
