tipnames	collection_regionname	collection_countryname	collection_original	host_simplifiedhost	lat	long
H5N1|2344b|EPI_ISL_14760752|NA|italy|2_1_1_1_1_1_1_1|2021-12-15	southern europe	italy	Europe / Italy / NA / NA / NA	other	42.7080607219025	12.208345049127
H5N1|2344b|EPI_ISL_18740020|accipitriformes|japan|2_1_1_1_1_1_1_1|2023-11-23	eastern asia	japan	NA	other	35.7777527627362	137.055033768037
H5N1|2344b|EPI_ISL_18979789|accipitriformes|japan|2_1_1_1_1_1_1_1|2023-12-14	eastern asia	japan	NA	other	35.0390049694389	134.828550655208
H5N1|2344b|EPI_ISL_17950253|passeriformes|japan|2_1_1_1_1_1_1_1|2023-03-30	eastern asia	japan	Asia / Japan / Hokkaido / Mukawa / NA	other	43.3824165431654	142.542521870972
H5N1|2344b|EPI_ISL_19074699|passeriformes|japan|2_1_1_1_1_1_1_1|2024-03-12	eastern asia	japan	NA	other	34.6052446200593	132.788104542609
H5N1|2344b|EPI_ISL_18612259|environment|japan|2_1_1_1_1_1_1_1|2023-11-20	eastern asia	japan	NA	other	30.9949222722596	130.419711465505
H5N1|2344b|EPI_ISL_18979788|accipitriformes|japan|2_1_1_1_1_1_1_1|2023-08-31	eastern asia	japan	NA	other	34.5068087755592	136.375162284716
H5N1|2344b|EPI_ISL_16698546|accipitriformes|japan|2_1_1_1_1_1_1_1|2022-10-21	eastern asia	japan	Asia / Japan / Hokkaido / Seirou / NA	other	37.5201743528051	138.914818034069
H5N1|2344b|EPI_ISL_18979791|passeriformes|japan|2_1_1_1_1_1_1_1|2023-12-13	eastern asia	japan	NA	other	34.6205522932733	135.507247825506
H5N1|2344b|EPI_ISL_13026236|pelecaniformes|luxembourg|2_1_1_1_1_1_1_1|2021-12-14	western europe	luxembourg	Europe / Luxembourg / District de Grevenmacher / Remerschen / NA	other	49.6868212553332	6.34949296820615
H5N1|2344b|EPI_ISL_14388434|accipitriformes|belgium|2_1_1_1_1_1_1_1|2021-12-24	western europe	belgium	Europe / Belgium / Provincie West-Vlaanderen / Desselgem / NA	other	51.0391095671615	4.2420548599892
H5N1|2344b|EPI_ISL_17414598|NA|nigeria|2_1_1_1_1_1_1_1|2021-12-28	western africa	nigeria	Africa / Nigeria / Aguata LGA, Anambra State / NA / NA	other	6.20811508115918	6.9305894901959
H5N1|2344b|EPI_ISL_17414588|NA|nigeria|2_1_1_1_1_1_1_1|2021-10-28	western africa	nigeria	Africa / Nigeria / Enugu State / NA / NA	other	6.53403695811186	7.42105893133197
H5N1|2344b|EPI_ISL_17414596|NA|nigeria|2_1_1_1_1_1_1_1|2021-12-24	western africa	nigeria	Africa / Nigeria / Gombe State / NA / NA	other	10.4048391234083	11.2449552554432
H5N1|2344b|EPI_ISL_17414600|NA|nigeria|2_1_1_1_1_1_1_1|2021-01-22	western africa	nigeria	Africa / Nigeria / Kano / NA / NA	other	11.7356997144779	8.51358459540793
H5N1|2344b|EPI_ISL_17414610|NA|nigeria|2_1_1_1_1_1_1_1|2021-03-23	western africa	nigeria	Africa / Nigeria / Katsina State / NA / NA	other	12.3716337687424	7.62989372513377
H5N1|2344b|EPI_ISL_17414608|NA|nigeria|2_1_1_1_1_1_1_1|2021-03-12	western africa	nigeria	Africa / Nigeria / Niger State / NA / NA	other	9.93587181689239	5.60268175555151
H5N1|2344b|EPI_ISL_17414587|NA|nigeria|2_1_1_1_1_1_1_1|2021-10-16	western africa	nigeria	Africa / Nigeria / Odeda LGA, Ogun State / NA / NA	other	7.0017747155077	3.4674053159721
H5N1|2344b|EPI_ISL_17414582|NA|nigeria|2_1_1_1_1_1_1_1|2022-01-04	western africa	nigeria	Africa / Nigeria / Jos north, Plateau State / NA / NA	other	9.20979731798597	9.54756607799562
H5N1|2344b|EPI_ISL_18462531|caprimulgidae|nigeria|2_1_1_1_1_1_1_1|2022-03-01	western africa	nigeria	NA	other	9.58907159716497	8.08769036750384
H5N1|2344b|EPI_ISL_2227279|accipitriformes|netherlands|2_1_1_1_1_1_1_1|2021-05-07	western europe	netherlands	Europe / Netherlands / Provincie Friesland / Ooststellingwerf / NA	other	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_1048240|accipitriformes|netherlands|2_1_1_1_1_1_1_1|2021-01-09	western europe	netherlands	Europe / Netherlands / Provincie Gelderland / Gemeente Zaltbommel / NA	other	52.0617180422494	5.94466833784019
H5N1|2344b|EPI_ISL_6761011|falconiformes|netherlands|2_1_1_1_1_1_1_1|2021-11-04	western europe	netherlands	Europe / Netherlands / Provincie Noord-Holland / NA / NA	other	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_16838580|pelecaniformes|russia|2_1_1_1_1_1_1_1|2021-06-29	eastern europe	russia	Europe / Russia / NA / NA / NA	other	66.0376616061812	95.7970903417469
H5N1|2344b|EPI_ISL_7635907|accipitriformes|sweden|2_1_1_1_1_1_1_1|2021-11-26	northern europe	sweden	Europe / Sweden / Skane Lan / Svedala Kommun / NA	other	55.9474024317265	13.595146733816
H5N1|2344b|EPI_ISL_2652003|accipitriformes|sweden|2_1_1_1_1_1_1_1|2021-05-25	northern europe	sweden	Europe / Sweden / Stockholms Lan / Ekero Kommun / NA	other	59.4623673036598	18.1712252623315
H5N1|2344b|EPI_ISL_18132957|accipitriformes|united_states|2_1_1_1_1_1_1_1|2022-04-26	northern america	united states	NA	other	63.9513927980493	-152.396756538795
H5N1|2344b|EPI_ISL_17964937|suliformes|united_states|2_1_1_1_1_1_1_1|2023-04-07	northern america	united states	North America / United States / California / San Luis Obispo County / NA	other	37.1829246180653	-119.469343089956
H5N1|2344b|EPI_ISL_8799552|unknown|united_kingdom|2_1_1_1_1_1_1_1|2021-12-26	northern europe	united kingdom	Europe / United Kingdom / NA / NA / NA	unknown	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_14769967|galliformes|lesotho|2_1_1_1_1_1_1_1|2021-06-05	southern africa	lesotho	Africa / Lesotho / NA / NA / NA	galliformes-domestic	-29.5819622998706	28.2484329985868
H5N1|2344b|EPI_ISL_14639383|charadriiformes|south_africa|2_1_1_1_1_1_1_1|2021-05-20	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Cape Town / NA	charadriiformes-wild	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_14543004|galliformes|south_africa|2_1_1_1_1_1_1_1|2021-05-06	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Malmesbury / NA	galliformes-domestic	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_14645331|pelecaniformes|south_africa|2_1_1_1_1_1_1_1|2021-05-25	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Hout Bay / NA	other	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_15853343|anseriformes|south_africa|2_1_1_1_1_1_1_1|2022-02-15	southern africa	south africa	Africa / South Africa / Mpumalanga / Standerton / NA	anseriformes-wild	-26.1053974962555	28.126943330491
H5N1|2344b|EPI_ISL_14638201|charadriiformes|south_africa|2_1_1_1_1_1_1_1|2021-05-20	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Cape Town / NA	charadriiformes-wild	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_14710239|galliformes|south_africa|2_1_1_1_1_1_1_1|2021-05-31	southern africa	south africa	Africa / South Africa / Free State / Parys, Fezile Dabi District Municipality / NA	galliformes-domestic	-28.6110435828424	26.8801631625401
H5N1|2344b|EPI_ISL_14934607|galliformes|south_africa|2_1_1_1_1_1_1_1|2021-08-27	southern africa	south africa	Africa / South Africa / Gauteng / Pretoria / NA	galliformes-domestic	-26.1053974962555	28.126943330491
H5N1|2344b|EPI_ISL_14918217|galliformes|south_africa|2_1_1_1_1_1_1_1|2021-06-20	southern africa	south africa	Africa / South Africa / Province of KwaZulu-Natal / Ashburton / NA	galliformes-domestic	-28.7220063412643	30.7367833141436
H5N1|2344b|EPI_ISL_14573033|galliformes|south_africa|2_1_1_1_1_1_1_1|2021-05-10	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Worcester / NA	galliformes-domestic	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_14918305|struthioniformes|south_africa|2_1_1_1_1_1_1_1|2021-06-21	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Heidelberg / NA	other	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_15837655|galliformes|south_africa|2_1_1_1_1_1_1_1|2022-10-10	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Stellenbosch / NA	galliformes-domestic	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_15852552|charadriiformes|south_africa|2_1_1_1_1_1_1_1|2022-01-07	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Muizenburg / NA	charadriiformes-wild	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_15837851|suliformes|south_africa|2_1_1_1_1_1_1_1|2021-10-11	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Bettys Bay / NA	other	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_15852186|charadriiformes|south_africa|2_1_1_1_1_1_1_1|2021-11-11	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Clifton Sunset Beach / NA	charadriiformes-wild	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_15839840|sphenisciformes|south_africa|2_1_1_1_1_1_1_1|2021-10-26	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Dyer Island / NA	other	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_15852340|suliformes|south_africa|2_1_1_1_1_1_1_1|2021-12-06	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Natures Valley Beach / NA	other	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_15852844|galliformes|south_africa|2_1_1_1_1_1_1_1|2022-01-28	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Paarl / NA	galliformes-domestic	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_15853835|charadriiformes|south_africa|2_1_1_1_1_1_1_1|2022-03-28	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Seaforth Beach / NA	charadriiformes-wild	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_16839065|suliformes|namibia|2_1_1_1_1_1_1_1|2022-01-27	southern africa	namibia	Africa / Namibia / NA / NA / NA	other	-22.0779804513922	17.2076847589786
H5N1|2344b|EPI_ISL_17072111|sphenisciformes|south_africa|2_1_1_1_1_1_1_1|2022-11-07	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Strandfontein / NA	other	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_11007542|galliformes|niger|2_1_1_1_1_1_1_1|2022-01-01	western africa	niger	Africa / Niger / NA / NA / NA	galliformes-domestic	17.416961812486	9.34752038596442
H5N1|2344b|EPI_ISL_11007545|galliformes|niger|2_1_1_1_1_1_1_1|2022-01-01	western africa	niger	Africa / Niger / NA / NA / NA	galliformes-wild	17.416961812486	9.34752038596442
H5N1|2344b|EPI_ISL_11007547|galliformes|niger|2_1_1_1_1_1_1_1|2022-01-01	western africa	niger	Africa / Niger / NA / NA / NA	galliformes-domestic	17.416961812486	9.34752038596442
H5N1|2344b|EPI_ISL_17414639|galliformes|nigeria|2_1_1_1_1_1_1_1|2021-10-05	western africa	nigeria	Africa / Nigeria / Enugu North LGA, Enugu State / NA / NA	galliformes-domestic	6.53403695811186	7.42105893133197
H5N1|2344b|EPI_ISL_15853610|charadriiformes|south_africa|2_1_1_1_1_1_1_1|2022-03-22	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Elsenburg / NA	charadriiformes-wild	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_15853701|suliformes|south_africa|2_1_1_1_1_1_1_1|2022-03-23	southern africa	south africa	Africa / South Africa / Province of the Western Cape / Fish Hoek / NA	other	-33.016256445291	20.6109109128761
H5N1|2344b|EPI_ISL_14871337|galliformes|benin|2_1_1_1_1_1_1_1|2021-09-01	western africa	benin	Africa / Benin / NA / NA / NA	galliformes-domestic	9.64834530386091	2.33970693359707
H5N1|2344b|EPI_ISL_15350905|galliformes|ghana|2_1_1_1_1_1_1_1|2021-06-08	western africa	ghana	Africa / Ghana / NA / NA / NA	galliformes-domestic	7.9638263738498	-1.20832086013494
H5N1|2344b|EPI_ISL_17414597|NA|nigeria|2_1_1_1_1_1_1_1|2021-12-28	western africa	nigeria	Africa / Nigeria / Pantaini LBM, Gombe State / NA / NA	other	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_17414592|NA|nigeria|2_1_1_1_1_1_1_1|2021-12-15	western africa	nigeria	Africa / Nigeria / Gombe, Gombe State / NA / NA	other	10.4048391234083	11.2449552554432
H5N1|2344b|EPI_ISL_17414614|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-07	western africa	nigeria	Africa / Nigeria / Bauchi State / NA / NA	galliformes-domestic	10.7743712595196	9.98774039325803
H5N1|2344b|EPI_ISL_17414599|NA|nigeria|2_1_1_1_1_1_1_1|2021-12-29	western africa	nigeria	Africa / Nigeria / Tilden Fulani Toro LGA, Bauchi State / NA / NA	other	10.7743712595196	9.98774039325803
H5N1|2344b|EPI_ISL_17414626|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-21	western africa	nigeria	Africa / Nigeria / Dawakin Tofa, Kano State / NA / NA	galliformes-domestic	11.7356997144779	8.51358459540793
H5N1|2344b|EPI_ISL_17414629|galliformes|nigeria|2_1_1_1_1_1_1_1|2022-01-24	western africa	nigeria	Africa / Nigeria / Akwanga, Nasarawa State / NA / NA	galliformes-domestic	8.49899690269019	8.18723814005546
H5N1|2344b|EPI_ISL_18462532|anseriformes|nigeria|2_1_1_1_1_1_1_1|2022-04-01	western africa	nigeria	NA	anseriformes-wild	9.58907159716497	8.08769036750384
H5N1|2344b|EPI_ISL_18462540|charadriiformes|nigeria|2_1_1_1_1_1_1_1|2022-04-01	western africa	nigeria	NA	charadriiformes-wild	9.58907159716497	8.08769036750384
H5N1|2344b|EPI_ISL_18462537|ciconiiformes|nigeria|2_1_1_1_1_1_1_1|2022-04-01	western africa	nigeria	NA	other	9.58907159716497	8.08769036750384
H5N1|2344b|EPI_ISL_18133383|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-08	northern america	united states	NA	anseriformes-domestic	42.2600509271849	-71.808843036148
H5N1|2344b|EPI_ISL_7778775|anseriformes|finland|2_1_1_1_1_1_1_1|2021-06-01	northern europe	finland	Europe / Finland / NA / NA / NA	anseriformes-wild	64.2398144022788	26.1623842060791
H5N1|2344b|EPI_ISL_11259275|anseriformes|ireland|2_1_1_1_1_1_1_1|2021-11-09	northern europe	ireland	Europe / Ireland / NA / NA / NA	anseriformes-wild	53.1625189533631	-8.16313556364258
H5N1|2344b|EPI_ISL_2227278|anseriformes|netherlands|2_1_1_1_1_1_1_1|2021-05-09	western europe	netherlands	Europe / Netherlands / Provincie Groningen / Houwerzijl / NA	anseriformes-wild	52.0617180422494	5.94466833784019
H5N1|2344b|EPI_ISL_18133089|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-02-16	northern america	united states	NA	anseriformes-wild	41.6223913006482	-72.7284225329411
H5N1|2344b|EPI_ISL_17885992|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-06-23	northern america	united states	NA	anseriformes-wild	42.2600509271849	-71.808843036148
H5N1|2344b|EPI_ISL_13432800|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-04-04	northern america	united states	north america / united states / maine / waldo county / NA	anseriformes-wild	45.3675354819537	-69.2414491669595
H5N1|2344b|EPI_ISL_18001824|charadriiformes|iceland|2_1_1_1_1_1_1_1|2022-04-22	northern europe	iceland	NA	charadriiformes-wild	64.9850461261102	-18.587320734043
H5N1|2344b|EPI_ISL_18458053|charadriiformes|latvia|2_1_1_1_1_1_1_1|2021-05-30	northern europe	latvia	NA	charadriiformes-wild	56.8620641951116	24.9396020767644
H5N1|2344b|EPI_ISL_16641777|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-03-03	northern america	united states	North America / United States / Massachusetts / Barnstable county / W Falmouth	charadriiformes-wild	42.2600509271849	-71.808843036148
H5N1|2344b|EPI_ISL_16632510|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-07-08	northern america	united states	north america / united states / maine / hancook county / green island	charadriiformes-wild	45.3675354819537	-69.2414491669595
H5N1|2344b|EPI_ISL_18132515|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-02-21	northern america	united states	NA	charadriiformes-wild	42.9905358128524	-75.6520434129946
H5N1|2344b|EPI_ISL_15214841|charadriiformes|united_states|2_1_1_1_1_1_1_1|2022-06-23	northern america	united states	north america / united states / NA / NA / NA	charadriiformes-wild	44.75294654392	-103.651025114044
H5N1|2344b|EPI_ISL_13432788|galliformes|united_states|2_1_1_1_1_1_1_1|2022-04-04	northern america	united states	north america / united states / maine / waldo county / NA	galliformes-domestic	45.3675354819537	-69.2414491669595
H5N1|2344b|EPI_ISL_16021854|carnivora|canada|2_1_1_1_1_1_1_1|2022-06-28	northern america	canada	North America / Canada / Nova Scotia / NA / NA	mammal	45.1490704982647	-63.3691423931199
H5N1|2344b|EPI_ISL_16244526|carnivora|canada|2_1_1_1_1_1_1_1|2022-05-24	northern america	canada	North America / Canada / Prince Edward Island / NA / NA	mammal	46.3920118566273	-63.2427334714874
H5N1|2344b|EPI_ISL_2194219|carnivora|netherlands|2_1_1_1_1_1_1_1|2021-05-17	western europe	netherlands	Europe / Netherlands / Provincie Groningen / Bellingwolde / NA	mammal	52.0617180422494	5.94466833784019
H5N1|2344b|EPI_ISL_17424622|carnivora|united_states|2_1_1_1_1_1_1_1|2022-07-02	northern america	united states	north america / united states / maine / NA / NA	mammal	45.3675354819537	-69.2414491669595
H5N1|2344b|EPI_ISL_16173527|accipitriformes|canada|2_1_1_1_1_1_1_1|2022-03-14	northern america	canada	North America / Canada / Prince Edward Island / NA / NA	other	46.3920118566273	-63.2427334714874
H5N1|2344b|EPI_ISL_7778763|accipitriformes|finland|2_1_1_1_1_1_1_1|2021-06-01	northern europe	finland	Europe / Finland / NA / NA / NA	other	64.2398144022788	26.1623842060791
H5N1|2344b|EPI_ISL_13245602|accipitriformes|iceland|2_1_1_1_1_1_1_1|2021-10-25	northern europe	iceland	Europe / Iceland / Westfjords / KerlingarfjÃ¶rÃ°ur / NA	other	65.8095129318703	-22.559023931582
H5N1|2344b|EPI_ISL_2194014|accipitriformes|netherlands|2_1_1_1_1_1_1_1|2021-04-23	western europe	netherlands	Europe / Netherlands / Provincie Groningen / Noordlaren / NA	other	52.0617180422494	5.94466833784019
H5N1|2344b|EPI_ISL_18133350|passeriformes|united_states|2_1_1_1_1_1_1_1|2022-03-24	northern america	united states	NA	other	41.6223913006482	-72.7284225329411
H5N1|2344b|EPI_ISL_16641779|suliformes|united_states|2_1_1_1_1_1_1_1|2022-06-12	northern america	united states	North America / United States / Massachusetts / NA / NA	other	42.2600509271849	-71.808843036148
H5N1|2344b|EPI_ISL_18133122|unknown_avian|united_states|2_1_1_1_1_1_1_1|2022-04-04	northern america	united states	NA	other	45.3675354819537	-69.2414491669595
H5N1|2344b|EPI_ISL_18458053|unknown|NA|2_1_1_1_1_1_1_1|2021-05-30	NA	NA	NA	unknown	NA	NA
H5N1|2344b|EPI_ISL_18698983|anseriformes|united_states|2_1_1_1_1_1_1_1|2023-11-03	northern america	united states	NA	anseriformes-domestic	63.9513927980493	-152.396756538795
H5N1|2344b|EPI_ISL_18665621|anseriformes|canada|2_1_1_1_1_1_1_1|2023-11-20	northern america	canada	NA	anseriformes-wild	54.5586208852996	-124.37263203826
H5N1|2344b|EPI_ISL_18665641|charadriiformes|canada|2_1_1_1_1_1_1_1|2023-11-20	northern america	canada	NA	charadriiformes-wild	54.5586208852996	-124.37263203826
H5N1|2344b|EPI_ISL_18284462|galliformes|japan|2_1_1_1_1_1_1_1|2022-11-07	eastern asia	japan	NA	galliformes-domestic	43.3824165431654	142.542521870972
H5N1|2344b|EPI_ISL_18698941|galliformes|united_states|2_1_1_1_1_1_1_1|2023-10-27	northern america	united states	NA	galliformes-domestic	63.9513927980493	-152.396756538795
H5N1|2344b|EPI_ISL_18665689|accipitriformes|canada|2_1_1_1_1_1_1_1|2023-11-27	northern america	canada	NA	other	54.5586208852996	-124.37263203826
H5N1|2344b|EPI_ISL_16955748|passeriformes|japan|2_1_1_1_1_1_1_1|2022-11-24	eastern asia	japan	Asia / Japan / Hokkaido / Mukawa / NA	other	43.3824165431654	142.542521870972
H5N1|2344b|EPI_ISL_17999470|falconiformes|japan|2_1_1_1_1_1_1_1|2022-10-16	eastern asia	japan	NA	other	37.5201743528051	138.914818034069
H5N1|2344b|EPI_ISL_18876663|passeriformes|japan|2_1_1_1_1_1_1_1|2024-01-26	eastern asia	japan	NA	other	43.3824165431654	142.542521870972
H5N1|2344b|EPI_ISL_5145223|galliformes|germany|2_1_1_1_1_1_1_1|2021-05-05	western europe	germany	Europe / Germany / Lower Saxony / Emsland / NA	galliformes-domestic	52.7642105761026	9.16783937293005
H5N1|2344b|EPI_ISL_5530613|charadriiformes|united_kingdom|2_1_1_1_1_1_1_1|2021-07-20	northern europe	united kingdom	Europe / United Kingdom / Western Isles / Flannan Isles / NA	charadriiformes-wild	56.7931587491509	-4.20419908814114
H5N1|2344b|EPI_ISL_6600745|galliformes|sweden|2_1_1_1_1_1_1_1|2021-10-29	northern europe	sweden	Europe / Sweden / Skane Lan / Svedala Kommun / NA	galliformes-wild	55.9474024317265	13.595146733816
H5N1|2344b|EPI_ISL_6600769|accipitriformes|sweden|2_1_1_1_1_1_1_1|2021-10-29	northern europe	sweden	Europe / Sweden / Skane Lan / Svedala Kommun / NA	other	55.9474024317265	13.595146733816
H5N1|2344b|EPI_ISL_6931008|anseriformes|poland|2_1_1_1_1_1_1_1|2021-11-03	eastern europe	poland	Europe / Poland / Lubusz Voivodeship / NA / NA	anseriformes-domestic	52.1928452950358	15.3424757324533
H5N1|2344b|EPI_ISL_18458057|galliformes|poland|2_1_1_1_1_1_1_1|2021-11-06	eastern europe	poland	NA	galliformes-domestic	52.1141994014432	19.4236724631525
H5N1|2344b|EPI_ISL_13370513|anseriformes|united_kingdom|2_1_1_1_1_1_1_1|2021-12-04	northern europe	united kingdom	Europe / United Kingdom / England / NA / NA	anseriformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_17785728|anseriformes|austria|2_1_1_1_1_1_1_1|2022-04-13	western europe	austria	Europe / Austria / Bundesland Oberosterreich / Sch?rding / ?rding	anseriformes-wild	48.1371934331394	13.9653618911462
H5N1|2344b|EPI_ISL_17785731|anseriformes|austria|2_1_1_1_1_1_1_1|2022-01-03	western europe	austria	Europe / Austria / Bundesland Steiermark / Hartberg / NA	anseriformes-wild	47.2699907298467	15.014733244016
H5N1|2344b|EPI_ISL_9603927|anseriformes|czechia|2_1_1_1_1_1_1_1|2021-12-20	eastern europe	czechia	Europe / Czech Republic / Olomoucky Kraj / Okres Prostejov / VÃ­cemeÅ™ice	anseriformes-wild	49.7786245115919	17.190355445158
H5N1|2344b|EPI_ISL_12150661|anseriformes|czechia|2_1_1_1_1_1_1_1|2022-01-29	eastern europe	czechia	Europe / Czech Republic / Zlinsky Kraj / Okres Zlin / Spytihnev Zip Code: 76364	anseriformes-wild	49.2395239668424	17.7694110590927
H5N1|2344b|EPI_ISL_7753309|anseriformes|germany|2_1_1_1_1_1_1_1|2021-10-20	western europe	germany	Europe / Germany / Mecklenburg-Vorpommern / Vorpommern-Greifswald / NA	anseriformes-wild	53.7551744161606	12.5509509363277
H5N1|2344b|EPI_ISL_7753407|anseriformes|germany|2_1_1_1_1_1_1_1|2021-10-25	western europe	germany	Europe / Germany / Schleswig-Holstein / Dithmarschen / NA	anseriformes-wild	54.1814850326718	9.81577342948134
H5N1|2344b|EPI_ISL_11798568|anseriformes|denmark|2_1_1_1_1_1_1_1|2021-10-26	northern europe	denmark	Europe / Denmark / Region Sjaland / Guldborgsund / NA	anseriformes-wild	55.2791973821106	11.7026524381832
H5N1|2344b|EPI_ISL_18788586|anseriformes|denmark|2_1_1_1_1_1_1_1|2021-12-09	northern europe	denmark	NA	anseriformes-wild	55.9512996898935	10.0707816763207
H5N1|2344b|EPI_ISL_13369780|anseriformes|united_kingdom|2_1_1_1_1_1_1_1|2021-11-26	northern europe	united kingdom	Europe / United Kingdom / England / NA / NA	anseriformes-wild	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_13370693|anseriformes|isle_of_man|2_1_1_1_1_1_1_1|2022-01-14	northern europe	isle of man	Europe / Isle of Man / NA / NA / NA	anseriformes-wild	54.2274459818122	-4.5394736212416
H5N1|2344b|EPI_ISL_11259280|anseriformes|ireland|2_1_1_1_1_1_1_1|2021-11-15	northern europe	ireland	Europe / Ireland / NA / NA / NA	anseriformes-wild	53.1625189533631	-8.16313556364258
H5N1|2344b|EPI_ISL_13370897|anseriformes|jersey|2_1_1_1_1_1_1_1|2022-02-22	northern europe	jersey	Europe / United Kingdom / NA / NA / NA	anseriformes-wild	49.2138286332854	-2.13245261248515
H5N1|2344b|EPI_ISL_13369757|anseriformes|united_kingdom|2_1_1_1_1_1_1_1|2021-11-14	northern europe	united kingdom	Europe / United Kingdom / Scotland / NA / NA	anseriformes-wild	56.7931587491509	-4.20419908814114
H5N1|2344b|EPI_ISL_6761007|anseriformes|netherlands|2_1_1_1_1_1_1_1|2021-11-09	western europe	netherlands	Europe / Netherlands / Provincie Friesland / NA / NA	anseriformes-wild	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_6761024|anseriformes|netherlands|2_1_1_1_1_1_1_1|2021-11-13	western europe	netherlands	Europe / Netherlands / North Brabant / NA / NA	anseriformes-wild	51.5616727876811	5.19541346074046
H5N1|2344b|EPI_ISL_6675744|anseriformes|netherlands|2_1_1_1_1_1_1_1|2021-11-18	western europe	netherlands	Europe / Netherlands / Provincie Noord-Holland / NA / NA	anseriformes-wild	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_11580255|anseriformes|sweden|2_1_1_1_1_1_1_1|2022-01-21	northern europe	sweden	Europe / Sweden / Skane Lan / Trelleborgs Kommun / NA	anseriformes-wild	55.9474024317265	13.595146733816
H5N1|2344b|EPI_ISL_11561593|charadriiformes|united_kingdom|2_1_1_1_1_1_1_1|2022-02-03	northern europe	united kingdom	Europe / United Kingdom / England / NA / NA	charadriiformes-wild	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_11259261|charadriiformes|ireland|2_1_1_1_1_1_1_1|2021-11-17	northern europe	ireland	Europe / Ireland / NA / NA / NA	charadriiformes-wild	53.1625189533631	-8.16313556364258
H5N1|2344b|EPI_ISL_7952121|charadriiformes|netherlands|2_1_1_1_1_1_1_1|2021-11-22	western europe	netherlands	Europe / Netherlands / Provincie Friesland / NA / NA	charadriiformes-wild	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_10993196|charadriiformes|netherlands|2_1_1_1_1_1_1_1|2022-01-29	western europe	netherlands	Europe / Netherlands / Lauwersmeer / NA / NA	charadriiformes-wild	53.2180813959811	6.7445168668343
H5N1|2344b|EPI_ISL_9261749|charadriiformes|netherlands|2_1_1_1_1_1_1_1|2022-01-14	western europe	netherlands	Europe / Netherlands / Provincie Noord-Holland / De Kreupel / NA	charadriiformes-wild	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_7626512|galliformes|czechia|2_1_1_1_1_1_1_1|2021-11-25	eastern europe	czechia	Europe / Czech Republic / South Moravian Region / Okres Breclav / Lednice; ZipCode:69103	galliformes-domestic	49.0792008172895	16.6634176148425
