segment,cluster_profile,host_simplifiedhost,persistence_host_median,persistence_host_max,persistence_host_sum
ha,2_1_17_1_1_1_1_1,galliformes-domestic,1.1204927900656676,1.1204927900656783,4.955648419429168
ha,2_1_17_1_1_1_1_1,other-bird,0.3755826541869558,0.3755826541869558,0.3755826541869558
ha,17_1_1_1_1_1_1_1,galliformes-domestic,0.9561770251213382,1.038368805943196,6.836840207223622
ha,17_1_1_1_1_1_1_1,anseriformes-wild,0.0921831036057883,0.15422454223541937,0.1843662072115766
ha,17_1_1_1_1_1_1_1,galliformes-wild,0.1761423504547457,0.1761423504547457,0.1761423504547457
ha,2_1_1_1_1_28_6_1,galliformes-domestic,0.18071279907660998,0.18071279907660998,0.18071279907660998
ha,14_2_11_2_3_17_1_15,anseriformes-wild,2.772513325446406,2.772513325446406,2.772513325446406
ha,14_2_11_2_3_17_1_15,galliformes-domestic,0.04562463196220534,0.04562463196220534,0.04562463196220534
ha,3_2_3_1_3_2_2_2,galliformes-domestic,1.1236185451067096,1.1236185451067096,1.1236185451067096
ha,22_2_3_1_3_2_1_2,anseriformes-wild,2.379489527140258,2.4370237737156675,7.102852143064885
ha,3_2_3_2_3_3_2_2,galliformes-domestic,1.7853397690431279,1.9743808649335506,13.354795827184219
ha,7_2_5_2_13_3_1_2,galliformes-wild,2.85129350428799,2.85129350428799,2.85129350428799
ha,7_2_5_2_13_3_1_2,anseriformes-wild,0.2141531405408248,0.2141531405408248,0.2141531405408248
ha,3_2_3_1_3_2_4_2,galliformes-domestic,0.20995643524225116,0.20995643524225116,0.20995643524225116
ha,1_2_3_2_3_3_2_2,anseriformes-wild,1.1388812292703134,1.1388812292703134,4.555524917081254
ha,3_2_3_2_3_3_2_2,anseriformes-wild,1.1169634210512331,1.1169634210512331,1.1169634210512331
ha,7_2_5_2_9_3_1_2,galliformes-domestic,2.315056152380728,2.434373382273278,9.361594472536499
ha,7_2_5_2_9_3_1_2,anseriformes-wild,0.12356596663449881,0.12356596663450059,0.24713193326899763
ha,3_1_3_1_3_14_1_2,anseriformes-wild,0.9026711987572982,0.9283186298194206,3.5097581787249417
ha,3_1_3_1_3_14_1_2,galliformes-domestic,0.38509819075728213,0.38509819075728213,0.38509819075728213
ha,3_1_3_1_3_14_1_2,other-bird,0.02115787582285744,0.02115787582285744,0.02115787582285744
ha,1_6_6_1_5_1_1_5,anseriformes-wild,0.11909448572130721,0.2379533662163995,0.7111935751247369
ha,1_6_6_1_5_1_1_5,environment,0.05975842785874663,0.06680408597439058,0.11951685571749326
ha,1_6_6_1_5_1_1_5,other-bird,0.13197807779660575,0.23616620922490927,0.2639561555932115
ha,1_1_7_1_5_1_1_5,anseriformes-wild,0.0940525413065395,0.24340222238080322,0.5172469154003552
ha,1_1_12_1_1_1_1_1,other-bird,0.4764333708997137,0.6408169325436628,3.259399125306869
ha,2_1_6_1_5_1_1_1,anseriformes-wild,0.37268006035647794,0.4584793099538862,1.5445105214427723
ha,2_1_1_1_6_1_1_1,anseriformes-wild,0.37265815927202883,0.548389965201507,2.4109724623632016
ha,2_1_1_1_6_1_1_1,galliformes-domestic,0.17062255326346332,0.3714054127951001,1.1246509568742105
ha,2_1_6_1_5_1_1_1,galliformes-domestic,0.08118754029088837,0.08118754029088837,0.08118754029088837
ha,2_1_1_1_6_1_1_1,galliformes-wild,0.11695566600185092,0.11695566600185092,0.11695566600185092
ha,11_7_6_1_5_1_1_6,galliformes-domestic,0.22752013915168412,0.4473978688070366,6.743773137704527
ha,11_7_6_1_5_1_1_6,anseriformes-wild,0.2200674657024102,1.1294667707512005,13.66894618184368
ha,11_7_6_1_5_1_1_6,anseriformes-wild+other-bird,0.06495472795814061,0.13720173652337575,1.3845103336992435
ha,11_7_6_1_5_1_1_6,other-bird,0.3380685207438461,0.5749396675861336,6.772555637037381
ha,1_1_12_1_1_1_1_1,mammal,0.2340935427299211,0.2340935427299211,0.2340935427299211
ha,1_6_6_1_5_1_1_1,anseriformes-wild,0.07582477891639439,0.07582477891639439,0.07582477891639439
ha,1_6_6_1_5_1_1_1,other-bird,0.21347215362001126,0.21347215362001126,0.21347215362001126
ha,1_1_7_1_5_1_1_1,other-bird,0.20182163100878103,0.34428738443341356,0.7287525642592465
ha,1_1_12_1_1_1_1_1,anseriformes-wild,0.01962312004240463,0.01962312004240463,0.01962312004240463
ha,11_7_6_1_5_1_1_6,mammal,0.43517181466099153,0.43517181466099153,0.43517181466099153
ha,1_7_1_1_9_1_1_1,other-bird,0.04066273233962914,0.04066273233962914,0.04066273233962914
ha,1_7_6_1_5_1_1_6,environment,0.16141167380139754,0.16141167380139754,0.16141167380139754
ha,9_1_7_1_5_1_1_1,anseriformes-wild,0.14624896264207798,0.18728744679964482,0.4455654697489333
ha,11_7_1_1_6_1_1_1,anseriformes-wild,0.12141692264152848,0.12141692264152848,0.12141692264152848
ha,2_6_6_1_5_1_1_6,other-bird,0.23867618928643441,0.23867618928643441,0.23867618928643441
ha,20_7_6_1_3_1_1_1,anseriformes-wild,0.21323804961175696,0.21323804961175696,0.21323804961175696
ha,20_7_6_1_3_1_1_1,environment,0.016465542632032815,0.016465542632032815,0.016465542632032815
ha,1_1_7_1_5_1_1_5,environment,0.3071920006941449,0.3071920006941449,0.3071920006941449
ha,1_1_7_1_5_1_1_5,anseriformes-wild+other-bird,0.10544853467500026,0.10544853467500026,0.22551956133591045
ha,9_1_7_1_5_1_1_5,environment,0.04467173539984515,0.19276689885435871,0.4105002569361389
ha,20_1_7_1_5_1_1_1,anseriformes-wild,0.3615121906376446,0.3615121906376446,0.3615121906376446
ha,9_9_13_1_5_1_1_5,other-bird,0.14842961527490406,0.14842961527490406,0.14842961527490406
ha,11_7_6_1_5_1_1_6,environment,0.24654074209519505,0.2581432072277523,0.6341313503388566
ha,11_7_6_1_5_1_1_6,charadriiformes-wild,0.08009561581740421,0.08009561581740421,0.08009561581740421
ha,11_1_13_1_5_1_1_5,other-bird,0.18608546306090568,0.18608546306090568,0.618565499855557
ha,11_1_13_1_5_1_1_5,galliformes-domestic,0.23198857304854914,0.3114406278430495,0.7386227728420824
ha,11_1_13_1_5_1_1_5,environment,0.053617900681923736,0.07789089150910833,0.10723580136384747
ha,11_1_6_1_5_1_1_6,anseriformes-wild,0.1443295758131402,0.1443295758131402,0.1443295758131402
ha,11_1_6_1_5_1_1_6,other-bird,0.20393565456918505,0.20393565456918505,0.20393565456918505
ha,1_1_7_1_5_1_1_5,other-bird,0.20649899824631168,0.41956545033726833,0.8607730294101712
ha,20_1_2_1_5_1_1_6,other-bird,0.3612386644158958,0.3612386644158958,0.3612386644158958
ha,20_1_2_1_5_1_1_6,anseriformes-wild+other-bird,0.04038703524375986,0.04038703524375986,0.04038703524375986
ha,11_7_6_1_5_1_1_1,other-bird,0.2210321912576898,0.2210321912576898,0.2210321912576898
ha,2_6_1_1_6_1_1_6,anseriformes-wild,0.2414445351574459,0.2414445351574459,0.2414445351574459
ha,2_6_1_1_6_1_1_6,galliformes-domestic,0.3789226448543266,0.3789226448543266,0.3789226448543266
ha,11_7_6_1_5_1_1_1,anseriformes-wild,0.23711660821380498,0.23711660821380498,0.23711660821380498
ha,1_1_7_1_5_1_1_5,galliformes-domestic,0.09338184581512632,0.09338184581512632,0.09338184581512632
ha,1_1_7_1_1_1_1_5,galliformes-domestic,0.12498754833461856,0.12498754833461856,0.12498754833461856
ha,1_1_7_1_1_1_1_5,anseriformes-wild,0.12083219814618662,0.12083219814618662,0.12083219814618662
ha,20_9_13_1_5_1_1_1,galliformes-domestic,0.08211868633372266,0.08211868633372266,0.08211868633372266
ha,20_9_13_1_5_1_1_1,other-bird,0.04987257277681145,0.04987257277681145,0.04987257277681145
ha,2_1_1_1_5_1_1_18,galliformes-domestic,0.45489035701921043,0.45489035701921043,0.45489035701921043
ha,9_1_7_1_5_1_1_1,galliformes-domestic,0.0999733269923544,0.0999733269923544,0.0999733269923544
ha,2_1_12_1_1_1_1_1,galliformes-domestic,0.29893669180123794,0.29893669180123794,0.29893669180123794
ha,2_1_12_1_1_1_1_1,other-bird,0.14598213763720036,0.14598213763720036,0.14598213763720036
ha,9_1_7_1_5_1_1_5,other-bird,0.03951466516095792,0.08782119085174145,0.21911064293354165
ha,9_1_7_1_5_1_1_5,galliformes-wild,0.2649496940198359,0.2649496940198359,0.2649496940198359
ha,2_1_1_1_6_1_1_1,other-bird,0.04181566582544782,0.04181566582544782,0.04181566582544782
ha,14_1_12_1_6_1_1_1,environment,0.11247748719417272,0.11247748719417272,0.11247748719417272
