weighted_diff_coeff,median_anseriformes_wild,median_charadriiformes_wild,segment,collection_regionname,season
340483.7,0.20637407369671568,0,ha,europe,migrating_autumn
0,0.2695931892917516,0,ha,europe,breeding
0,0.08069187243459686,0,ha,europe,breeding
0,0.10016580417366638,0,ha,europe,overwintering
0,0.03419626788719165,0,ha,europe,migrating_autumn
0,0,0.07479911539179618,ha,europe,overwintering
133356.8,0,0.3708050909422971,ha,europe,overwintering
4813.803,0,0,ha,europe,breeding
2376.941,0,0,ha,europe,breeding
0,0,0.1215302723407059,ha,europe,breeding
331.6956,0,0,ha,europe,breeding
0,0.10638233426214994,0.01498918995710063,ha,europe,migrating_spring
187561.1,0.5127450985829562,0.11187631300950795,ha,europe,breeding
0,0.73090616890729,0,ha,europe,breeding
0,0.5523384887032168,0,ha,europe,migrating_spring
62196.95,0.11458977294040772,0,ha,europe,breeding
0,0.0804961239186266,0.1796301698599403,ha,europe,migrating_autumn
32288.5,0.25403243034495215,0,ha,europe,migrating_autumn
0,0.1733306881781802,0,ha,europe,overwintering
0,0.13709962635610173,0,ha,asia,breeding
92922.92,0.31053609464656695,0.07015166873003187,ha,europe,migrating_autumn
222746.8,0.17420221855718365,0,ha,europe,breeding
9397.67,0,0,ha,europe,overwintering
5716.812,0.4768833146116913,0,ha,europe,migrating_autumn
0,0,0,ha,central & northern america,migrating_autumn
1446.992,0.18171435067359232,0,ha,central & northern america,breeding
243443.6,0,0.38366030712718224,ha,central & northern america,breeding
0,0,0,ha,central & northern america,migrating_autumn
28026.7,0.02397104237561986,0,ha,central & northern america,overwintering
1292468,0.38566145852880984,0.24770534879299588,ha,central & northern america,overwintering
1679186,0.00696639873610838,0.10166233586798867,ha,central & northern america,overwintering
9664.642,0.11185874332476996,0,ha,central & northern america,overwintering
0,0.08068180224552446,0,ha,central & northern america,migrating_autumn
0,0.26082174321951346,0,ha,central & northern america,migrating_autumn
0,0,0,ha,central & northern america,migrating_autumn
0,0.2551663635928372,0,ha,central & northern america,migrating_spring
1136495,0.22742274084129965,0.0741290305537019,ha,central & northern america,overwintering
0,0.20515577785606043,0,ha,central & northern america,overwintering
0,0,0,ha,central & northern america,breeding
1085326,0.09066061304386852,0,ha,central & northern america,overwintering
2026181,0.2020480879669143,0.2219494006207103,ha,central & northern america,migrating_autumn
652265.2,0.21686435244325897,0,ha,central & northern america,migrating_autumn
461136.3,0.12698171174886852,0,ha,central & northern america,migrating_autumn
1609117,0.21603791533756267,0,ha,central & northern america,migrating_autumn
1333971,0.2324187995857886,0,ha,central & northern america,migrating_autumn
0,0,0,ha,central & northern america,overwintering
0,0.18335967637324124,0,ha,central & northern america,migrating_autumn
45889.27,0.48048505438982225,0,ha,central & northern america,migrating_spring
0,0.32181767471106193,0,ha,central & northern america,breeding
197798.3,0,0,ha,central & northern america,migrating_autumn
25831.03,0.1506998277553242,0,ha,central & northern america,migrating_spring
0,0.04862948663600552,0,ha,central & northern america,overwintering
0,0.1730561757002671,0,ha,central & northern america,migrating_spring
101502.4,0.05914908924933049,0,ha,central & northern america,migrating_autumn
19771.12,0,0,ha,central & northern america,migrating_autumn
924632.8,0.3745530074281116,0.09752493374902604,ha,central & northern america,overwintering
7783.134,0.04144927480896543,0,ha,central & northern america,migrating_spring
0,0.29582941371931737,0,ha,central & northern america,migrating_spring
535361.8,0.3715715285385732,0.11186077070473166,ha,central & northern america,overwintering
134.6142,0,0,ha,central & northern america,overwintering
0,0.06663832755223575,0,ha,central & northern america,breeding
0,0,0,ha,central & northern america,migrating_autumn
0,0.3745530074281116,0.09752493374902604,ha,central & northern america,migrating_spring
1323.536,0.7099050488131518,0,mp,africa,migrating_autumn
1005.831,1.1532996622068317,0,mp,africa,overwintering
0,0,0,mp,africa,migrating_spring
0,3.101040205787021,0,mp,africa,migrating_autumn
0,0,0,mp,africa,migrating_autumn
0,0,0,mp,africa,migrating_autumn
361145.4,0.09709522704130258,0,mp,africa,breeding
70644.67,0,0,mp,africa,breeding
48822.47,0.10215224963607827,0,mp,africa,migrating_spring
210111.1,0.4649259065852993,0,mp,africa,migrating_autumn
0,1.470875859893722,0,mp,africa,migrating_autumn
0,0,0,mp,asia,migrating_autumn
0,0.2511449679342004,0,mp,asia,overwintering
1076601,0.05190956288993087,0,mp,asia,migrating_autumn
548849.2,0.12768397472657345,0,mp,asia,breeding
0,0,0,mp,asia,migrating_autumn
2784824,0,0,mp,asia,migrating_autumn
0,0,0,mp,asia,migrating_autumn
87496.94,0.1276657434094206,0,mp,asia,migrating_autumn
505328.5,0.11974956630805432,0,mp,asia,migrating_autumn
0,0.05482694509801877,0,mp,asia,migrating_autumn
0,0,0,mp,asia,migrating_autumn
0,0.06759625913631506,0,mp,asia,overwintering
1525149,0,0,mp,asia,migrating_autumn
0,0.03600232046794538,0,mp,central & northern america,migrating_autumn
0,0.2063232561355477,0,mp,asia,overwintering
0,0.291254762984992,0,mp,asia,overwintering
221618.4,0.22217629057893615,0,mp,asia,overwintering
0,0,0,mp,asia,migrating_autumn
0,0.32547373546626535,0,mp,asia,migrating_autumn
121865.4,0.19668804375805227,0,mp,asia,migrating_autumn
0,-0.01963658795664802,0,mp,asia,overwintering
117407.3,0.47994783585802514,0,mp,asia,migrating_autumn
0,0.2881218329471782,0,mp,asia,migrating_spring
6377.815,0.2953340012566299,0,mp,asia,migrating_autumn
0,0.06785886041810407,0,mp,asia,overwintering
22571.32,0.27534389277998184,0,mp,asia,overwintering
0,0.20124890030677367,0,mp,asia,breeding
0,0.3832317461823549,0,mp,asia,migrating_spring
44511.89,0.6471064609064694,0,mp,asia,overwintering
269428.7,0.42822887754212857,0,mp,asia,breeding
0,0,0,mp,asia,migrating_spring
706668.5,0,0,mp,asia,breeding
0,0.16881179538513447,0,mp,asia,migrating_autumn
0,0.34748380530121104,0,mp,asia,migrating_spring
0,0.40028024145044494,0,mp,asia,migrating_autumn
1685995,0.11054228463475324,0,mp,asia,overwintering
0,0.100120491445427,0,mp,asia,migrating_autumn
21613.49,0.2091890451151519,0,mp,asia,migrating_autumn
0,1.4738986590083138,0,mp,asia,migrating_spring
32541.81,0.10869500879891224,0,mp,asia,breeding
0,0,0,mp,asia,migrating_autumn
0,0.23267905826214008,0,mp,asia,migrating_autumn
0,0.1183759776865525,0,mp,asia,migrating_autumn
0,0.16482016744654882,0,mp,asia,migrating_autumn
0,0,0,mp,asia,migrating_autumn
0,0.06795991358457876,0,mp,asia,migrating_autumn
20932.82,0.08850136796615626,0.15006625878505475,mp,central & northern america,overwintering
815428.8,0.2855925158018413,0.06741086481926728,mp,central & northern america,overwintering
0,0,0,mp,asia,migrating_autumn
622153.3,0.06282105720473918,0,mp,asia,migrating_autumn
0,0,0,mp,asia,overwintering
0,0,0,mp,asia,overwintering
0,0,0,mp,asia,migrating_autumn
953213.9,0.03210016446083941,0.1987553497177128,mp,asia,overwintering
0,0.01814839977511972,0,mp,asia,breeding
0,0.07309736794963051,0,mp,asia,migrating_autumn
0,0.09640779350633188,0,mp,asia,migrating_spring
0,0.10411785163596043,0,mp,asia,breeding
0,0.00138824430679029,0,mp,asia,migrating_autumn
0,0,0,mp,asia,migrating_autumn
0,0,0,mp,asia,migrating_autumn
0,0,0,mp,asia,overwintering
0,0.6973954667949718,0,mp,asia,overwintering
0,0.07977079257104247,0,mp,asia,migrating_autumn
177281.3,0.35578454831857886,0,mp,asia,migrating_autumn
170269.5,0.01265510481507981,0,mp,asia,migrating_spring
0,0.03934346904999586,0,mp,asia,migrating_spring
0,0,0,mp,asia,migrating_autumn
0,0.13006800823570153,0,mp,asia,migrating_autumn
0,0,0,mp,asia,migrating_autumn
0,0,0,mp,asia,breeding
276852,0.4949460674922097,0,mp,asia,breeding
0,0,0,mp,asia,migrating_autumn
329367.5,0,0,mp,asia,migrating_spring
0,0,0,mp,asia,breeding
0,0,0,mp,asia,migrating_autumn
0,0.09075918123230586,0,mp,asia,migrating_autumn
0,0.16129102361677017,0,mp,asia,migrating_autumn
24260.31,0,0,mp,asia,migrating_autumn
0,0,0,mp,asia,migrating_autumn
3175285,0.14274117474052606,0,mp,asia,migrating_spring
843503.7,0.06321639408028701,0,mp,central & northern america,migrating_spring
2053708,0.1810573441152901,0.03428228791967092,mp,central & northern america,overwintering
1553946,0.2855925158018413,0.06741086481926728,mp,central & northern america,overwintering
620520.7,0.2487329985080864,0,mp,central & northern america,migrating_autumn
0,0,0,mp,central & northern america,migrating_autumn
0,0,0,mp,central & northern america,migrating_autumn
93774.17,0,0.02441731021015414,mp,central & northern america,migrating_spring
4523160,0.30424795258407866,0,mp,central & northern america,migrating_autumn
639879.7,0.3027083363894967,0.0814490425462644,mp,central & northern america,migrating_spring
1006055,0.08850136796615626,0.15006625878505475,mp,central & northern america,overwintering
3965493,0.11295920555859816,0.0166697570735872,mp,central & northern america,migrating_spring
236645.2,0.21418224206379977,0,mp,central & northern america,breeding
0,0.1603718296239509,0,mp,central & northern america,migrating_spring
5868.869,0,0,mp,central & northern america,overwintering
0,0.04371119386079525,0,mp,central & northern america,overwintering
126044.3,0.01933527810372126,0,mp,central & northern america,migrating_spring
6954.944,0.05819040012714582,0,mp,central & northern america,breeding
0,0,0,mp,central & northern america,migrating_autumn
28512.19,0.03863125508284604,0,mp,central & northern america,migrating_spring
0,0,0,mp,central & northern america,migrating_autumn
0,0.41412307360139256,0,mp,central & northern america,migrating_spring
0,0,0,mp,central & northern america,migrating_autumn
0,0.04804256765759973,0,mp,central & northern america,migrating_spring
0,0.06573243434488996,0,mp,central & northern america,migrating_spring
0,0.1944781618257312,0,mp,central & northern america,migrating_autumn
757130.7,0,0,mp,central & northern america,overwintering
243765.7,0,0,mp,central & northern america,migrating_autumn
100454.2,0.25678662674636854,0,mp,central & northern america,migrating_spring
0,0.2793182275862216,0,mp,central & northern america,breeding
0,0,0,mp,central & northern america,migrating_spring
1937701,0.14257215002294,0.2062625957786528,mp,central & northern america,overwintering
777336.4,0.10477379879649652,0,mp,central & northern america,migrating_autumn
0,0.12595440661839563,0,mp,central & northern america,migrating_spring
0,0.1860586302467244,0,mp,central & northern america,migrating_autumn
17093.07,0.22776972639544055,0,mp,central & northern america,migrating_autumn
0,0.32364606251058636,0,mp,central & northern america,migrating_autumn
0,0,0,mp,central & northern america,migrating_spring
0,0.08907772390350566,0,mp,central & northern america,migrating_spring
0,0,0,mp,central & northern america,migrating_spring
0,0.17986573140146067,0,mp,central & northern america,breeding
0,0.08850136796615626,0.15006625878505475,mp,central & northern america,migrating_spring
72199.74,0,0,nx,africa,migrating_autumn
1915.93,0,0,nx,africa,breeding
66102.69,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,migrating_spring
32297.68,0,0,nx,asia,migrating_spring
0,0,0,nx,asia,breeding
0,0,0,nx,asia,migrating_autumn
5050.758,0,0,nx,asia,migrating_spring
0,0,0,nx,asia,breeding
0,0,0,nx,asia,breeding
0,0,0,nx,asia,breeding
10128.39,0,0,nx,asia,migrating_spring
0,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,breeding
93885.01,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,breeding
842149.9,0,0,nx,asia,migrating_spring
0,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,migrating_spring
29876.72,0,0,nx,asia,breeding
7712.46,0,0,nx,asia,migrating_spring
0,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,breeding
0,0,0,nx,asia,breeding
0,0,0,nx,asia,migrating_spring
0,0,0,nx,asia,breeding
0,0,0,nx,asia,breeding
0,0,0,nx,asia,migrating_spring
0,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,breeding
366418.6,0,0,nx,asia,migrating_autumn
25163.72,0,0,nx,asia,migrating_spring
0,0,0,nx,asia,migrating_spring
0,0,0,nx,asia,breeding
0,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,migrating_autumn
8078.021,0,0,nx,asia,breeding
0,0,0,nx,asia,breeding
0,0,0,nx,asia,breeding
787.4861,0,0,nx,asia,migrating_spring
0,0,0,nx,central & northern america,migrating_autumn
17701.02,0,0,nx,central & northern america,migrating_autumn
0,0,0,nx,central & northern america,migrating_autumn
0,0,0,nx,central & northern america,migrating_autumn
74844.87,0,0,nx,central & northern america,breeding
0,0,0,nx,central & northern america,migrating_autumn
0,0,0,nx,central & northern america,migrating_spring
7610920,0,0,nx,central & northern america,overwintering
217456.2,0,0,nx,central & northern america,overwintering
1068900,0,0,nx,central & northern america,overwintering
127984.1,0,0,nx,central & northern america,overwintering
2422466,0,0,nx,central & northern america,migrating_spring
1916.591,0,0,nx,central & northern america,migrating_spring
0,0,0,nx,central & northern america,migrating_spring
871145.8,0,0,nx,central & northern america,overwintering
0,0,0,nx,central & northern america,overwintering
0,0,0,nx,central & northern america,migrating_spring
14107.91,0,0,nx,central & northern america,overwintering
0,0,0,nx,central & northern america,migrating_spring
2577.624,0,0,nx,central & northern america,migrating_spring
240802.6,0,0,nx,central & northern america,overwintering
94952.69,0,0,nx,central & northern america,migrating_spring
193524.3,0,0,nx,central & northern america,migrating_spring
1570334,0,0,nx,central & northern america,overwintering
1892516,0,0,nx,central & northern america,migrating_autumn
798841.2,0,0,nx,central & northern america,migrating_autumn
557683.7,0,0,nx,central & northern america,migrating_autumn
0,0,0,nx,central & northern america,migrating_autumn
215109.1,0,0,nx,central & northern america,migrating_autumn
0,0,0,nx,central & northern america,migrating_autumn
0,0,0,nx,central & northern america,migrating_autumn
0,0,0,nx,central & northern america,breeding
0,0,0,nx,central & northern america,migrating_spring
0,0,0,nx,central & northern america,migrating_autumn
0,0,0,nx,central & northern america,migrating_autumn
0,0,0,nx,central & northern america,overwintering
218933.1,0,0,nx,central & northern america,migrating_autumn
0,0,0,nx,central & northern america,migrating_spring
94589.61,0,0,nx,africa,breeding
0,0,0,nx,asia,breeding
309017.7,0,0,nx,asia,breeding
3619.625,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,overwintering
0,0,0,nx,asia,breeding
0,0,0,nx,asia,breeding
0,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,overwintering
875991.8,0,0,nx,central & northern america,overwintering
0,0,0,nx,asia,breeding
0,0,0,nx,asia,migrating_spring
70194.86,0,0,nx,asia,migrating_spring
0,0,0,nx,asia,migrating_spring
169942.8,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,breeding
0,0,0,nx,asia,migrating_spring
1701.863,0,0,nx,asia,overwintering
0,0,0,nx,asia,migrating_spring
7426.248,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,migrating_spring
0,0,0,nx,asia,breeding
41968.12,0,0,nx,asia,migrating_autumn
41.02079,0,0,nx,asia,migrating_spring
178732,0,0,nx,africa,migrating_autumn
0,0,0,nx,africa,migrating_autumn
21928.94,0,0,nx,africa,overwintering
81169.89,0,0,nx,africa,breeding
0,0,0,nx,africa,overwintering
0,0,0,nx,africa,migrating_spring
1575.651,0,0,nx,africa,breeding
452293.6,0,0,nx,asia,migrating_autumn
613973,0,0,nx,asia,migrating_autumn
5834950,0,0,nx,asia,migrating_autumn
65613.89,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,overwintering
8723978,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,migrating_autumn
677432.3,0,0,nx,asia,overwintering
0,0,0,nx,asia,overwintering
7307589,0,0,nx,asia,overwintering
5861752,0,0,nx,asia,migrating_autumn
9382014,0,0,nx,asia,migrating_autumn
9994179,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,overwintering
0,0,0,nx,asia,overwintering
0,0,0,nx,asia,migrating_autumn
0,0,0,nx,asia,migrating_autumn
177868.7,0,0,nx,asia,migrating_spring
118125.1,0,0,nx,asia,breeding
391476.1,0.14304403537194688,0,np,africa,breeding
0,0,0,np,asia,migrating_autumn
0,3.798363698959868,0,np,europe,overwintering
19621.73,2.264643593868554,0,np,africa,overwintering
0,0,0,np,africa,migrating_autumn
0,0,0,np,africa,breeding
1859.149,1.2097223469484604,0,np,africa,overwintering
267.4355,1.1086419004616523,0,np,africa,overwintering
14330.37,0,0,np,africa,migrating_autumn
0,0.26464303611415474,0,np,europe,migrating_autumn
0,0,0,np,africa,migrating_autumn
81595.47,0.3674422529269652,0,np,africa,breeding
0,3.372618788064269,0,np,asia,overwintering
0,1.043543450571196,0,np,asia,migrating_autumn
142868.1,1.5351717316518432,0,np,asia,migrating_autumn
352183.4,0.37748371794665303,0,np,asia,migrating_spring
2366065,0,0,np,asia,migrating_autumn
28079.34,0.4391326466727117,0,np,asia,breeding
176153.6,0.16484341661520396,0,np,asia,breeding
259564.3,0.3160992328536345,0,np,asia,migrating_autumn
0,1.0942093524549217,0,np,asia,breeding
0,0.45698839091553545,0,np,asia,migrating_spring
0,0.26464303611415474,0,np,asia,breeding
361600.5,0.04397023504132136,0,np,asia,migrating_autumn
0,0,0,np,asia,breeding
1391526,0,0,np,asia,migrating_autumn
0,0,0,np,asia,migrating_autumn
113034.9,0.29291719711225106,0,np,asia,migrating_spring
0,0.03924531961938982,0,np,asia,overwintering
0,0.13805886347159557,0,np,asia,overwintering
33883.21,0.22905568852194236,0,np,asia,breeding
0,0.8378581916214998,0,np,asia,migrating_autumn
0,0.03552441350781166,0,np,asia,migrating_autumn
0,0.3080021323066653,0,np,asia,migrating_autumn
0,1.7702604189675668,0,np,asia,migrating_spring
0,0.1798540323047142,0,np,asia,migrating_autumn
0,0,0,np,asia,migrating_autumn
0,0,0,np,asia,migrating_autumn
2615744,0,0,np,asia,migrating_spring
2784845,0.02815412461710709,0,np,asia,migrating_spring
0,0,0,np,asia,migrating_autumn
0,1.243320471671861,0,np,asia,migrating_spring
0,0.2238025046448051,0,np,central & northern america,migrating_autumn
165860.9,0.23240975578306244,0,np,asia,breeding
0,0.4822505996844786,0,np,asia,breeding
0,0.36787461762099216,0,np,asia,migrating_spring
0,0.29531951206738327,0,np,asia,breeding
0,0.3143916926587833,0,np,asia,migrating_autumn
0,0.361857265430487,0,np,asia,migrating_autumn
0,0.1934161230820468,0,np,asia,overwintering
0,0,0,np,asia,migrating_autumn
0,2.8958694022703337,0,np,asia,migrating_spring
1887.308,3.503981091385077,0,np,asia,overwintering
0,0.44273548492268944,0,np,asia,migrating_spring
221.5617,0,0,np,asia,migrating_spring
0,3.2590653208018754,0,np,asia,overwintering
91296.97,3.0452022421302125,0,np,asia,overwintering
0,0,0,np,asia,breeding
483.5644,3.7544092412800154,0,np,asia,migrating_autumn
0,0.1698489463224213,0,np,asia,overwintering
1543.06,0.4275430165181806,0,np,asia,migrating_spring
0,0,0,np,asia,breeding
33583.37,1.59520146382493,0,np,asia,migrating_autumn
6997,0.9985999875116924,0,np,asia,breeding
0,0.23428881658845313,0,np,asia,migrating_autumn
1363111,0.7149871777486521,0.06912695749967135,np,asia,migrating_spring
0,0,0,np,asia,migrating_autumn
0,0,0,np,asia,migrating_autumn
3677.075,0,0,np,asia,migrating_autumn
0,0,0,np,asia,migrating_autumn
0,0.1950383961406139,0,np,asia,migrating_autumn
165392.1,0.7774269788801362,0,np,asia,breeding
0,0.2115068051263016,0,np,asia,migrating_autumn
0,0.1016300868453044,0,np,asia,migrating_autumn
0,0,0,np,asia,migrating_spring
0,0,0,np,asia,migrating_autumn
0,0,0,np,asia,migrating_autumn
0,0,0,np,asia,migrating_autumn
64272.88,0,0,np,asia,migrating_autumn
0,0.26922711037192215,0,np,asia,migrating_autumn
0,0.1522285584453691,0,np,asia,migrating_autumn
206275.9,0,0,np,asia,breeding
0,0,0,np,asia,migrating_autumn
134825.2,0.3228916486553661,0,np,asia,migrating_spring
59459.82,0.4104967647076343,0,np,asia,migrating_autumn
119078.4,0,0,np,asia,migrating_autumn
0,0.40749955400684,0,np,asia,migrating_autumn
3144.673,0.6809494434030592,0,np,asia,migrating_autumn
0,1.3284806963709457,0,np,asia,breeding
11141.28,1.17938472988134,0,np,asia,migrating_spring
0,3.0529368792050446,0,np,asia,overwintering
40384.93,2.2082208675250907,0,np,asia,migrating_autumn
0,4.003226931101287,0,np,asia,migrating_autumn
0,0.14109187532139345,0,np,asia,migrating_autumn
870.7445,0.02233871307435997,0,np,central & northern america,migrating_spring
0,2.3700402172944184,0,np,central & northern america,migrating_autumn
323443.9,0.14763411805089088,0,np,central & northern america,overwintering
742794,0.2459506593998615,0,np,central & northern america,overwintering
0,1.199260485755488,0,np,central & northern america,migrating_spring
0,0,0,np,central & northern america,migrating_autumn
5151.931,0,0,np,central & northern america,overwintering
0,2.0543816600200113,0,np,central & northern america,overwintering
0,0.05702789731755331,0,np,central & northern america,migrating_spring
0,0.04606899320812729,0,np,central & northern america,migrating_spring
37970.54,0,0.03870059987136898,np,central & northern america,migrating_autumn
1343073,0.1954935869207688,0,np,central & northern america,migrating_autumn
78092.89,0,0,np,central & northern america,overwintering
794966,1.4271096791059603,0.11387435397491784,np,central & northern america,migrating_autumn
0,0.4033701794029909,0,np,central & northern america,migrating_autumn
0,0,0,np,central & northern america,migrating_autumn
1677259,0.38869456282233195,0.1844305708616805,np,central & northern america,migrating_autumn
1304441,0,0.12976891468285243,np,central & northern america,migrating_autumn
939576.8,0.06821067797113489,0.07005926993864442,np,central & northern america,overwintering
128374,0,0,np,central & northern america,migrating_autumn
1139499,0.20894139891888663,0.13491670921233911,np,central & northern america,overwintering
4867.708,0,0,np,central & northern america,overwintering
0,0,0,np,central & northern america,migrating_autumn
0,0.1963180761247969,0,np,central & northern america,migrating_spring
2443.623,1.5884740067879797,0,np,central & northern america,migrating_spring
996895,1.3958394635434497,0.08761740702467868,np,central & northern america,migrating_spring
180151.3,0,0,np,central & northern america,migrating_autumn
460383.4,1.5910744506416954,0,np,central & northern america,migrating_autumn
0,0.23281435289470132,0,np,central & northern america,breeding
1172259,0.2534550781587015,0,np,central & northern america,breeding
981678.3,0.1712318326488509,0,np,central & northern america,overwintering
0,0,0,np,central & northern america,migrating_autumn
58482.05,0.11049800966931043,0,np,central & northern america,migrating_spring
0,0.523264174591997,0,np,central & northern america,migrating_autumn
6663.179,0.2425469248248593,0,np,central & northern america,migrating_spring
552336.6,0,0,np,central & northern america,migrating_autumn
0,0,0,np,central & northern america,breeding
679143.9,0.13061205573028012,0,np,central & northern america,overwintering
0,0.06493907417995892,0,np,central & northern america,breeding
0,0,0,np,central & northern america,overwintering
0,0.20894139891888663,0.13491670921233911,np,central & northern america,migrating_spring
0,0,0,ns,africa,migrating_autumn
1414.488,0.5552875476085593,0,ns,africa,migrating_spring
957.4254,0.5772053558276462,0,ns,africa,overwintering
48206.47,1.642129696552011,0,ns,africa,breeding
0,0,0,ns,africa,overwintering
0,2.5141062001991283,0,ns,europe,breeding
0,0,0,ns,africa,breeding
73346.72,0,0,ns,africa,breeding
0,0,0,ns,africa,overwintering
102251,0.1347602468291473,0,ns,africa,breeding
283025.7,0.1293954174394898,0,ns,africa,migrating_autumn
0,0,0,ns,africa,migrating_spring
22764.63,1.8512212079361203,0,ns,asia,migrating_spring
506094.6,0.01762332472863193,0,ns,asia,migrating_spring
0,0,0,ns,asia,migrating_autumn
0,0.1493290929693103,0,ns,asia,migrating_autumn
0,0,0,ns,asia,migrating_autumn
0,0,0,ns,asia,migrating_autumn
0,0,0,ns,asia,breeding
160391.4,0,0,ns,asia,breeding
0,0,0,ns,asia,migrating_autumn
6957.898,1.0132020238095087,0,ns,asia,breeding
11845.18,1.0464436806410902,0,ns,asia,migrating_spring
0,0,0,ns,asia,migrating_autumn
0,0,0,ns,asia,migrating_autumn
0,0,0,ns,asia,migrating_autumn
1236376,4.162926548901982,0.11233336792296456,ns,asia,overwintering
0,0.1742678800457682,0,ns,asia,migrating_autumn
0,0,0,ns,asia,migrating_autumn
0,0.28715409359946875,0,ns,asia,overwintering
0,0.27849972182946914,0,ns,asia,overwintering
0,3.533538614807778,0,ns,asia,breeding
0,0,0,ns,asia,overwintering
675.5008,4.437285574214295,0,ns,asia,migrating_autumn
186569.5,2.155557858099499,0,ns,asia,overwintering
0,0.2832663217201592,0,ns,asia,migrating_spring
0,0.1641860237071917,0,ns,asia,breeding
2621.518,2.9295461344240508,0,ns,asia,breeding
426480.5,0.19998893140891028,0,ns,asia,breeding
0,0.8159217002691754,0,ns,asia,migrating_spring
0,0,0,ns,asia,breeding
0,0,0,ns,asia,migrating_autumn
0,0,0,ns,asia,breeding
0,0,0,ns,asia,migrating_autumn
0,0.536141053952754,0,ns,asia,breeding
0,0.8326598954546967,0,ns,asia,breeding
0,0.43156732725338287,0,ns,asia,migrating_autumn
0,0.3688357170061849,0,ns,asia,breeding
0,0.2561670906193285,0,ns,asia,migrating_autumn
0,0.40526263518056993,0,ns,asia,migrating_spring
1715062,0,0,ns,asia,migrating_autumn
2315772,0,0,ns,asia,migrating_spring
1900579,0,0,ns,asia,overwintering
112628.7,0,0,ns,asia,breeding
0,0,0,ns,asia,migrating_autumn
290127,0.5692566499705265,0,ns,asia,overwintering
13049.57,0.29866146732507204,0,ns,asia,migrating_spring
255947,0.5951806366072461,0,ns,asia,breeding
0,0.0996138415530794,0,ns,asia,breeding
0,0.3966346984763831,0,ns,asia,migrating_autumn
0,0.0747294115521413,0,ns,asia,migrating_autumn
0,0.73947044289649,0,ns,asia,migrating_autumn
0,0.1303370437147322,0,ns,asia,migrating_autumn
0,0.25298523925513194,0,ns,asia,migrating_autumn
58390.24,0.9945825902875,0,ns,asia,breeding
503412.9,0.3853648072085605,0,ns,asia,breeding
1681.371,1.3279139954266412,0,ns,asia,migrating_autumn
0,0.1379116808170835,0,ns,asia,migrating_autumn
0,0.21863340271622175,0,ns,asia,overwintering
0,0.3035649095656723,0,ns,asia,overwintering
0,0.23383564783129884,0,ns,central & northern america,migrating_autumn
21435.42,2.430648718353794,0,ns,asia,breeding
0,1.029197305542752,0,ns,asia,breeding
0,0,0,ns,asia,migrating_autumn
0,0,0,ns,asia,migrating_autumn
0,0,0,ns,asia,breeding
246474.9,0.6812900778014992,0,ns,asia,migrating_autumn
0,0.9467964197287309,0,ns,asia,migrating_spring
0,0.1387186123484625,0,ns,asia,migrating_autumn
0,0.1387186123484625,0,ns,asia,migrating_autumn
32615.7,0.23589741305390888,0,ns,asia,breeding
5699.86,0.3414687025511256,0,ns,asia,breeding
0,0.2337499191539152,0,ns,asia,migrating_autumn
0,0.08193314097871252,0,ns,asia,breeding
0,1.69166355585142,0,ns,asia,overwintering
95279.66,0.4317939429901614,0,ns,asia,migrating_spring
0,0,0,ns,asia,breeding
2081.361,12.033368491857658,0,ns,asia,breeding
62683.95,3.0283195127900058,0,ns,asia,overwintering
0,0.2516735922654618,0,ns,asia,migrating_autumn
0,0.47797608996045327,0,ns,asia,migrating_spring
0,0.2610610604599657,0,ns,asia,breeding
0,0.5921251148961773,0,ns,asia,breeding
0,0.7390855231671551,0,ns,asia,migrating_autumn
436.0146,2.3210028728308956,0,ns,asia,breeding
994.2497,0.03664713731133418,0,ns,central & northern america,migrating_spring
369783.9,0,0,ns,central & northern america,overwintering
80172.09,0.1460684476504568,0,ns,central & northern america,migrating_spring
0,0.1860489583079783,0,ns,central & northern america,migrating_autumn
3929733,0.05336187918130264,0,ns,central & northern america,overwintering
1400058,0.08566045265484412,0.06177763372921419,ns,central & northern america,migrating_autumn
1086679,0.2201158771547611,0,ns,central & northern america,migrating_autumn
805100.8,0.08711277143742358,0,ns,central & northern america,migrating_autumn
677420.9,0.18926574837531973,0,ns,central & northern america,overwintering
184055.4,0.04657332232242695,0,ns,central & northern america,migrating_autumn
0,0,0,ns,central & northern america,overwintering
0,0,0,ns,central & northern america,migrating_spring
