weighted_diff_coeff,median_anseriformes_wild,median_charadriiformes_wild,segment,collection_regionname,season
0,0,0,ns,central & northern america,breeding
0,2.61679987336732,1.495375980828806,ns,central & northern america,migrating_spring
80135.5,0.06065244695716032,0,ns,central & northern america,breeding
52845.84,0,0.32964466033365625,ns,central & northern america,migrating_autumn
66601.22,0,0,ns,central & northern america,overwintering
544908.2,0.11607860324793152,0,ns,central & northern america,overwintering
11582.41,0,0,ns,central & northern america,migrating_autumn
0,0,0,ns,central & northern america,breeding
845017.5,0.4284915460411014,0.1586057768905178,ns,central & northern america,migrating_autumn
0,0.03260952274779072,0,ns,central & northern america,breeding
2415192,0.19614594441141975,0.02586354947579039,ns,central & northern america,migrating_autumn
0,0,0.01085076833537357,ns,central & northern america,overwintering
0,0,0,ns,central & northern america,migrating_autumn
13157.46,0,0,ns,central & northern america,migrating_autumn
1208107,0.2632879250042919,0.03616362759887082,ns,central & northern america,overwintering
2100071,0.1594159247293092,0,ns,central & northern america,migrating_autumn
0,0,0,ns,central & northern america,migrating_autumn
0,0.18138914525656705,0,ns,central & northern america,migrating_autumn
0,0,0,ns,central & northern america,migrating_autumn
0,0.11624070252594264,0,ns,central & northern america,breeding
1165233,0.2033886785432486,0.04768766016623971,ns,central & northern america,migrating_spring
0,0.12022012826413332,0,ns,central & northern america,migrating_spring
122860.9,0,0,ns,central & northern america,migrating_autumn
0,0,0,ns,central & northern america,migrating_spring
0,0.02420027996354434,0,ns,central & northern america,migrating_spring
0,0.14874073084034478,0,ns,central & northern america,migrating_spring
2007.63,0.01982240908604282,0,ns,central & northern america,migrating_spring
0,0,0,ns,central & northern america,overwintering
169695.2,0.12504257083885406,0,pa,africa,migrating_autumn
0,0.04488962889607961,0,pa,asia,overwintering
0,0.05855887793780212,0,pa,asia,overwintering
33042.46,1.5757068335505036,0,pa,africa,migrating_spring
3702.322,1.1958324759607528,0,pa,africa,overwintering
0,0,0,pa,africa,migrating_spring
0,0,0,pa,africa,overwintering
11152.74,2.0373401189109863,0,pa,africa,breeding
0,2.626998697029451,0,pa,africa,migrating_autumn
0,0,0,pa,africa,overwintering
97221.4,0.29280609520089484,0,pa,africa,breeding
35603.73,0,0,pa,africa,overwintering
0,0.5304099369570068,0,pa,asia,overwintering
1257.631,9.749415863654727,0,pa,asia,migrating_autumn
0,0,0,pa,asia,migrating_spring
0,0,0,pa,asia,breeding
411700.2,0.02767904138229227,0,pa,asia,migrating_autumn
2578628,0,0,pa,asia,overwintering
0,0,0,pa,asia,breeding
0,0,0,pa,asia,breeding
61723.87,0,0,pa,asia,breeding
1715575,0,0,pa,asia,migrating_autumn
2756525,0,0,pa,asia,migrating_autumn
1594224,0,0,pa,asia,migrating_spring
0,0.16350004817989827,0,pa,asia,migrating_autumn
269092.7,0.25150709843757824,0,pa,asia,migrating_spring
2930303,0,0,pa,asia,migrating_spring
3699215,0,0,pa,asia,migrating_autumn
0,0.612164618281529,0,pa,asia,migrating_autumn
0,0.5506628918190053,0,pa,asia,breeding
495966.6,0.17798890907209142,0,pa,asia,breeding
0,0,0,pa,asia,overwintering
76266.68,2.3500274487713604,0,pa,asia,migrating_autumn
0,0.4227757377373713,0,pa,asia,breeding
0,0.27491335125164085,0,pa,asia,migrating_autumn
24006.88,0.25983595912225255,0,pa,asia,migrating_spring
0,0,0,pa,asia,breeding
0,0.22749160607892804,0,pa,asia,migrating_autumn
0,0,0,pa,asia,migrating_autumn
0,0,0,pa,asia,migrating_autumn
0,1.068568867374104,0,pa,asia,migrating_autumn
0,1.8182663988989844,0,pa,asia,overwintering
323.0291,0.8776280031520471,0,pa,asia,migrating_spring
0,0,0,pa,asia,breeding
0,0,0,pa,asia,migrating_autumn
0,1.486536881762614,0,pa,asia,breeding
0,0,0,pa,asia,breeding
7526.445,0.10226494542552889,0.02506724594639386,pa,central & northern america,overwintering
0,3.3734008468872236,0,pa,asia,overwintering
0,1.0201276177000658,0,pa,asia,migrating_spring
0,0,0,pa,asia,overwintering
494602.6,0,0,pa,asia,breeding
14934.11,0.5985986646043386,0,pa,asia,breeding
317154.9,0.47010757598720687,0,pa,asia,migrating_autumn
39103.94,2.5375982158031665,0,pa,asia,migrating_autumn
65440.94,0,0,pa,asia,migrating_autumn
0,0,0,pa,asia,migrating_autumn
278807,0,0,pa,asia,migrating_spring
103768.1,0.2521080769748334,0,pa,asia,migrating_spring
53521.64,0.2759155125395445,0,pa,asia,migrating_autumn
0,0,0,pa,asia,breeding
0,0.05891556959593203,0,pa,asia,migrating_autumn
3139.461,0.9129723293025016,0,pa,asia,migrating_autumn
0,0.17279479812587084,0,pa,asia,overwintering
0,0.3971052039600824,0,pa,asia,migrating_spring
0,0.5613355892939538,0,pa,asia,migrating_spring
0,0.8972631916255018,0,pa,asia,overwintering
0,0.18766310058648372,0,pa,central & northern america,migrating_autumn
0,1.2650476842841911,0,pa,asia,breeding
0,0,0,pa,asia,migrating_autumn
56731.01,0.8151067614631025,0,pa,asia,migrating_autumn
0,0.4481806170343337,0,pa,asia,overwintering
47687.07,0.3113599035872596,0,pa,asia,migrating_spring
0,0.4224795127508969,0,pa,asia,migrating_autumn
0,0.18044604155647548,0,pa,asia,overwintering
18768.24,0.7521386275530944,0,pa,asia,migrating_spring
1441683,0.19734989795138969,0,pa,asia,overwintering
0,0.6336848488859168,0,pa,asia,migrating_spring
47355.72,3.5506826179816313,0,pa,asia,migrating_spring
0,0.4024608227290471,0,pa,asia,migrating_autumn
0,0.6324820131289357,0,pa,asia,breeding
0,1.2637162422833086,0,pa,asia,migrating_autumn
20627.6,1.498272771707354,0,pa,asia,overwintering
601504.9,1.4681094284277574,0.13481512153233055,pa,asia,migrating_spring
62849.09,0.8014752359243396,0,pa,asia,breeding
0,0,0,pa,asia,migrating_autumn
0,0.3846174227802947,0,pa,asia,breeding
0,0.2794604491151169,0,pa,asia,migrating_autumn
0,0,0,pa,asia,migrating_autumn
0,0,0,pa,asia,migrating_autumn
0,0,0,pa,asia,migrating_autumn
0,1.4731371449459765,0,pa,asia,migrating_spring
34979.88,0.944903810429622,0,pa,asia,migrating_autumn
0,3.4200504858610756,0,pa,asia,breeding
834.9233,0,0,pa,asia,migrating_spring
721515.2,0.228372294293294,0.24187572438754937,pa,central & northern america,overwintering
0,0.10515143778769342,0,pa,central & northern america,migrating_spring
0,1.1112438130576727,0,pa,central & northern america,migrating_autumn
0,0,0,pa,central & northern america,migrating_autumn
85738.19,0,0,pa,central & northern america,overwintering
343323.6,10.825657692431928,0,pa,central & northern america,migrating_autumn
835.886,0.08271497927930938,0,pa,central & northern america,migrating_spring
395908.5,0.3767950455107254,0,pa,central & northern america,migrating_autumn
1498373,0.10226494542552889,0.02506724594639386,pa,central & northern america,migrating_autumn
0,0,0,pa,central & northern america,overwintering
1676.412,0.1378547809830266,0,pa,central & northern america,migrating_spring
0,0,0,pa,central & northern america,migrating_autumn
36699.83,0,0.0373869262351576,pa,central & northern america,migrating_spring
35374.18,0,0,pa,central & northern america,overwintering
20378.56,0,0,pa,central & northern america,migrating_autumn
0,0,0,pa,central & northern america,overwintering
1534797,0.06529118666614853,0.13448082112195792,pa,central & northern america,overwintering
0,0.07613785172991072,0,pa,central & northern america,migrating_spring
2258407,0,0.01819388433137447,pa,central & northern america,overwintering
0,0.10983220907525926,0,pa,central & northern america,migrating_spring
205294.4,0.1871262929328328,0,pa,central & northern america,migrating_spring
312583.3,0,0,pa,central & northern america,overwintering
17611.76,0.19987162116747825,0,pa,central & northern america,migrating_spring
0,0,0,pa,central & northern america,breeding
241395.7,0,0,pa,central & northern america,migrating_autumn
1120564,0.19334594682007025,0,pa,central & northern america,overwintering
999795.3,0.0837960833676874,0,pa,central & northern america,migrating_autumn
2058605,0.11161439810402209,0.23402683029390303,pa,central & northern america,migrating_autumn
1338752,0.16052924924960266,0,pa,central & northern america,migrating_autumn
1269493,0.14160491955524002,0,pa,central & northern america,migrating_autumn
0,0,0,pa,central & northern america,overwintering
2267757,0.07645925976289103,0,pa,central & northern america,migrating_spring
0,0,0,pa,central & northern america,migrating_autumn
0,0.05430703765064493,0,pa,central & northern america,migrating_autumn
0,0.10971720649309802,0,pa,central & northern america,migrating_autumn
0,0,0,pa,central & northern america,migrating_autumn
98352.99,0.2516477296924666,0,pa,central & northern america,breeding
486733.9,0.17820559890552268,0.07943046973667123,pa,central & northern america,overwintering
0,0.35204547056341795,0,pa,central & northern america,breeding
0,0,0,pa,central & northern america,overwintering
4325.053,0,0,pb1,africa,breeding
0,0,0,pb1,africa,migrating_autumn
65824.56,0.13379860749986028,0,pb1,africa,migrating_spring
0,0,0,pb1,asia,migrating_autumn
126740.1,0.11053056321622812,0,pb1,africa,migrating_autumn
696.7129,1.1648026048745663,0,pb1,africa,overwintering
800.1476,1.5676387474850273,0,pb1,africa,breeding
0,0,0,pb1,africa,migrating_spring
0,0,0,pb1,africa,overwintering
12851.17,2.0591480417919663,0,pb1,africa,breeding
0,3.5909236190882368,0,pb1,europe,breeding
0,0,0,pb1,asia,breeding
0,4.611982044009807,0,pb1,asia,migrating_spring
0,6.0007953739199245,0,pb1,asia,migrating_autumn
15290.64,4.454231332676056,0,pb1,asia,breeding
0,0.22942137424158204,0,pb1,asia,breeding
149653.8,0.7426714955339975,0,pb1,asia,overwintering
2353.16,2.0862767677115066,0,pb1,asia,migrating_autumn
0,0.4805190005654616,0,pb1,asia,overwintering
0,0,0,pb1,asia,migrating_spring
0,7.339574426093371,0,pb1,asia,migrating_autumn
0,0.7413669617011287,0,pb1,asia,migrating_autumn
2233170,0,0,pb1,asia,migrating_autumn
2887259,0,0,pb1,asia,migrating_autumn
1390666,0,0,pb1,asia,migrating_spring
353240.1,0.3449599862998838,0,pb1,asia,migrating_spring
327368.9,0.3911530977596769,0,pb1,asia,migrating_autumn
2318214,0,0,pb1,asia,migrating_autumn
2697163,0,0,pb1,asia,migrating_autumn
0,1.619786254268977,0,pb1,asia,migrating_spring
0,0,0,pb1,asia,migrating_autumn
0,0,0,pb1,asia,migrating_autumn
0,0.5484116923626274,0,pb1,asia,migrating_autumn
19764.94,0.6485812229535952,0,pb1,asia,migrating_spring
0,2.654427171333211,0,pb1,asia,migrating_autumn
0,0,0,pb1,asia,breeding
0,0,0,pb1,asia,breeding
445901.5,0,0,pb1,asia,migrating_autumn
0,2.1572205499677253,0,pb1,asia,overwintering
0,0,0,pb1,asia,migrating_autumn
0,0,0,pb1,asia,migrating_autumn
0,0.3776979128234714,0,pb1,central & northern america,migrating_autumn
12917.18,0.4301536101082615,0,pb1,asia,breeding
0,0.6011307837262265,0,pb1,asia,migrating_spring
0,0.36085295109456617,0,pb1,asia,migrating_spring
0,0.5866707969315534,0,pb1,asia,overwintering
0,0.3791997709872241,0,pb1,asia,migrating_autumn
0,0,0,pb1,asia,migrating_autumn
463668.4,0.418139126844407,0,pb1,asia,breeding
6547.407,5.417229411348014,0,pb1,asia,migrating_autumn
0,0.15495390996268554,0,pb1,asia,overwintering
650.5992,0,0,pb1,asia,migrating_spring
8773.288,8.861035286161567,0,pb1,asia,breeding
0,0.19702939075293813,0,pb1,asia,migrating_autumn
0,0,0,pb1,asia,overwintering
0,0,0,pb1,asia,migrating_spring
83645.07,0.7389398672645555,0,pb1,asia,overwintering
663949.1,0.5347634160896142,0.2327650213195014,pb1,asia,migrating_spring
75369.89,0.9763627429403066,0,pb1,asia,migrating_autumn
0,0.09816274693995196,0,pb1,asia,migrating_autumn
87685.68,0.7771520247423176,0,pb1,asia,breeding
0,0.31719808438852937,0,pb1,asia,breeding
0,0,0,pb1,asia,breeding
0,0,0,pb1,asia,breeding
0,0,0,pb1,asia,migrating_autumn
0,0,0,pb1,asia,migrating_spring
0,0,0,pb1,asia,migrating_spring
18402.93,0.34799621077061715,0,pb1,asia,migrating_autumn
76068.97,1.5181960219600157,0,pb1,asia,breeding
287122.3,0.10437920579890304,0,pb1,asia,breeding
0,0,0,pb1,asia,migrating_autumn
0,0,0,pb1,asia,migrating_autumn
733878.3,0.24211277264515377,0,pb1,asia,migrating_autumn
0,0,0,pb1,asia,migrating_autumn
0,0.23203217528000408,0,pb1,asia,migrating_autumn
107913.7,0.11749900668586122,0,pb1,asia,migrating_spring
0,0,0,pb1,asia,migrating_autumn
0,0.7604068887955684,0,pb1,asia,migrating_autumn
0,0.6061138714949017,0,pb1,asia,migrating_spring
10820.14,4.839509840708672,0,pb1,asia,breeding
14664.43,1.6336627200714968,0,pb1,asia,migrating_autumn
0,2.782755329941562,0,pb1,asia,migrating_spring
0,2.1590741955175012,0,pb1,asia,breeding
2692.358,0,0,pb1,asia,breeding
0,0,0,pb1,asia,migrating_autumn
0,0.2042914312800832,0,pb1,asia,migrating_autumn
0,0.33423259310794506,0,pb1,asia,migrating_autumn
85401.29,0,0,pb1,asia,migrating_autumn
0,0,0,pb1,asia,migrating_autumn
0,0.25612313870927395,0,pb1,asia,migrating_autumn
118529.1,0,0,pb1,asia,migrating_autumn
0,0,0,pb1,asia,overwintering
33475.36,2.570752690230309,0,pb1,asia,overwintering
0,1.7320396830630165,0,pb1,central & northern america,migrating_autumn
843.0714,0.24378718588747716,0,pb1,central & northern america,migrating_spring
0,0.2400906396401048,0,pb1,central & northern america,migrating_spring
932858.7,0.144030529555236,0.05696009920847977,pb1,central & northern america,migrating_spring
0,0.17671749196500208,0,pb1,central & northern america,migrating_spring
473995.7,0.09271688461945438,0,pb1,central & northern america,overwintering
0,0.14801916025687767,0,pb1,central & northern america,migrating_spring
678682,0.09677818611919696,0.07680150295071897,pb1,central & northern america,overwintering
3202835,0,0.0800070322497497,pb1,central & northern america,overwintering
180450,0.22481087994108684,0,pb1,central & northern america,migrating_autumn
0,0.05739759613607198,0,pb1,central & northern america,migrating_spring
5004.335,0,0,pb1,central & northern america,overwintering
478207.5,0.1986883764115772,0,pb1,central & northern america,migrating_spring
286705.8,0,0.5936099331174525,pb1,central & northern america,migrating_autumn
411067.6,0.12464462100237572,0,pb1,central & northern america,migrating_spring
20832.39,0,0,pb1,central & northern america,migrating_spring
0,0.9362081469259902,0,pb1,central & northern america,breeding
336422,0,0,pb1,central & northern america,overwintering
0,0.13169816124216285,0,pb1,central & northern america,migrating_autumn
0,0,0,pb1,central & northern america,overwintering
0,0,0,pb1,central & northern america,overwintering
0,0,0,pb1,central & northern america,overwintering
1830464,0.17206634410875754,0.1258828535655372,pb1,central & northern america,migrating_autumn
1310895,0.07012993654836563,0,pb1,central & northern america,overwintering
1221870,0.16978784399223912,0,pb1,central & northern america,breeding
354852.4,0.04527799200260674,0,pb1,central & northern america,overwintering
300523.3,0.11079555017457744,0,pb1,central & northern america,migrating_autumn
0,0,0,pb1,central & northern america,overwintering
689684.1,0.1857597930452215,0.30890455592384747,pb1,central & northern america,overwintering
500162.7,0.0727830688964426,0.19507730742143803,pb1,central & northern america,overwintering
364851.7,2.563630417703809,0,pb1,central & northern america,migrating_autumn
0,3.9107986337749736,0,pb1,central & northern america,migrating_spring
735.0257,0,0,pb1,central & northern america,overwintering
40116.92,0,0,pb1,central & northern america,overwintering
0,0,0,pb1,central & northern america,migrating_autumn
229333.7,0.27362754048945703,0,pb1,central & northern america,migrating_autumn
2886.245,0,0,pb1,central & northern america,overwintering
507.6566,0.04595488918483426,0,pb1,central & northern america,migrating_spring
101666.2,0.11533733033319038,0,pb2,africa,migrating_autumn
0,0,0,pb2,asia,migrating_spring
1786.896,3.538571058696599,0,pb2,africa,overwintering
0,3.031025299801165,0,pb2,africa,migrating_autumn
0,0,0,pb2,africa,overwintering
8696.777,1.3563724199476184,0,pb2,africa,migrating_spring
0,0,0,pb2,africa,overwintering
121071.6,0.3143807548769182,0,pb2,africa,migrating_autumn
0,0,0,pb2,africa,overwintering
57468.71,0,0,pb2,africa,breeding
0,0.08063364665667816,0.2291958883129568,pb2,europe,migrating_autumn
0,0.11797043768209114,0.32087042617511585,pb2,central & northern america,overwintering
246.3545,3.686193621661303,0,pb2,asia,overwintering
0,2.180122245866727,0,pb2,asia,migrating_spring
91698.88,0,0,pb2,asia,migrating_autumn
1333080,3.0617980442733668,0.03469659417008586,pb2,asia,migrating_spring
0,0.3678383857607983,0,pb2,asia,migrating_spring
387980.2,0.8415033037387118,0,pb2,asia,breeding
0,0.4870829189081647,0,pb2,asia,migrating_autumn
0,0,0,pb2,asia,migrating_autumn
0,0,0,pb2,asia,migrating_autumn
0,0,0,pb2,asia,migrating_autumn
0,0.23480637496094656,0,pb2,asia,migrating_spring
0,0,0,pb2,asia,migrating_autumn
0,1.740670369664997,0,pb2,asia,breeding
352805.3,0.05555253700335783,0,pb2,asia,migrating_autumn
0,0.18339205716118556,0,pb2,central & northern america,migrating_autumn
0,0.4934789834066109,0,pb2,asia,migrating_autumn
0,0.3591428262886396,0,pb2,asia,breeding
0,0.4246370388253382,0,pb2,asia,overwintering
92334.85,0.7140961868373239,0,pb2,asia,breeding
0,0,0,pb2,asia,migrating_autumn
0,0.9912777674321944,0,pb2,asia,breeding
44131.93,0.4666737985210432,0,pb2,asia,migrating_autumn
3618.033,0.943602167984686,0,pb2,asia,migrating_autumn
0,0.1113037877326093,0,pb2,asia,overwintering
16673.4,0.7905352510750099,0,pb2,asia,migrating_spring
0,0.17078538927751907,0,pb2,asia,breeding
34714.38,1.8622714776721168,0,pb2,asia,migrating_autumn
0,0.3281349002727154,0,pb2,asia,overwintering
0,0.39611685058054746,0,pb2,asia,breeding
0,0.6014488645511946,0,pb2,asia,migrating_spring
0,0.7785927939826536,0,pb2,asia,overwintering
46975.14,0,0,pb2,asia,breeding
0,0,0,pb2,asia,migrating_autumn
12032.24,0.43530647900034225,0,pb2,asia,breeding
0,0.16460427342478567,0,pb2,asia,migrating_autumn
0,0.09562831903170732,0,pb2,asia,migrating_autumn
99159.58,0.09631465256117622,0,pb2,asia,migrating_spring
0,0.22773826476625203,0,pb2,asia,migrating_spring
0,0,0,pb2,asia,overwintering
13998.99,2.154574793068935,0,pb2,asia,migrating_autumn
12054.07,0.6456692340440071,0,pb2,asia,breeding
328734.7,0.44909648557553794,0,pb2,asia,migrating_autumn
0,2.129708412845268,0,pb2,asia,overwintering
2393861,0,0,pb2,asia,migrating_spring
3164919,0,0,pb2,asia,migrating_autumn
2642277,0,0,pb2,asia,migrating_autumn
329295.7,0.08125862744680035,0,pb2,asia,migrating_spring
3032895,0,0,pb2,asia,breeding
0,0.4433152353629098,0,pb2,asia,migrating_autumn
2611767,0,0,pb2,asia,breeding
0,0.06769239259880067,0,pb2,asia,migrating_autumn
1910816,0,0,pb2,asia,migrating_autumn
0,0,0,pb2,asia,migrating_autumn
75143.49,0.44249992094775337,0,pb2,asia,migrating_autumn
301408.2,0,0,pb2,asia,breeding
0,0,0,pb2,asia,migrating_autumn
0,0,0,pb2,asia,migrating_autumn
0,1.415710035445635,0,pb2,asia,migrating_spring
0,0,0,pb2,asia,breeding
0,0,0,pb2,asia,breeding
9956.316,0.5861525794399256,0,pb2,asia,migrating_spring
47817.18,0.2507925535957387,0,pb2,asia,migrating_spring
0,0.06728259912873824,0,pb2,asia,breeding
7087.29,0.3640281578986588,0,pb2,asia,migrating_autumn
0,0,0,pb2,asia,migrating_autumn
0,0,0,pb2,asia,migrating_autumn
0,0.6025126501781415,0,pb2,asia,migrating_autumn
0,1.6197417954213833,0,pb2,asia,migrating_spring
0,0.6362004091121136,0,pb2,asia,migrating_autumn
0,0.92878823519559,0,pb2,asia,migrating_autumn
41420.57,1.6827757515777255,0,pb2,asia,migrating_autumn
0,0.6493327703634364,0,pb2,asia,migrating_autumn
0,4.222983544839337,0,pb2,asia,migrating_spring
0,0,0,pb2,asia,overwintering
548492.2,0,0,pb2,asia,breeding
0,1.085913084169846,0,pb2,asia,migrating_autumn
0,0,0,pb2,asia,migrating_autumn
64821.5,20.196944116811895,0,pb2,asia,breeding
2291.034,4.209119691557756,0,pb2,asia,migrating_autumn
0,0.5051610001966296,0,pb2,asia,overwintering
52433.07,3.180094827998587,0,pb2,asia,migrating_spring
0,0.5079464982355901,0,pb2,asia,breeding
33156.2,6.981357206756204,0,pb2,central & northern america,migrating_spring
504462.5,0.11797043768209114,0.32087042617511585,pb2,central & northern america,migrating_autumn
0,0,0,pb2,central & northern america,breeding
392171.8,0.25423628629785,0,pb2,central & northern america,migrating_autumn
466728.3,0.09187909475325996,0,pb2,central & northern america,overwintering
0,0.31059024521882606,0,pb2,central & northern america,breeding
0,0.10060470528082988,0,pb2,central & northern america,breeding
21564.72,0.02539888275322965,0,pb2,central & northern america,migrating_spring
172945.9,0.23493839741296796,0,pb2,central & northern america,breeding
904.948,0,0,pb2,central & northern america,overwintering
1154.691,0.6820667309777484,0,pb2,central & northern america,migrating_spring
2975.303,2.4455766227224904,0,pb2,central & northern america,breeding
565.1546,0,0,pb2,central & northern america,overwintering
7358.847,0.06325600295617662,0,pb2,central & northern america,overwintering
0,0,0,pb2,central & northern america,breeding
0,13.18369886460077,0,pb2,central & northern america,breeding
0,0,0,pb2,central & northern america,breeding
0,8.279049099204515,0,pb2,central & northern america,overwintering
32788.54,0,0,pb2,central & northern america,overwintering
713801.1,0,0.03518847288570015,pb2,central & northern america,breeding
723083.8,0.2993936496370928,0,pb2,central & northern america,migrating_autumn
0,0.43530633643691097,0,pb2,central & northern america,breeding
1212370,0.16311511739258222,0.3287078710244913,pb2,central & northern america,migrating_autumn
0,0,0,pb2,central & northern america,overwintering
816901.2,0.13359378202844496,0,pb2,central & northern america,overwintering
260958.1,0.134621637338892,0,pb2,central & northern america,migrating_autumn
238176.7,5.317806856582733,0,pb2,central & northern america,migrating_autumn
318935.3,2.3573851171262312,0,pb2,central & northern america,migrating_autumn
23850.77,0,0,pb2,central & northern america,migrating_spring
1355640,0,0.09818556135670065,pb2,central & northern america,migrating_autumn
517214.2,0.08097382501913586,0.15497397667470914,pb2,central & northern america,overwintering
504124.4,0.414384476978789,0.2039519085034485,pb2,central & northern america,overwintering
0,0.11898264229029464,0,pb2,central & northern america,migrating_spring
0,0.5482887646862338,0,pb2,central & northern america,breeding
0,0,0,pb2,central & northern america,migrating_autumn
38728.21,0,0,pb2,central & northern america,overwintering
915692.8,0.09994657190256896,0.0744650308653938,pb2,central & northern america,overwintering
178499.5,0,0,pb2,central & northern america,overwintering
0,0.16286569960412223,0,pb2,central & northern america,migrating_spring
3424690,0.37192168311737905,0.4539612018463632,ha,africa,migrating_spring
5791185,0.19539455640948145,0.2655623796621316,mp,africa,overwintering
3057434,0,0,nx,africa,breeding
2467689,1.3455666663317976,0.18326163936974504,np,europe,migrating_autumn
4919106,0.40926594887837386,0.26465266955986255,ns,europe,migrating_spring
2981958,0.7587099453329609,0.1612444400089359,pa,africa,migrating_autumn
2255567,0.8037699209571734,0.1623784000084605,pb1,europe,migrating_autumn
2345556,1.4480767558118457,0.28834277457118507,pb2,africa,migrating_spring
2325405,1.7551197996745238,0.3905013895678967,ha,africa,migrating_spring
369025.5,0,0,ha,asia,overwintering
226951.4,0.9552480248645016,0.18093091160249264,ha,europe,overwintering
375001.5,0.03894697541772451,1.3810959703949706,ha,europe,overwintering
95377.92,6.299045117301651,0.4079778138743077,ha,europe,migrating_spring
1252933,2.262689533720995,0.11052750498564824,ha,europe,overwintering
1863694,0.32642627854468254,0.3382129462622001,ha,europe,breeding
4792266,1.227418394245607,0,ha,asia,breeding
1896256,2.5063361584611727,0.04894090904695014,ha,africa,migrating_spring
2580713,0.13167019592896012,0.110378275671293,ha,central & northern america,breeding
1349960,0.6059178459227341,0,ha,central & northern america,overwintering
931790.5,0.03189048430518004,0,ha,central & northern america,overwintering
2694638,0.7045190101448141,0,ha,europe,migrating_autumn
2148606,1.7528549341129196,0.1276575217978997,mp,africa,migrating_spring
759462.1,0,0,mp,asia,migrating_spring
444901.8,1.5096911213500248,0.1811000046936999,mp,europe,migrating_autumn
559406.4,0.06840799955905297,1.4942027982534198,mp,europe,breeding
725006.1,0.9815807875144,0.03130826387408081,mp,europe,migrating_autumn
1913006,1.6497152952714615,0.26372546214739945,mp,europe,overwintering
1398816,0.5555009255875563,0.4191304253968804,mp,europe,overwintering
13782643,0.5609530707655885,0,mp,asia,migrating_spring
3724376,2.0209215656108395,0.0204110391693324,mp,africa,migrating_autumn
2292311,0.2066018273726653,0.05803789522130687,mp,central & northern america,breeding
1766996,0.7233821062114123,0,mp,central & northern america,overwintering
1368759,0.6362712219640301,0,mp,central & northern america,overwintering
3775571,0.5869402391054809,0,mp,europe,migrating_autumn
2154548,0,0,nx,africa,migrating_spring
407261.1,0,0,nx,asia,breeding
231341.6,0,0,nx,europe,overwintering
403595.5,0,0,nx,europe,overwintering
1407653,0,0,nx,europe,overwintering
1706306,0,0,nx,europe,overwintering
5228761,0,0,nx,asia,migrating_spring
2257762,0,0,nx,central & northern america,migrating_autumn
1372403,0,0,nx,central & northern america,migrating_autumn
904056.8,0,0,nx,central & northern america,migrating_autumn
924514.2,0,0,nx,europe,breeding
2474978,0,0,nx,africa,migrating_spring
2720051,0,0,nx,europe,migrating_autumn
3111244,1.505698801045687,0.2577236055222798,np,africa,breeding
441851.2,0,0,np,asia,migrating_spring
342344.9,1.1625651714776333,0.2955940834710358,np,europe,migrating_autumn
419411.4,0.0617057257100288,1.59344936678087,np,europe,migrating_autumn
129788.6,2.2848291365605613,0.1931854258975742,np,europe,overwintering
888053,4.451933317114829,0.3708552118891495,np,europe,migrating_spring
2114446,0.26423519707446586,0.15424281363451176,np,europe,breeding
9018550,0.6020966026889703,0,np,asia,migrating_spring
1974788,0.09352218616358687,0.03825455675706601,np,africa,overwintering
2123255,0.1676201849589979,0.18943300739493685,np,central & northern america,migrating_spring
1162139,0.32830902195109,0,np,central & northern america,migrating_autumn
840525.5,0.485599841204198,0,np,central & northern america,overwintering
3550930,0.6455414342983683,0,np,europe,migrating_autumn
2464364,1.55523488880544,0.23013611089919672,ns,africa,breeding
622135.9,0,0,ns,asia,migrating_spring
339008,0.8483034929908477,0.06867205321852388,ns,europe,overwintering
314909,0.10302461944079266,4.757148130486483,ns,europe,breeding
570305.5,0.26186962464037,0.1085339049597927,ns,europe,breeding
0,1.38940070449498,0.1339917345062802,ns,europe,migrating_spring
4241780,0.13433523427850025,0.41524205436919015,ns,europe,overwintering
8674184,0.5121307274027534,0,ns,asia,migrating_spring
2566295,0.6737259915233658,0.02106888901834325,ns,asia,breeding
2503917,0.14601429295755677,0.09632106098035664,ns,central & northern america,breeding
1910423,0.138818605621698,0,ns,central & northern america,migrating_autumn
1111458,0.15532730517469995,0,ns,central & northern america,migrating_spring
2554320,0.09650807722640388,0,ns,europe,migrating_autumn
2090686,1.144858532752226,0.15616206538387223,pa,africa,migrating_autumn
333166.7,0,0,pa,asia,migrating_spring
224025.5,0.9743365773085396,0.1553465319566234,pa,europe,overwintering
331576.6,0.0893447429520795,1.4470276820820085,pa,europe,migrating_autumn
527143.1,0,0.02314987192784245,pa,europe,migrating_spring
547769.8,6.054644941481202,0.07217413348914903,pa,europe,migrating_autumn
1818440,0.25188877034188994,0.10154313591460572,pa,europe,breeding
7597599,0.6154722228161869,0,pa,asia,migrating_spring
2757568,1.0598238597343923,0.03190652209516054,pa,asia,breeding
2116487,0.12136178816734332,0.17465943525189642,pa,central & northern america,migrating_autumn
1017747,0.23331808530687903,0,pa,central & northern america,overwintering
1343798,0.3455449143543362,0,pa,central & northern america,migrating_spring
2330081,0.8879567868817169,0,pa,europe,migrating_autumn
2127358,1.3963272616070963,0.20174361630674997,pb1,africa,breeding
464738.7,0,0,pb1,asia,migrating_spring
229564,3.5619671197130236,0.19422577391077225,pb1,europe,breeding
329560.9,0.06655258282251103,1.4119346992468065,pb1,europe,migrating_autumn
49089.97,13.912885848711106,0.33313877469998876,pb1,europe,overwintering
