# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Aug 20 01:23:18 BST 2024 [seed=1724113397519]
# -threads 2 -beagle_thread_count 2 n3_asia_subsampled_relaxLn_Skygrid8-32_1.xml
# keywords: skygrid discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.cutOff	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	skygrid
0	-4479.114629560757	-498.04912074395565	-3981.0655088168014	75.59040753524616	1944.0917842455758	363.23812185003146	0.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	2.0	2.0	0.2500000002	0.25	0.25	0.24999999979999998	0.5	0.5	1.0	1.0	0.005	0.3333333333333333	0.0040665121588571934	3.234612259924832	-0.12091972643723431	-3981.0655088168014	-68.00293397388296	-418.25332630028714
20000	-2746.766861603561	-154.69551229339856	-2592.0713493101625	29.450240416765777	1990.2319513640562	126.73039261554857	4.238405079366327	4.731322525544216	5.8611011692766555	5.747643377231029	5.406313629795662	5.550842024230064	4.785308516387421	4.362919620314488	4.627830920750992	5.554164943004698	5.252845650872004	5.325189707277873	5.06079201850604	4.986398538317605	4.72993043158758	5.377965061227845	5.762484320251339	5.526386856132062	6.1794282820746	5.884744495260448	5.755578978619769	5.923818164204098	5.125939953580547	5.047946004159138	4.531422594443434	4.710666794408316	4.396030670895534	4.149790395524522	4.391360584212496	4.442844975295219	4.36081630012731	4.036542613602383	3.317552524429042	8.0	6.210052183519308	23.189566988801932	0.32422728354990876	0.19209793839227668	0.23242457099875977	0.25125020705905476	0.9311685366044429	0.8505174873346478	0.4210696134422802	2.1578607731154404	0.003649899636716818	0.07115424509468825	5.769163485126018E-4	1.327961329729627	-0.22965156974677528	-2592.0713493101625	-68.00293397388296	-65.56408885625821
40000	-2721.26164280869	-128.47176820192408	-2592.789874606766	8.035350556177569	2011.6468412246445	29.815973682364422	4.557379138861512	4.085230782105132	4.168648673616694	4.117961606051493	4.716546000841314	4.522531552151129	4.424203559526096	4.916742039039466	5.389114232751809	5.207750604843238	4.619746344635088	4.0294051963418696	3.6457980535370504	2.7241113924317886	3.02284338947446	2.702209481868403	2.677818456097814	2.483639984851422	2.312079257602229	1.9340834201958206	2.027111482183825	2.20070427095552	2.135490050656498	1.835725817262402	1.7199731241377991	1.9980765438416435	1.9413555068429362	2.278768331928657	2.2808813788771594	1.923490417751999	1.530466238981643	1.0386424679484396	0.71740118418261	8.0	14.72233813197353	10.031831184347807	0.34095593854411693	0.1924356692944229	0.2305310700054652	0.2360773221559949	0.38725641057602167	1.0110473217227447	0.11256570618708374	2.774868587625833	0.0027113825632203736	4.4521872677841446E-4	0.0028187262451361155	0.17919237535120736	-0.12859356131141886	-2592.789874606766	-68.00293397388296	-40.698425488465375
60000	-2704.7185788274787	-113.85906982316405	-2590.8595090043145	7.08052146319122	2012.6016703176308	17.506223235925773	10.619671060637016	1.8197378175719918	2.303995057847338	2.4406616335469296	2.4872574316896774	2.537893833720388	2.3505114160619525	2.223527593742429	2.2199992488058964	2.5042909151664565	2.1251345361597864	1.9013136844684975	1.6992084225372954	1.2101924722616857	1.2697212579484818	0.8998246154491429	0.911601754697065	0.9125180800493757	0.7446458032691883	0.30608414867519707	0.27311279534065047	-0.060286170595222566	-0.09268074287000383	-0.19142006058442196	-0.2058883382027027	0.6029750779038535	0.9460025222626459	0.37648167462219106	0.5585427489855381	1.2219772444755512	0.9990708599792332	1.246632887007747	1.3209708399715665	8.0	18.369489593705108	15.484558857919911	0.33257418192728344	0.1964448335159561	0.22602833254892854	0.24495265200783184	1.0931317100414972	1.4113212071717667	0.1294435131148938	2.7411129737702087	0.003643430168947438	2.715606796088496E-4	0.0037857182412673464	0.07773606142081307	0.13766035611913666	-2590.8595090043145	-68.00293397388296	-21.444038156332972
80000	-2708.307125721484	-116.04346725148329	-2592.263658470001	6.775808874216805	2012.9063829066051	18.112178038013358	5.022577816375769	1.9960146345009755	1.587907917297481	1.4517755362752438	1.204647062554295	1.4628659908036674	1.2154013449919852	0.9575655507033192	1.589110547449492	1.9251704529071696	1.9402288811432773	1.3222371829555992	1.7324620096475458	1.3094654780013795	1.166330307389078	0.607040013015232	0.31675903322187	0.3850537845194157	0.30504352320132805	-0.12714621253359487	-0.3158546688238204	-0.4991218263832104	-0.807393106196866	-0.439718810802463	-1.0604483287233326	-1.0677868902435805	-1.7026270835550168	-1.6814913502976254	-2.0335982364106546	-2.660535075422586	-2.9667938499076216	-3.7862603168733786	-3.449190579448687	8.0	25.97423500370546	10.493520121559534	0.3152996497236041	0.19253687246616952	0.2494026697289521	0.2427608080812743	0.6865395349913783	0.5675345701589976	0.09347272294408907	2.8130545541118153	0.007161181068580948	0.003398167642511525	0.004792337549894919	0.3946956933950857	-0.06155560112304232	-2592.263658470001	-68.00293397388296	-25.804439705553698
100000	-2697.5695799814634	-112.84373503094591	-2584.7258449505175	7.267238355177593	2012.4149534256444	20.374941229477752	15.80359046222907	1.0021227461774371	1.0068645296272176	0.8892123946059114	0.8162933856056215	1.0648032667634717	1.0560906225204598	1.2451130234933474	1.606432126038025	1.3308808883380783	1.3571802445261338	1.1042619563610432	1.2721270037096524	1.390948422850809	1.4658329740734009	1.450937414961619	1.2245424964659033	1.0321373166859569	0.5649097822313817	0.9083277105564643	0.5241050814507227	0.6236152527662691	0.9451916853712369	1.231466750297416	1.0377959670697208	1.0460797948489906	0.7577832076707447	0.9567363914151116	0.6777137697524147	0.6291997475826998	0.9873302758746014	0.7577016910173207	0.9050422863626177	8.0	24.070218831606482	14.681384197336316	0.32879296652320866	0.1959884680046676	0.23664680916252312	0.23857175630960056	1.0413870308034126	2.1864702214325797	0.14483672615019563	2.710326547699602	0.0039059236013274934	3.8270488838494524E-4	0.0039685270134463485	0.10285536070014419	-0.11535232444805227	-2584.7258449505175	-68.00293397388296	-17.99065593487321
120000	-2701.8578083539787	-116.49573033268024	-2585.3620780212987	8.18648377024933	2011.4957080105726	24.701401419521	6.992522700869958	1.1741115018167654	1.4563197640401544	1.3581648698808104	1.5400581752125513	1.4210930892138136	1.20643717305534	1.5104257767333855	1.4165083222310306	1.7725228576089025	1.9335979568629278	1.9822415760078602	2.142944911264017	1.5716954566200694	1.1469706135697861	1.2444833422588255	0.6754102330527789	0.7876926363461451	1.0789818452985758	0.9817963128376093	1.3158731452735652	1.1026903093253466	1.1263469096453904	1.4324639711934093	1.314856337507556	1.0790363113514743	0.67414262920706	1.049756722741527	1.045176282076099	0.7831034209098141	1.3686151534364068	1.5927165447065916	1.5462174383330511	8.0	9.338128341687064	22.022340082735553	0.3292833918768542	0.18708717976515968	0.23300852646898831	0.25062090188899777	0.08781825055523002	1.0125899620481964	0.15462162878976438	2.6907567424204655	0.0035255749800221234	4.071664888625732E-4	0.0034917250021385474	0.12738341892660973	-0.16593592095330817	-2585.3620780212987	-68.00293397388296	-27.916340236931134
140000	-2708.431226105543	-119.11774811586221	-2589.313477989681	6.761510903805887	2012.9206808770161	18.50979052033689	10.803594245092219	2.350199588379173	2.3628513620344616	2.812705343627539	2.7197079816862875	2.0680829671747665	1.6719635983421723	1.5165044530659781	1.2687172119490184	0.5186150120990298	1.234024042446299	1.2809487083057325	0.7567452842711485	1.1016403515617883	0.9847684924815183	0.5066100756435973	-0.34566255143857305	-0.6292798316531197	-0.7477805220565665	-0.6890576423783487	-0.36967475448353215	-0.6299996950510223	-0.9307793816998966	-0.819866465472692	-1.007162355582523	-1.4736352347328823	-1.7969221009662304	-1.9082468067991378	-1.765068648462302	-1.4165320104638572	-1.9004419545689186	-1.7554217739082663	-1.5029291627060517	8.0	37.4579555684565	17.745906451254452	0.33767098499782694	0.20193582883536748	0.22434961717449264	0.23604356899231319	0.2927551568949256	1.1898802391976127	0.10624156127112863	2.7875168774577324	0.004264043845802798	6.426054876815239E-4	0.0043206327359208985	0.17338516273777346	0.0434860016344887	-2589.313477989681	-68.00293397388296	-26.505599512229193
160000	-2706.4189356259367	-112.59417863323779	-2593.824756992699	6.782190809330353	2012.9000009714916	19.365706014032256	8.034989675111888	3.0265593657171435	3.3026197993063073	3.053879551778164	2.7522439590867807	2.2975228560558008	2.252355002473203	2.103315777193474	2.161433897545919	1.8292090676316255	2.017925929149838	2.095162932290367	2.3479119468242056	2.047015386739746	1.3804693536746644	1.0180639624173846	0.30300773426045685	0.1541527854617815	-0.07351062821847759	-0.3149459363499345	-0.32768335579465047	-0.5078533479816142	-0.711175304648033	-0.6173159299888226	-0.9197640299924728	-0.9843802781861188	-0.8101614668485371	-0.8438006592315799	-0.48662378882500046	-0.3785354372363242	-0.28034848579949756	-0.3522167787109245	0.07116381548819128	8.0	133.56700284112372	17.72059296560701	0.3082578821824726	0.2033608137016436	0.24367940290089984	0.2447019012149842	0.19598627603092522	0.37369410813449155	0.09287315839857613	2.8142536832028364	0.00541377328502255	7.24070755844428E-4	0.005363282294060631	0.12924789391127015	0.03006005080436253	-2593.824756992699	-68.00293397388296	-17.84190244987702
180000	-2728.0049304014155	-136.68106655559163	-2591.323863845824	7.717872241246551	2011.9643195395754	30.201656729362796	3.0094548439198863	3.6220601971527575	3.7944317537194703	3.41769132861291	3.862872522025537	3.4822115029620297	3.5188141676125286	2.4547062965329807	3.1072236491702814	2.9970906557734955	3.831895645536243	3.991534931382657	3.6074735525111405	3.2780234052780215	3.431558319552435	2.8303671829433465	3.1497786958331275	2.857629483956127	2.520805658996061	2.7201640755848757	2.783966341062653	1.6240230319906814	1.6199890909066637	1.3467074953014508	0.9593520484882042	0.14861781027567628	0.45033653202217616	0.45922501231836554	0.8582335473140226	0.7792040566855923	0.4916361232659814	0.23058998632477146	0.08167661849443197	8.0	25.483042658093748	26.939944524198797	0.30867518643483066	0.18229135499665972	0.24801743964310344	0.26101601892540627	1.4533779964196618	0.8012652609856268	0.10427723391321858	2.791445532173548	0.003086601501469296	1.077346710059881E-4	0.0030704721469850286	0.029776431695426243	-0.04785784564189583	-2591.323863845824	-68.00293397388296	-44.156262671814474
