tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_original,profile_lab,cluster_label.x,collection_tipdate,collection_dateerror,cluster_profile,cluster_label.y,clade,number_Conti,number_hostType,Num_Sequence,Range_of_Host,Range_of_HostType,Host_Range_Per_Continent,Continent_of_Earliest_Date,Host_of_Earliest_Sample_Date,Range_of_Continent,Length_Between_First_Last_Sample,number_Mammal,prop_Mammal,group
H5N1|2344b|EPI_ISL_17606827|galliformes|south_korea|2_6_1_1_6_1_1_1|2021-12-11,H5N1,EPI_ISL_17606827,a/chicken/korea/h605/2021,2021-12-11,2021-12,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,south korea,kor,36.341057964317,127.784630688405,chungcheongnam-do,kr.gn,36.5298116066164,126.847825775926,Asia / Korea / CN / NA / NA,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-12-11,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_17606830|galliformes|south_korea|2_6_1_1_6_1_1_1|2021-12-14,H5N1,EPI_ISL_17606830,a/chicken/korea/h617/2021,2021-12-14,2021-12,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,south korea,kor,36.341057964317,127.784630688405,chungcheongnam-do,kr.gn,36.5298116066164,126.847825775926,Asia / Korea / CN / NA / NA,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-12-14,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_17606831|anseriformes|south_korea|2_6_1_1_6_1_1_1|2021-12-15,H5N1,EPI_ISL_17606831,a/duck/korea/h621/2021,2021-12-15,2021-12,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollanam-do,kr.cn,34.8733358026855,126.897223705092,Asia / Korea / JN / NA / NA,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-12-15,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_17606832|galliformes|south_korea|2_6_1_1_6_1_1_1|2021-12-16,H5N1,EPI_ISL_17606832,a/chicken/korea/h623/2021,2021-12-16,2021-12,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,south korea,kor,36.341057964317,127.784630688405,sejong,kr.sj,36.5605294196904,127.258813990513,Asia / Korea / SJ / NA / NA,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-12-16,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_17606833|galliformes|south_korea|2_6_1_1_6_1_1_1|2021-12-17,H5N1,EPI_ISL_17606833,a/quail/korea/h624/2021,2021-12-17,2021-12,2021,Aves,galliformes,phasianidae,synoicus/coturnix sp.,old world quail sp.,TRUE,wild,galliformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,gyeonggi-do,kr.kg,37.5315346337798,127.181023197189,Asia / Korea / GG / NA / NA,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-12-17,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_17606835|galliformes|south_korea|2_6_1_1_6_1_1_1|2021-12-23,H5N1,EPI_ISL_17606835,a/chicken/korea/h638/2021,2021-12-23,2021-12,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,south korea,kor,36.341057964317,127.784630688405,sejong,kr.sj,36.5605294196904,127.258813990513,Asia / Korea / SJ / NA / NA,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-12-23,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_17606836|anseriformes|south_korea|2_6_1_1_6_1_1_1|2021-12-27,H5N1,EPI_ISL_17606836,a/duck/korea/h640/2021,2021-12-27,2021-12,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollabuk-do,kr.cb,35.7159281817874,127.140659781938,Asia / Korea / JB / NA / NA,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-12-27,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_17606839|anseriformes|south_korea|2_6_1_1_6_1_1_1|2022-01-14,H5N1,EPI_ISL_17606839,a/duck/korea/h38/2022,2022-01-14,2022-01,2022,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollanam-do,kr.cn,34.8733358026855,126.897223705092,Asia / Korea / JN / NA / NA,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2022-01-14,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_17606865|anseriformes|south_korea|2_6_1_1_6_1_1_1|2021-11-14,H5N1,EPI_ISL_17606865,a/duck/korea/h543/2021,2021-11-14,2021-11,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,chungcheongbuk-do,kr.gb,36.737850075983,127.830446360213,Asia / Korea / CB / NA / NA,NA,H5N1/2021/R4_Asia,2021-11-14,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18284466|galliformes|japan|2_6_1_1_6_1_1_1|2022-10-28,H5N1,EPI_ISL_18284466,A/chicken/Okayama/22A1T/2022,2022-10-28,2022-10,2022,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,okayama,jp.oy,34.8921234580739,133.826171708594,NA,NA,H5N1/2021/R4_Asia,2022-10-28,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373217|anseriformes|south_korea|2_6_1_1_6_1_1_1|2021-11-15,H5N1,EPI_ISL_18373217,A/Mandarin_duck/Korea/21WF119-1/2021,2021-11-15,2021-11,2021,Aves,anseriformes,anatidae,aix galericulata,mandarin duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,H5N1/2021/R4_Asia,2021-11-15,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373218|anseriformes|south_korea|2_6_1_1_6_1_1_1|2021-11-16,H5N1,EPI_ISL_18373218,A/Mandarin_duck/Korea/21WF91-6/2021,2021-11-16,2021-11,2021,Aves,anseriformes,anatidae,aix galericulata,mandarin duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,H5N1/2021/R4_Asia,2021-11-16,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373219|anseriformes|south_korea|2_6_1_1_6_1_1_1|2021-11-22,H5N1,EPI_ISL_18373219,A/Wild_duck/Korea/21WF124-4/2021,2021-11-22,2021-11,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,H5N1/2021/R4_Asia,2021-11-22,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373220|anseriformes|south_korea|2_6_1_1_6_1_1_1|2021-12-01,H5N1,EPI_ISL_18373220,A/Baikal_teal/Korea/21WF192-9/2021,2021-12-01,2021-12,2021,Aves,anseriformes,anatidae,sibirionetta formosa,baikal teal,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,H5N1/2021/R4_Asia,2021-12-01,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373221|anseriformes|south_korea|2_6_1_1_6_1_1_1|2021-12-05,H5N1,EPI_ISL_18373221,A/Wild_duck/Korea/21WF241-1/2021,2021-12-05,2021-12,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,H5N1/2021/R4_Asia,2021-12-05,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373222|anseriformes|south_korea|2_6_1_1_6_1_1_1|2021-12-06,H5N1,EPI_ISL_18373222,A/Wild_duck/Korea/21WF213-1/2021,2021-12-06,2021-12,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,H5N1/2021/R4_Asia,2021-12-06,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373223|anseriformes|south_korea|2_6_1_1_6_1_1_1|2021-12-07,H5N1,EPI_ISL_18373223,A/Wild_duck/Korea/21WF225-24/2021,2021-12-07,2021-12,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,H5N1/2021/R4_Asia,2021-12-07,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373232|anseriformes|south_korea|2_6_1_1_6_1_1_1|2022-01-25,H5N1,EPI_ISL_18373232,A/Spot-billed_duck/Korea/21WC138/2022,2022-01-25,2022-01,2022,Aves,anseriformes,anatidae,anas zonorhyncha,eastern spot-billed duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,NA,H5N1/2021/R4_Asia,2022-01-25,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373234|anseriformes|south_korea|2_6_1_1_6_1_1_1|2022-01-27,H5N1,EPI_ISL_18373234,A/Spot-billed duck/Korea/21WC143/2022,2022-01-27,2022-01,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,gyeongsangnam-do,kr.kn,35.3225325644814,128.261669154089,NA,NA,H5N1/2021/R4_Asia,2022-01-27,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_18373239|anseriformes|south_korea|2_6_1_1_6_1_1_1|2022-02-04,H5N1,EPI_ISL_18373239,A/Gadwall/Korea/21WC196/2022,2022-02-04,2022-02,2022,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeju,kr.cj,33.3869876346889,126.553618799527,NA,NA,H5N1/2021/R4_Asia,2022-02-04,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_8599974|anseriformes|china|2_6_1_1_6_1_1_1|2021-11-15,H5N1,EPI_ISL_8599974,A/black_swan/Eastern_China/11.15_ZJHZ74-Lg/2021,2021-11-15,2021-11,2021,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,zhejiang,cn.zj,29.1745873279179,120.086382279697,NA,NA,H5N1/2021/R4_Asia,2021-11-15,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_china_2023086|anseriformes|china|2_6_1_1_6_1_1_1|2021-11-18,H5N1,EPI_ISL_china_2023086,a/bean_goose/hubei/hbq3/2021,2021-11-18,2021-11,2021,Aves,anseriformes,anatidae,anser fabalis/serrirostris,taiga/tundra bean-goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-11-18,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_china_2023089|anseriformes|china|2_6_1_1_6_1_1_1|2021-11-18,H5N1,EPI_ISL_china_2023089,a/bean_goose/hubei/hbyg32/2021,2021-11-18,2021-11,2021,Aves,anseriformes,anatidae,anser fabalis/serrirostris,taiga/tundra bean-goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hubei,cn.hu,30.9806813015582,112.277189482252,Asia / China / Hubei / NA / NA,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-11-18,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_china_20230833|anseriformes|china|2_6_1_1_6_1_1_1|2021-10-15,H5N1,EPI_ISL_china_20230833,a/mute_swan/inner_mongolia/wq3/2021,2021-10-15,2021-10,2021,Aves,anseriformes,anatidae,cygnus olor,mute swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,nei mongol,cn.nm,44.083329648604,113.188484632426,Asia / China / Inner_Mongolia / _Mongolia / _Mongolia,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-10-15,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_china_20230834|anseriformes|china|2_6_1_1_6_1_1_1|2021-10-10,H5N1,EPI_ISL_china_20230834,a/mute_swan/inner_mongolia/wq2/2021,2021-10-10,2021-10,2021,Aves,anseriformes,anatidae,cygnus olor,mute swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,nei mongol,cn.nm,44.083329648604,113.188484632426,Asia / China / Inner_Mongolia / _Mongolia / _Mongolia,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-10-10,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_china_20230835|anseriformes|china|2_6_1_1_6_1_1_1|2021-10-08,H5N1,EPI_ISL_china_20230835,a/tundra_swan/inner_mongolia/wq1/2021,2021-10-08,2021-10,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,nei mongol,cn.nm,44.083329648604,113.188484632426,Asia / China / Inner_Mongolia / _Mongolia / _Mongolia,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-10-08,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_china_20230836|anseriformes|china|2_6_1_1_6_1_1_1|2021-10-16,H5N1,EPI_ISL_china_20230836,a/tundra_swan/inner_mongolia/wf41/2021,2021-10-16,2021-10,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,nei mongol,cn.nm,44.083329648604,113.188484632426,Asia / China / Inner_Mongolia / _Mongolia / _Mongolia,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-10-16,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
H5N1|2344b|EPI_ISL_china_20230837|anseriformes|china|2_6_1_1_6_1_1_1|2021-10-16,H5N1,EPI_ISL_china_20230837,a/tundra_swan/inner_mongolia/wf36/2021,2021-10-16,2021-10,2021,Aves,anseriformes,anatidae,cygnus columbianus,tundra swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,nei mongol,cn.nm,44.083329648604,113.188484632426,Asia / China / Inner_Mongolia / _Mongolia / _Mongolia,H5N1/2021/R4_Asia,H5N1/2021/R4_Asia,2021-10-16,FALSE,2_6_1_1_6_1_1_1,H5N1/2021/R4_Asia,2.3.4.4b,3,5,60,"Galliformes, Anseriformes, Falconiformes, environment","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other, environment","Galliformes - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, Avian other - Asia, environment - Asia, Anseriformes wild - Europe, Anseriformes wild - North America",Asia,Anseriformes wild,"Asia, Europe, North America",1.147945205479573,0,0,dominant
